i,instrument,detector,propid,target,ra,dec,filter1,filter2,pr_inv,exptime,date-obs,filename,group,galaxy,targname
173,ACS,WFC,10396,SFH-8,10.45,-71.0625,CLEAR1L,F814W,Gallagher,474,2005-11-29,smc_fields/ACS/10396_SFH-8/j96114fcq_flt.fits,28.0,smc,SMC-FIELD-NE
174,ACS,WFC,10396,SFH-8,10.45,-71.0625,CLEAR1L,F814W,Gallagher,474,2005-11-29,smc_fields/ACS/10396_SFH-8/j96114feq_flt.fits,28.0,smc,SMC-FIELD-NE
175,ACS,WFC,10396,SFH-8,10.45,-71.0625,F555W,CLEAR2L,Gallagher,20,2005-11-29,smc_fields/ACS/10396_SFH-8/j96114fhq_flt.fits,28.0,smc,SMC-FIELD-NE
176,ACS,WFC,10396,SFH-8,10.45,-71.0625,F555W,CLEAR2L,Gallagher,20,2005-11-29,smc_fields/ACS/10396_SFH-8/j96114fjq_flt.fits,28.0,smc,SMC-FIELD-NE
177,ACS,WFC,10396,SFH-8,10.45,-71.0625,F555W,CLEAR2L,Gallagher,496,2005-11-29,smc_fields/ACS/10396_SFH-8/j96114fkq_flt.fits,28.0,smc,SMC-FIELD-NE
178,ACS,WFC,10396,SFH-8,10.45,-71.0625,F555W,CLEAR2L,Gallagher,496,2005-11-29,smc_fields/ACS/10396_SFH-8/j96114fmq_flt.fits,28.0,smc,SMC-FIELD-NE
179,ACS,WFC,10396,SFH-8,10.45,-71.0625,F555W,CLEAR2L,Gallagher,496,2005-11-29,smc_fields/ACS/10396_SFH-8/j96114foq_flt.fits,28.0,smc,SMC-FIELD-NE
180,ACS,WFC,10396,SFH-8,10.45,-71.0625,F555W,CLEAR2L,Gallagher,496,2005-11-29,smc_fields/ACS/10396_SFH-8/j96114fqq_flt.fits,28.0,smc,SMC-FIELD-NE
181,ACS,WFC,12581,ANY,18.16315,-72.747753,CLEAR1L,F814W,Roman-Duval,1,2012-07-25,smc_fields/ACS/12581_ANY/jbp507ptq_flt.fits,29.0,smc,BRUCK143
182,ACS,WFC,12581,ANY,18.16315,-72.747753,CLEAR1L,F814W,Roman-Duval,950,2012-07-25,smc_fields/ACS/12581_ANY/jbp507qmq_flt.fits,29.0,smc,BRUCK143
183,ACS,WFC,12581,ANY,18.16315,-72.747753,CLEAR1L,F814W,Roman-Duval,500,2012-07-25,smc_fields/ACS/12581_ANY/jbp507qrq_flt.fits,29.0,smc,BRUCK143
184,ACS,WFC,12581,ANY,18.16315,-72.747753,CLEAR1L,F814W,Roman-Duval,980,2012-07-25,smc_fields/ACS/12581_ANY/jbp507qxq_flt.fits,29.0,smc,BRUCK143
185,ACS,WFC,12581,ANY,18.16315,-72.747753,CLEAR1L,F814W,Roman-Duval,1030,2012-07-25,smc_fields/ACS/12581_ANY/jbp507r2q_flt.fits,29.0,smc,BRUCK143
186,ACS,WFC,12581,ANY,18.16315,-72.747753,F475W,CLEAR2L,Roman-Duval,1100,2012-07-25,smc_fields/ACS/12581_ANY/jbp507r8q_flt.fits,29.0,smc,BRUCK143
187,ACS,WFC,12581,ANY,18.16315,-72.747753,F475W,CLEAR2L,Roman-Duval,600,2012-07-25,smc_fields/ACS/12581_ANY/jbp507req_flt.fits,29.0,smc,BRUCK143
188,ACS,WFC,12581,ANY,18.16315,-72.747753,F475W,CLEAR2L,Roman-Duval,680,2012-07-25,smc_fields/ACS/12581_ANY/jbp507rkq_flt.fits,29.0,smc,BRUCK143
189,ACS,WFC,12581,ANY,18.16315,-72.747753,F475W,CLEAR2L,Roman-Duval,600,2012-07-25,smc_fields/ACS/12581_ANY/jbp507rpq_flt.fits,29.0,smc,BRUCK143
190,ACS,WFC,12581,ANY,18.16315,-72.747753,F475W,CLEAR2L,Roman-Duval,600,2012-07-25,smc_fields/ACS/12581_ANY/jbp507rvq_flt.fits,29.0,smc,BRUCK143
191,ACS,WFC,12581,ANY,18.087122,-72.765181,CLEAR1L,F814W,Roman-Duval,1,2012-07-25,smc_fields/ACS/12581_ANY/jbp507s4q_flt.fits,29.0,smc,BRUCK143
203,ACS,WFC,12908,ANY,8.499978,-73.155742,CLEAR1L,F814W,Goudfrooij,136,2013-05-21,smc_fields/ACS/12908_ANY/jbyl03mzq_flt.fits,31.0,smc,NGC152-FIELD
204,ACS,WFC,12908,ANY,8.499978,-73.155742,CLEAR1L,F435W,Goudfrooij,720,2013-05-22,smc_fields/ACS/12908_ANY/jbyl03n4q_flt.fits,31.0,smc,NGC152-FIELD
205,ACS,WFC,12908,ANY,8.497786,-73.155521,CLEAR1L,F435W,Goudfrooij,740,2013-05-22,smc_fields/ACS/12908_ANY/jbyl03n8q_flt.fits,31.0,smc,NGC152-FIELD
206,ACS,WFC,12908,ANY,8.497786,-73.155521,CLEAR1L,F814W,Goudfrooij,438,2013-05-22,smc_fields/ACS/12908_ANY/jbyl03ndq_flt.fits,31.0,smc,NGC152-FIELD
207,ACS,WFC,13009,ANY,13.695999,-72.167496,F606W,CLEAR2L,De Marchi,100,2013-04-28,smc_fields/ACS/13009_ANY/jbyy81iyq_flt.fits,32.0,smc,NGC299-FIELD
208,ACS,WFC,13009,ANY,13.695884,-72.167451,CLEAR1L,F814W,De Marchi,0,2013-04-28,smc_fields/ACS/13009_ANY/jbyy81j9q_flt.fits,32.0,smc,NGC299-FIELD
209,ACS,WFC,13009,ANY,13.49623,-72.29826,F606W,CLEAR2L,De Marchi,100,2013-08-04,smc_fields/ACS/13009_ANY/jbyy82l4q_flt.fits,33.0,smc,NGC299-FIELD-1
210,ACS,WFC,13009,ANY,13.496385,-72.298227,CLEAR1L,F814W,De Marchi,340,2013-08-04,smc_fields/ACS/13009_ANY/jbyy82leq_flt.fits,33.0,smc,NGC299-FIELD-1
211,ACS,WFC,13009,ANY,16.151508,-72.92223,F606W,CLEAR2L,De Marchi,100,2013-08-01,smc_fields/ACS/13009_ANY/jbyy91ahq_flt.fits,34.0,smc,NGC376-FIELD
212,ACS,WFC,13009,ANY,16.151658,-72.922194,CLEAR1L,F814W,De Marchi,347,2013-08-01,smc_fields/ACS/13009_ANY/jbyy91arq_flt.fits,34.0,smc,NGC376-FIELD
213,ACS,WFC,13476,ANY,9.750401,-73.191294,CLEAR1L,F814W,Kallivayalil,341,2013-10-01,smc_fields/ACS/13476_ANY/jcc204fwq_flt.fits,35.0,smc,SMC-FIELD-SW
214,ACS,WFC,13476,ANY,9.75408,-73.190945,F606W,CLEAR2L,Kallivayalil,348,2013-10-01,smc_fields/ACS/13476_ANY/jcc204fyq_flt.fits,35.0,smc,SMC-FIELD-SW
215,ACS,WFC,13476,ANY,9.756931,-73.19169,F606W,CLEAR2L,Kallivayalil,368,2013-10-01,smc_fields/ACS/13476_ANY/jcc204g1q_flt.fits,35.0,smc,SMC-FIELD-SW
216,ACS,WFC,13476,ANY,9.756104,-73.192784,F606W,CLEAR2L,Kallivayalil,368,2013-10-01,smc_fields/ACS/13476_ANY/jcc204g4q_flt.fits,35.0,smc,SMC-FIELD-SW
217,ACS,WFC,13476,ANY,9.752424,-73.193133,F606W,CLEAR2L,Kallivayalil,368,2013-10-01,smc_fields/ACS/13476_ANY/jcc204g7q_flt.fits,35.0,smc,SMC-FIELD-SW
218,ACS,WFC,13476,ANY,9.749573,-73.192388,CLEAR1L,F814W,Kallivayalil,348,2013-10-01,smc_fields/ACS/13476_ANY/jcc204gaq_flt.fits,35.0,smc,SMC-FIELD-SW
219,ACS,WFC,13476,ANY,11.05301,-72.780941,CLEAR1L,F814W,Kallivayalil,341,2013-10-01,smc_fields/ACS/13476_ANY/jcc207h5q_flt.fits,36.0,smc,KRON21-FIELD
220,ACS,WFC,13476,ANY,11.056581,-72.780571,F606W,CLEAR2L,Kallivayalil,348,2013-10-01,smc_fields/ACS/13476_ANY/jcc207h7q_flt.fits,36.0,smc,KRON21-FIELD
221,ACS,WFC,13476,ANY,11.059415,-72.7813,F606W,CLEAR2L,Kallivayalil,368,2013-10-01,smc_fields/ACS/13476_ANY/jcc207haq_flt.fits,36.0,smc,KRON21-FIELD
222,ACS,WFC,13476,ANY,11.058677,-72.782398,F606W,CLEAR2L,Kallivayalil,368,2013-10-01,smc_fields/ACS/13476_ANY/jcc207hdq_flt.fits,36.0,smc,KRON21-FIELD
223,ACS,WFC,13476,ANY,11.055106,-72.782768,F606W,CLEAR2L,Kallivayalil,368,2013-10-01,smc_fields/ACS/13476_ANY/jcc207hgq_flt.fits,36.0,smc,KRON21-FIELD
224,ACS,WFC,13476,ANY,11.052273,-72.782039,CLEAR1L,F814W,Kallivayalil,348,2013-10-01,smc_fields/ACS/13476_ANY/jcc207hjq_flt.fits,36.0,smc,KRON21-FIELD
225,ACS,WFC,13476,ANY,11.000964,-74.785788,CLEAR1L,F814W,Kallivayalil,341,2013-10-13,smc_fields/ACS/13476_ANY/jcc208iwq_flt.fits,37.0,smc,SMC-FIELD-S
226,ACS,WFC,13476,ANY,11.005186,-74.785626,F606W,CLEAR2L,Kallivayalil,348,2013-10-13,smc_fields/ACS/13476_ANY/jcc208iyq_flt.fits,37.0,smc,SMC-FIELD-S
227,ACS,WFC,13476,ANY,11.007797,-74.7865,F606W,CLEAR2L,Kallivayalil,368,2013-10-13,smc_fields/ACS/13476_ANY/jcc208j1q_flt.fits,37.0,smc,SMC-FIELD-S
228,ACS,WFC,13476,ANY,11.006187,-74.787537,F606W,CLEAR2L,Kallivayalil,368,2013-10-13,smc_fields/ACS/13476_ANY/jcc208j4q_flt.fits,37.0,smc,SMC-FIELD-S
229,ACS,WFC,13476,ANY,11.001965,-74.787699,F606W,CLEAR2L,Kallivayalil,368,2013-10-13,smc_fields/ACS/13476_ANY/jcc208j7q_flt.fits,37.0,smc,SMC-FIELD-S
230,ACS,WFC,13476,ANY,10.999353,-74.786825,CLEAR1L,F814W,Kallivayalil,348,2013-10-13,smc_fields/ACS/13476_ANY/jcc208jaq_flt.fits,37.0,smc,SMC-FIELD-S
231,ACS,WFC,13476,ANY,13.309537,-73.596869,CLEAR1L,F814W,Kallivayalil,341,2013-10-01,smc_fields/ACS/13476_ANY/jcc209hoq_flt.fits,38.0,smc,NGC294-FIELD
232,ACS,WFC,13476,ANY,13.313437,-73.596666,F606W,CLEAR2L,Kallivayalil,348,2013-10-01,smc_fields/ACS/13476_ANY/jcc209hqq_flt.fits,38.0,smc,NGC294-FIELD
233,ACS,WFC,13476,ANY,13.315975,-73.597515,F606W,CLEAR2L,Kallivayalil,368,2013-10-01,smc_fields/ACS/13476_ANY/jcc209htq_flt.fits,38.0,smc,NGC294-FIELD
234,ACS,WFC,13476,ANY,13.314614,-73.598567,F606W,CLEAR2L,Kallivayalil,368,2013-10-01,smc_fields/ACS/13476_ANY/jcc209hwq_flt.fits,38.0,smc,NGC294-FIELD
235,ACS,WFC,13476,ANY,13.310714,-73.59877,F606W,CLEAR2L,Kallivayalil,368,2013-10-01,smc_fields/ACS/13476_ANY/jcc209hzq_flt.fits,38.0,smc,NGC294-FIELD
236,ACS,WFC,13476,ANY,13.308176,-73.597921,CLEAR1L,F814W,Kallivayalil,348,2013-10-01,smc_fields/ACS/13476_ANY/jcc209i5q_flt.fits,38.0,smc,NGC294-FIELD
237,ACS,WFC,13476,ANY,14.815349,-72.050511,CLEAR1L,F814W,Kallivayalil,341,2013-10-03,smc_fields/ACS/13476_ANY/jcc211rxq_flt.fits,39.0,smc,NGC346-FIELD
238,ACS,WFC,13476,ANY,14.818733,-72.050104,F606W,CLEAR2L,Kallivayalil,348,2013-10-03,smc_fields/ACS/13476_ANY/jcc211rzq_flt.fits,39.0,smc,NGC346-FIELD
239,ACS,WFC,13476,ANY,14.821539,-72.050801,F606W,CLEAR2L,Kallivayalil,368,2013-10-03,smc_fields/ACS/13476_ANY/jcc211s2q_flt.fits,39.0,smc,NGC346-FIELD
240,ACS,WFC,13476,ANY,14.820962,-72.051907,F606W,CLEAR2L,Kallivayalil,368,2013-10-03,smc_fields/ACS/13476_ANY/jcc211s6q_flt.fits,39.0,smc,NGC346-FIELD
241,ACS,WFC,13476,ANY,14.817578,-72.052315,F606W,CLEAR2L,Kallivayalil,368,2013-10-03,smc_fields/ACS/13476_ANY/jcc211scq_flt.fits,39.0,smc,NGC346-FIELD
242,ACS,WFC,13476,ANY,14.814771,-72.051617,CLEAR1L,F814W,Kallivayalil,348,2013-10-03,smc_fields/ACS/13476_ANY/jcc211sfq_flt.fits,39.0,smc,NGC346-FIELD
243,ACS,WFC,13476,ANY,16.454868,-72.818256,CLEAR1L,F814W,Kallivayalil,341,2013-12-01,smc_fields/ACS/13476_ANY/jcc217myq_flt.fits,40.0,smc,NGC419-FIELD-1
244,ACS,WFC,13476,ANY,16.4581,-72.818841,F606W,CLEAR2L,Kallivayalil,348,2013-12-01,smc_fields/ACS/13476_ANY/jcc217n0q_flt.fits,40.0,smc,NGC419-FIELD-1
245,ACS,WFC,13476,ANY,16.457985,-72.819952,F606W,CLEAR2L,Kallivayalil,368,2013-12-01,smc_fields/ACS/13476_ANY/jcc217nqq_flt.fits,40.0,smc,NGC419-FIELD-1
246,ACS,WFC,13476,ANY,16.454638,-72.820477,F606W,CLEAR2L,Kallivayalil,368,2013-12-01,smc_fields/ACS/13476_ANY/jcc217ntq_flt.fits,40.0,smc,NGC419-FIELD-1
247,ACS,WFC,13476,ANY,16.451406,-72.819892,F606W,CLEAR2L,Kallivayalil,368,2013-12-01,smc_fields/ACS/13476_ANY/jcc217nxq_flt.fits,40.0,smc,NGC419-FIELD-1
248,ACS,WFC,13476,ANY,16.451521,-72.818782,CLEAR1L,F814W,Kallivayalil,348,2013-12-01,smc_fields/ACS/13476_ANY/jcc217o0q_flt.fits,40.0,smc,NGC419-FIELD-1
249,ACS,WFC,13476,ANY,17.448938,-72.280852,CLEAR1L,F814W,Kallivayalil,341,2014-01-07,smc_fields/ACS/13476_ANY/jcc220htq_flt.fits,41.0,smc,HW61
250,ACS,WFC,13476,ANY,17.450343,-72.281887,F606W,CLEAR2L,Kallivayalil,348,2014-01-07,smc_fields/ACS/13476_ANY/jcc220hvq_flt.fits,41.0,smc,HW61
251,ACS,WFC,13476,ANY,17.448105,-72.282765,F606W,CLEAR2L,Kallivayalil,368,2014-01-07,smc_fields/ACS/13476_ANY/jcc220hyq_flt.fits,41.0,smc,HW61
252,ACS,WFC,13476,ANY,17.444462,-72.282608,F606W,CLEAR2L,Kallivayalil,368,2014-01-07,smc_fields/ACS/13476_ANY/jcc220i1q_flt.fits,41.0,smc,HW61
253,ACS,WFC,13476,ANY,17.443057,-72.281573,F606W,CLEAR2L,Kallivayalil,368,2014-01-07,smc_fields/ACS/13476_ANY/jcc220i4q_flt.fits,41.0,smc,HW61
254,ACS,WFC,13476,ANY,17.445295,-72.280695,CLEAR1L,F814W,Kallivayalil,348,2014-01-07,smc_fields/ACS/13476_ANY/jcc220i7q_flt.fits,41.0,smc,HW61
255,ACS,WFC,13476,ANY,18.37953,-71.833753,CLEAR1L,F814W,Kallivayalil,341,2014-01-07,smc_fields/ACS/13476_ANY/jcc221ifq_flt.fits,42.0,smc,IC1660-FIELD
256,ACS,WFC,13476,ANY,18.380957,-71.834781,F606W,CLEAR2L,Kallivayalil,348,2014-01-07,smc_fields/ACS/13476_ANY/jcc221ihq_flt.fits,42.0,smc,IC1660-FIELD
257,ACS,WFC,13476,ANY,18.37882,-71.83567,F606W,CLEAR2L,Kallivayalil,368,2014-01-07,smc_fields/ACS/13476_ANY/jcc221ikq_flt.fits,42.0,smc,IC1660-FIELD
258,ACS,WFC,13476,ANY,18.375256,-71.835532,F606W,CLEAR2L,Kallivayalil,368,2014-01-07,smc_fields/ACS/13476_ANY/jcc221inq_flt.fits,42.0,smc,IC1660-FIELD
259,ACS,WFC,13476,ANY,18.373829,-71.834504,F606W,CLEAR2L,Kallivayalil,368,2014-01-07,smc_fields/ACS/13476_ANY/jcc221iqq_flt.fits,42.0,smc,IC1660-FIELD
260,ACS,WFC,13476,ANY,18.375965,-71.833615,CLEAR1L,F814W,Kallivayalil,348,2014-01-07,smc_fields/ACS/13476_ANY/jcc221itq_flt.fits,42.0,smc,IC1660-FIELD
192,ACS,WFC,12581,ANY,18.605856,-73.412972,CLEAR1L,F814W,Roman-Duval,1,2012-09-15,smc_fields/ACS/12581_ANY/jbp509k6q_flt.fits,44.0,smc,SMC-FIELD-W
193,ACS,WFC,12581,ANY,18.605856,-73.412972,CLEAR1L,F814W,Roman-Duval,950,2012-09-15,smc_fields/ACS/12581_ANY/jbp509kcq_flt.fits,44.0,smc,SMC-FIELD-W
194,ACS,WFC,12581,ANY,18.605856,-73.412972,CLEAR1L,F814W,Roman-Duval,500,2012-09-15,smc_fields/ACS/12581_ANY/jbp509kgq_flt.fits,44.0,smc,SMC-FIELD-W
195,ACS,WFC,12581,ANY,18.605856,-73.412972,CLEAR1L,F814W,Roman-Duval,980,2012-09-15,smc_fields/ACS/12581_ANY/jbp509kmq_flt.fits,44.0,smc,SMC-FIELD-W
196,ACS,WFC,12581,ANY,18.605856,-73.412972,CLEAR1L,F814W,Roman-Duval,1030,2012-09-15,smc_fields/ACS/12581_ANY/jbp509krq_flt.fits,44.0,smc,SMC-FIELD-W
197,ACS,WFC,12581,ANY,18.605856,-73.412972,F475W,CLEAR2L,Roman-Duval,1100,2012-09-15,smc_fields/ACS/12581_ANY/jbp509kxq_flt.fits,44.0,smc,SMC-FIELD-W
198,ACS,WFC,12581,ANY,18.605856,-73.412972,F475W,CLEAR2L,Roman-Duval,600,2012-09-15,smc_fields/ACS/12581_ANY/jbp509l3q_flt.fits,44.0,smc,SMC-FIELD-W
199,ACS,WFC,12581,ANY,18.605856,-73.412972,F475W,CLEAR2L,Roman-Duval,680,2012-09-15,smc_fields/ACS/12581_ANY/jbp509l9q_flt.fits,44.0,smc,SMC-FIELD-W
200,ACS,WFC,12581,ANY,18.605856,-73.412972,F475W,CLEAR2L,Roman-Duval,600,2012-09-15,smc_fields/ACS/12581_ANY/jbp509leq_flt.fits,44.0,smc,SMC-FIELD-W
201,ACS,WFC,12581,ANY,18.605856,-73.412972,F475W,CLEAR2L,Roman-Duval,600,2012-09-15,smc_fields/ACS/12581_ANY/jbp509lkq_flt.fits,44.0,smc,SMC-FIELD-W
202,ACS,WFC,12581,ANY,18.509674,-73.405393,CLEAR1L,F814W,Roman-Duval,1,2012-09-15,smc_fields/ACS/12581_ANY/jbp509ltq_flt.fits,44.0,smc,SMC-FIELD-W
261,ACS,WFC,13476,ANY,18.514486,-73.469217,CLEAR1L,F814W,Kallivayalil,341,2013-10-04,smc_fields/ACS/13476_ANY/jcc222xjq_flt.fits,44.0,smc,SMC-FIELD-W
262,ACS,WFC,13476,ANY,18.518412,-73.469138,F606W,CLEAR2L,Kallivayalil,348,2013-10-04,smc_fields/ACS/13476_ANY/jcc222xlq_flt.fits,44.0,smc,SMC-FIELD-W
263,ACS,WFC,13476,ANY,18.520586,-73.470061,F606W,CLEAR2L,Kallivayalil,368,2013-10-04,smc_fields/ACS/13476_ANY/jcc222xoq_flt.fits,44.0,smc,SMC-FIELD-W
264,ACS,WFC,13476,ANY,18.518835,-73.471063,F606W,CLEAR2L,Kallivayalil,368,2013-10-04,smc_fields/ACS/13476_ANY/jcc222xrq_flt.fits,44.0,smc,SMC-FIELD-W
265,ACS,WFC,13476,ANY,18.514909,-73.471143,F606W,CLEAR2L,Kallivayalil,368,2013-10-04,smc_fields/ACS/13476_ANY/jcc222xuq_flt.fits,44.0,smc,SMC-FIELD-W
266,ACS,WFC,13476,ANY,18.512735,-73.47022,CLEAR1L,F814W,Kallivayalil,348,2013-10-04,smc_fields/ACS/13476_ANY/jcc222xxq_flt.fits,44.0,smc,SMC-FIELD-W
276,WFC3,UVIS,12581,ANY,18.72921,-73.320268,...,...,Roman-Duval,2,2012-09-15,smc_fields/WFC3/12581_ANY/ibp509k1q_flt.fits,45.0,smc,NGC460
277,WFC3,UVIS,12581,ANY,18.72921,-73.320268,...,...,Roman-Duval,1,2012-09-15,smc_fields/WFC3/12581_ANY/ibp509k5q_flt.fits,45.0,smc,NGC460
278,WFC3,UVIS,12581,ANY,18.72921,-73.320268,...,...,Roman-Duval,980,2012-09-15,smc_fields/WFC3/12581_ANY/ibp509kbq_flt.fits,45.0,smc,NGC460
279,WFC3,UVIS,12581,ANY,18.72921,-73.320268,...,...,Roman-Duval,500,2012-09-15,smc_fields/WFC3/12581_ANY/ibp509kfq_flt.fits,45.0,smc,NGC460
280,WFC3,UVIS,12581,ANY,18.72921,-73.320268,...,...,Roman-Duval,930,2012-09-15,smc_fields/WFC3/12581_ANY/ibp509klq_flt.fits,45.0,smc,NGC460
281,WFC3,UVIS,12581,ANY,18.72921,-73.320268,...,...,Roman-Duval,1030,2012-09-15,smc_fields/WFC3/12581_ANY/ibp509kqq_flt.fits,45.0,smc,NGC460
282,WFC3,UVIS,12581,ANY,18.72921,-73.320268,...,...,Roman-Duval,1180,2012-09-15,smc_fields/WFC3/12581_ANY/ibp509kwq_flt.fits,45.0,smc,NGC460
283,WFC3,UVIS,12581,ANY,18.72921,-73.320268,...,...,Roman-Duval,600,2012-09-15,smc_fields/WFC3/12581_ANY/ibp509l2q_flt.fits,45.0,smc,NGC460
284,WFC3,UVIS,12581,ANY,18.72921,-73.320268,...,...,Roman-Duval,730,2012-09-15,smc_fields/WFC3/12581_ANY/ibp509l8q_flt.fits,45.0,smc,NGC460
290,WFC3,UVIS,13009,LOW-NGC299,13.394528,-72.204028,...,...,De Marchi,700,2013-04-28,smc_fields/WFC3/13009_LOW-NGC299/ibyy81ixq_flt.fits,46.0,smc,NGC299
291,WFC3,UVIS,13009,LOW-NGC299,13.394528,-72.204028,...,...,De Marchi,712,2013-04-28,smc_fields/WFC3/13009_LOW-NGC299/ibyy81j2q_flt.fits,46.0,smc,NGC299
292,WFC3,UVIS,13009,LOW-NGC299,13.394528,-72.204028,...,...,De Marchi,982,2013-04-28,smc_fields/WFC3/13009_LOW-NGC299/ibyy81j6q_flt.fits,46.0,smc,NGC299
293,WFC3,UVIS,13009,LOW-NGC299,13.394528,-72.204028,...,...,De Marchi,700,2013-08-04,smc_fields/WFC3/13009_LOW-NGC299/ibyy82l3q_flt.fits,46.0,smc,NGC299
294,WFC3,UVIS,13009,LOW-NGC299,13.394528,-72.204028,...,...,De Marchi,712,2013-08-04,smc_fields/WFC3/13009_LOW-NGC299/ibyy82l7q_flt.fits,46.0,smc,NGC299
295,WFC3,UVIS,13009,LOW-NGC299,13.394528,-72.204028,...,...,De Marchi,982,2013-08-04,smc_fields/WFC3/13009_LOW-NGC299/ibyy82lbq_flt.fits,46.0,smc,NGC299
336,ACS,WFC,10248,NGC299,13.354167,-72.197583,F555W,CLEAR2L,Nota,3,2004-09-07,clusters/ACS/10248_NGC299/j92f11hqq_flt.fits,46.0,smc,NGC299
337,ACS,WFC,10248,NGC299,13.354167,-72.197583,F555W,CLEAR2L,Nota,463,2004-09-07,clusters/ACS/10248_NGC299/j92f11hrq_flt.fits,46.0,smc,NGC299
338,ACS,WFC,10248,NGC299,13.354167,-72.197583,F555W,CLEAR2L,Nota,463,2004-09-07,clusters/ACS/10248_NGC299/j92f11htq_flt.fits,46.0,smc,NGC299
339,ACS,WFC,10248,NGC299,13.354167,-72.197583,F555W,CLEAR2L,Nota,463,2004-09-07,clusters/ACS/10248_NGC299/j92f11hvq_flt.fits,46.0,smc,NGC299
340,ACS,WFC,10248,NGC299,13.354167,-72.197583,F555W,CLEAR2L,Nota,463,2004-09-07,clusters/ACS/10248_NGC299/j92f11hxq_flt.fits,46.0,smc,NGC299
341,ACS,WFC,10248,NGC299,13.354167,-72.197583,F555W,CLEAR2L,Nota,3,2004-09-07,clusters/ACS/10248_NGC299/j92f11i0q_flt.fits,46.0,smc,NGC299
342,ACS,WFC,10248,NGC299,13.354167,-72.197583,CLEAR1L,F814W,Nota,3,2004-09-07,clusters/ACS/10248_NGC299/j92f11i2q_flt.fits,46.0,smc,NGC299
343,ACS,WFC,10248,NGC299,13.354167,-72.197583,CLEAR1L,F814W,Nota,490,2004-09-07,clusters/ACS/10248_NGC299/j92f11i3q_flt.fits,46.0,smc,NGC299
344,ACS,WFC,10248,NGC299,13.354167,-72.197583,CLEAR1L,F814W,Nota,490,2004-09-07,clusters/ACS/10248_NGC299/j92f11i5q_flt.fits,46.0,smc,NGC299
345,ACS,WFC,10248,NGC299,13.354167,-72.197583,CLEAR1L,F814W,Nota,490,2004-09-07,clusters/ACS/10248_NGC299/j92f11i7q_flt.fits,46.0,smc,NGC299
346,ACS,WFC,10248,NGC299,13.354167,-72.197583,CLEAR1L,F814W,Nota,490,2004-09-07,clusters/ACS/10248_NGC299/j92f11i9q_flt.fits,46.0,smc,NGC299
347,ACS,WFC,10248,NGC299,13.354167,-72.197583,CLEAR1L,F814W,Nota,3,2004-09-07,clusters/ACS/10248_NGC299/j92f11icq_flt.fits,46.0,smc,NGC299
296,WFC3,UVIS,13009,LOW-NGC376,16.01918,-72.831,...,...,De Marchi,700,2013-08-01,smc_fields/WFC3/13009_LOW-NGC376/ibyy91agq_flt.fits,47.0,smc,NGC376
297,WFC3,UVIS,13009,LOW-NGC376,16.01918,-72.831,...,...,De Marchi,707,2013-08-01,smc_fields/WFC3/13009_LOW-NGC376/ibyy91akq_flt.fits,47.0,smc,NGC376
298,WFC3,UVIS,13009,LOW-NGC376,16.01918,-72.831,...,...,De Marchi,982,2013-08-01,smc_fields/WFC3/13009_LOW-NGC376/ibyy91aoq_flt.fits,47.0,smc,NGC376
374,ACS,WFC,10248,NGC376,15.974458,-72.824894,F555W,CLEAR2L,Nota,3,2004-09-12,clusters/ACS/10248_NGC376/j92f08lzq_flt.fits,47.0,smc,NGC376
375,ACS,WFC,10248,NGC376,15.974458,-72.824894,F555W,CLEAR2L,Nota,450,2004-09-12,clusters/ACS/10248_NGC376/j92f08m0q_flt.fits,47.0,smc,NGC376
376,ACS,WFC,10248,NGC376,15.974458,-72.824894,F555W,CLEAR2L,Nota,450,2004-09-12,clusters/ACS/10248_NGC376/j92f08m2q_flt.fits,47.0,smc,NGC376
377,ACS,WFC,10248,NGC376,15.974458,-72.824894,F555W,CLEAR2L,Nota,450,2004-09-12,clusters/ACS/10248_NGC376/j92f08m4q_flt.fits,47.0,smc,NGC376
378,ACS,WFC,10248,NGC376,15.974458,-72.824894,F555W,CLEAR2L,Nota,450,2004-09-12,clusters/ACS/10248_NGC376/j92f08m6q_flt.fits,47.0,smc,NGC376
379,ACS,WFC,10248,NGC376,15.974458,-72.824894,F555W,CLEAR2L,Nota,3,2004-09-12,clusters/ACS/10248_NGC376/j92f08m9q_flt.fits,47.0,smc,NGC376
380,ACS,WFC,10248,NGC376,15.974458,-72.824894,CLEAR1L,F814W,Nota,3,2004-09-12,clusters/ACS/10248_NGC376/j92f08mbq_flt.fits,47.0,smc,NGC376
381,ACS,WFC,10248,NGC376,15.974458,-72.824894,CLEAR1L,F814W,Nota,490,2004-09-12,clusters/ACS/10248_NGC376/j92f08mcq_flt.fits,47.0,smc,NGC376
382,ACS,WFC,10248,NGC376,15.974458,-72.824894,CLEAR1L,F814W,Nota,490,2004-09-12,clusters/ACS/10248_NGC376/j92f08meq_flt.fits,47.0,smc,NGC376
383,ACS,WFC,10248,NGC376,15.974458,-72.824894,CLEAR1L,F814W,Nota,490,2004-09-12,clusters/ACS/10248_NGC376/j92f08mgq_flt.fits,47.0,smc,NGC376
384,ACS,WFC,10248,NGC376,15.974458,-72.824894,CLEAR1L,F814W,Nota,490,2004-09-12,clusters/ACS/10248_NGC376/j92f08miq_flt.fits,47.0,smc,NGC376
385,ACS,WFC,10248,NGC376,15.974458,-72.824894,CLEAR1L,F814W,Nota,3,2004-09-12,clusters/ACS/10248_NGC376/j92f08mlq_flt.fits,47.0,smc,NGC376
