i,instrument,detector,propid,target,ra,dec,filter1,filter2,pr_inv,exptime,date-obs,filename,group,galaxy,targname
1225,WFC3,UVIS,13282,SNR0454-67.2,73.63125,-67.2162,...,...,Chu,417,2014-10-15,stage/icco09ayq_flt.fits,136.0,lmc,LMC-FIELD-E
1226,WFC3,UVIS,13282,SNR0454-67.2,73.63125,-67.2162,...,...,Chu,20,2014-10-15,stage/icco09b0q_flt.fits,136.0,lmc,LMC-FIELD-E
1227,WFC3,UVIS,13282,SNR0454-67.2,73.63125,-67.2162,...,...,Chu,350,2014-10-15,stage/icco09b3q_flt.fits,136.0,lmc,LMC-FIELD-E
1228,WFC3,UVIS,13282,SNR0454-67.2,73.63125,-67.2162,...,...,Chu,350,2014-10-15,stage/icco09b7q_flt.fits,136.0,lmc,LMC-FIELD-E
1229,WFC3,UVIS,13282,SNR0454-67.2,73.63125,-67.2162,...,...,Chu,350,2014-10-15,stage/icco09bbq_flt.fits,136.0,lmc,LMC-FIELD-E
1230,WFC3,UVIS,13282,SNR0454-67.2,73.63125,-67.2162,...,...,Chu,20,2014-10-15,stage/icco09bdq_flt.fits,136.0,lmc,LMC-FIELD-E
1231,WFC3,IR,13860,LMC-FIELD-1,75.756292,-66.404306,...,...,Gennaro,1399,2015-01-24,stage/ickh01lbq_flt.fits,137.0,lmc,NGC1818-FIELD
1232,WFC3,IR,13860,LMC-FIELD-1,75.756292,-66.404306,...,...,Gennaro,1599,2015-01-24,stage/ickh01lgq_flt.fits,137.0,lmc,NGC1818-FIELD
1233,WFC3,IR,13860,LMC-FIELD-1,75.756292,-66.404306,...,...,Gennaro,1599,2015-01-24,stage/ickh01lmq_flt.fits,137.0,lmc,NGC1818-FIELD
1234,WFC3,IR,13860,LMC-FIELD-1,75.756292,-66.404306,...,...,Gennaro,1599,2015-01-24,stage/ickh01lrq_flt.fits,137.0,lmc,NGC1818-FIELD
1235,WFC3,IR,13860,LMC-FIELD-1,75.756292,-66.404306,...,...,Gennaro,1399,2015-01-25,stage/ickh02soq_flt.fits,137.0,lmc,NGC1818-FIELD
1236,WFC3,IR,13860,LMC-FIELD-1,75.756292,-66.404306,...,...,Gennaro,1599,2015-01-25,stage/ickh02sqq_flt.fits,137.0,lmc,NGC1818-FIELD
1237,WFC3,IR,13860,LMC-FIELD-1,75.756292,-66.404306,...,...,Gennaro,1599,2015-01-25,stage/ickh02suq_flt.fits,137.0,lmc,NGC1818-FIELD
1238,WFC3,IR,13860,LMC-FIELD-1,75.756292,-66.404306,...,...,Gennaro,1599,2015-01-25,stage/ickh02sxq_flt.fits,137.0,lmc,NGC1818-FIELD
1239,WFC3,IR,13860,LMC-FIELD-1,75.756292,-66.404306,...,...,Gennaro,1399,2015-01-25,stage/ickh03qxq_flt.fits,137.0,lmc,NGC1818-FIELD
1240,WFC3,IR,13860,LMC-FIELD-1,75.756292,-66.404306,...,...,Gennaro,1599,2015-01-25,stage/ickh03qzq_flt.fits,137.0,lmc,NGC1818-FIELD
1241,WFC3,IR,13860,LMC-FIELD-1,75.756292,-66.404306,...,...,Gennaro,1599,2015-01-25,stage/ickh03r3q_flt.fits,137.0,lmc,NGC1818-FIELD
1242,WFC3,IR,13860,LMC-FIELD-1,75.756292,-66.404306,...,...,Gennaro,1599,2015-01-25,stage/ickh03r6q_flt.fits,137.0,lmc,NGC1818-FIELD
1243,WFC3,IR,13860,LMC-FIELD-1,75.756292,-66.404306,...,...,Gennaro,1399,2015-01-25,stage/ickh04rnq_flt.fits,137.0,lmc,NGC1818-FIELD
1244,WFC3,IR,13860,LMC-FIELD-1,75.756292,-66.404306,...,...,Gennaro,1599,2015-01-25,stage/ickh04rpq_flt.fits,137.0,lmc,NGC1818-FIELD
1245,WFC3,IR,13860,LMC-FIELD-1,75.756292,-66.404306,...,...,Gennaro,1599,2015-01-25,stage/ickh04rtq_flt.fits,137.0,lmc,NGC1818-FIELD
1246,WFC3,IR,13860,LMC-FIELD-1,75.756292,-66.404306,...,...,Gennaro,1599,2015-01-25,stage/ickh04rwq_flt.fits,137.0,lmc,NGC1818-FIELD
1247,WFC3,IR,13860,LMC-FIELD-1,75.756292,-66.404306,...,...,Gennaro,1399,2015-01-25,stage/ickh05qaq_flt.fits,137.0,lmc,NGC1818-FIELD
1248,WFC3,IR,13860,LMC-FIELD-1,75.756292,-66.404306,...,...,Gennaro,1599,2015-01-25,stage/ickh05qfq_flt.fits,137.0,lmc,NGC1818-FIELD
1249,WFC3,IR,13860,LMC-FIELD-1,75.756292,-66.404306,...,...,Gennaro,1599,2015-01-25,stage/ickh05qlq_flt.fits,137.0,lmc,NGC1818-FIELD
1250,WFC3,IR,13860,LMC-FIELD-1,75.756292,-66.404306,...,...,Gennaro,1599,2015-01-25,stage/ickh05qqq_flt.fits,137.0,lmc,NGC1818-FIELD
1251,WFC3,IR,13860,LMC-FIELD-1,75.756292,-66.404306,...,...,Gennaro,1399,2015-01-24,stage/ickh06m9q_flt.fits,137.0,lmc,NGC1818-FIELD
1252,WFC3,IR,13860,LMC-FIELD-1,75.756292,-66.404306,...,...,Gennaro,1599,2015-01-24,stage/ickh06mbq_flt.fits,137.0,lmc,NGC1818-FIELD
1253,WFC3,IR,13860,LMC-FIELD-1,75.756292,-66.404306,...,...,Gennaro,1599,2015-01-24,stage/ickh06mfq_flt.fits,137.0,lmc,NGC1818-FIELD
1254,WFC3,IR,13860,LMC-FIELD-1,75.756292,-66.404306,...,...,Gennaro,1599,2015-01-24,stage/ickh06miq_flt.fits,137.0,lmc,NGC1818-FIELD
1045,WFC3,UVIS,12872,LH95,84.270833,-66.363056,...,...,Da Rio,155,2013-05-26,stage/ic1t01oiq_flt.fits,143.0,lmc,LH95
1046,WFC3,UVIS,12872,LH95,84.270833,-66.363056,...,...,Da Rio,1255,2013-05-26,stage/ic1t01ojq_flt.fits,143.0,lmc,LH95
1047,WFC3,UVIS,12872,LH95,84.270833,-66.363056,...,...,Da Rio,147,2013-05-26,stage/ic1t01ooq_flt.fits,143.0,lmc,LH95
1048,WFC3,UVIS,12872,LH95,84.270833,-66.363056,...,...,Da Rio,1247,2013-05-26,stage/ic1t01oqq_flt.fits,143.0,lmc,LH95
1049,WFC3,UVIS,12872,LH95,84.270833,-66.363056,...,...,Da Rio,155,2013-05-28,stage/ic1t02h0q_flt.fits,143.0,lmc,LH95
1050,WFC3,UVIS,12872,LH95,84.270833,-66.363056,...,...,Da Rio,1255,2013-05-28,stage/ic1t02h1q_flt.fits,143.0,lmc,LH95
1051,WFC3,UVIS,12872,LH95,84.270833,-66.363056,...,...,Da Rio,147,2013-05-28,stage/ic1t02h6q_flt.fits,143.0,lmc,LH95
1052,WFC3,UVIS,12872,LH95,84.270833,-66.363056,...,...,Da Rio,1247,2013-05-28,stage/ic1t02h8q_flt.fits,143.0,lmc,LH95
1283,ACS,WFC,10566,STAR-CLUS-053707-662203,84.277083,-66.367639,F555W,CLEAR2L,Gouliermis,25,2006-03-02,stage/j9aa01msq_flt.fits,143.0,lmc,LH95
1284,ACS,WFC,10566,STAR-CLUS-053707-662203,84.277083,-66.367639,F555W,CLEAR2L,Gouliermis,25,2006-03-02,stage/j9aa01muq_flt.fits,143.0,lmc,LH95
1285,ACS,WFC,10566,STAR-CLUS-053707-662203,84.277083,-66.367639,F555W,CLEAR2L,Gouliermis,37,2006-03-02,stage/j9aa01mwq_flt.fits,143.0,lmc,LH95
1286,ACS,WFC,10566,STAR-CLUS-053707-662203,84.277083,-66.367639,F555W,CLEAR2L,Gouliermis,37,2006-03-02,stage/j9aa01n0q_flt.fits,143.0,lmc,LH95
1287,ACS,WFC,10566,STAR-CLUS-053707-662203,84.277083,-66.367639,F555W,CLEAR2L,Gouliermis,37,2006-03-02,stage/j9aa01n2q_flt.fits,143.0,lmc,LH95
1288,ACS,WFC,10566,STAR-CLUS-053707-662203,84.277083,-66.367639,F555W,CLEAR2L,Gouliermis,37,2006-03-02,stage/j9aa01n6q_flt.fits,143.0,lmc,LH95
1289,ACS,WFC,10566,STAR-CLUS-053707-662203,84.277083,-66.367639,F555W,CLEAR2L,Gouliermis,625,2006-03-02,stage/j9aa01n7q_flt.fits,143.0,lmc,LH95
1290,ACS,WFC,10566,STAR-CLUS-053707-662203,84.277083,-66.367639,F555W,CLEAR2L,Gouliermis,625,2006-03-02,stage/j9aa01ndq_flt.fits,143.0,lmc,LH95
1291,ACS,WFC,10566,STAR-CLUS-053707-662203,84.277083,-66.367639,F555W,CLEAR2L,Gouliermis,625,2006-03-02,stage/j9aa01nfq_flt.fits,143.0,lmc,LH95
1292,ACS,WFC,10566,STAR-CLUS-053707-662203,84.277083,-66.367639,F555W,CLEAR2L,Gouliermis,625,2006-03-02,stage/j9aa01nlq_flt.fits,143.0,lmc,LH95
1293,ACS,WFC,10566,STAR-CLUS-053707-662203,84.277083,-66.367639,F555W,CLEAR2L,Gouliermis,625,2006-03-02,stage/j9aa01nnq_flt.fits,143.0,lmc,LH95
1294,ACS,WFC,10566,STAR-CLUS-053707-662203,84.277083,-66.367639,F555W,CLEAR2L,Gouliermis,625,2006-03-02,stage/j9aa01ntq_flt.fits,143.0,lmc,LH95
1295,ACS,WFC,10566,STAR-CLUS-053707-662203,84.277083,-66.367639,F555W,CLEAR2L,Gouliermis,625,2006-03-02,stage/j9aa01nvq_flt.fits,143.0,lmc,LH95
1296,ACS,WFC,10566,STAR-CLUS-053707-662203,84.277083,-66.367639,F555W,CLEAR2L,Gouliermis,625,2006-03-02,stage/j9aa01o1q_flt.fits,143.0,lmc,LH95
1297,ACS,WFC,10566,STAR-CLUS-053707-662203,84.277083,-66.367639,CLEAR1L,F814W,Gouliermis,25,2006-03-06,stage/j9aa02dcq_flt.fits,143.0,lmc,LH95
1298,ACS,WFC,10566,STAR-CLUS-053707-662203,84.277083,-66.367639,CLEAR1L,F814W,Gouliermis,25,2006-03-06,stage/j9aa02deq_flt.fits,143.0,lmc,LH95
1299,ACS,WFC,10566,STAR-CLUS-053707-662203,84.277083,-66.367639,CLEAR1L,F814W,Gouliermis,37,2006-03-06,stage/j9aa02dgq_flt.fits,143.0,lmc,LH95
1300,ACS,WFC,10566,STAR-CLUS-053707-662203,84.277083,-66.367639,CLEAR1L,F814W,Gouliermis,37,2006-03-06,stage/j9aa02dkq_flt.fits,143.0,lmc,LH95
1301,ACS,WFC,10566,STAR-CLUS-053707-662203,84.277083,-66.367639,CLEAR1L,F814W,Gouliermis,37,2006-03-06,stage/j9aa02dmq_flt.fits,143.0,lmc,LH95
1302,ACS,WFC,10566,STAR-CLUS-053707-662203,84.277083,-66.367639,CLEAR1L,F814W,Gouliermis,37,2006-03-06,stage/j9aa02dqq_flt.fits,143.0,lmc,LH95
1303,ACS,WFC,10566,STAR-CLUS-053707-662203,84.277083,-66.367639,CLEAR1L,F814W,Gouliermis,625,2006-03-06,stage/j9aa02drq_flt.fits,143.0,lmc,LH95
1304,ACS,WFC,10566,STAR-CLUS-053707-662203,84.277083,-66.367639,CLEAR1L,F814W,Gouliermis,625,2006-03-06,stage/j9aa02dxq_flt.fits,143.0,lmc,LH95
1305,ACS,WFC,10566,STAR-CLUS-053707-662203,84.277083,-66.367639,CLEAR1L,F814W,Gouliermis,625,2006-03-06,stage/j9aa02dzq_flt.fits,143.0,lmc,LH95
1306,ACS,WFC,10566,STAR-CLUS-053707-662203,84.277083,-66.367639,CLEAR1L,F814W,Gouliermis,625,2006-03-06,stage/j9aa02e5q_flt.fits,143.0,lmc,LH95
1307,ACS,WFC,10566,STAR-CLUS-053707-662203,84.277083,-66.367639,CLEAR1L,F814W,Gouliermis,625,2006-03-06,stage/j9aa02e7q_flt.fits,143.0,lmc,LH95
1308,ACS,WFC,10566,STAR-CLUS-053707-662203,84.277083,-66.367639,CLEAR1L,F814W,Gouliermis,625,2006-03-06,stage/j9aa02edq_flt.fits,143.0,lmc,LH95
1309,ACS,WFC,10566,STAR-CLUS-053707-662203,84.277083,-66.367639,CLEAR1L,F814W,Gouliermis,625,2006-03-06,stage/j9aa02efq_flt.fits,143.0,lmc,LH95
1310,ACS,WFC,10566,STAR-CLUS-053707-662203,84.277083,-66.367639,CLEAR1L,F814W,Gouliermis,625,2006-03-06,stage/j9aa02elq_flt.fits,143.0,lmc,LH95
1311,ACS,WFC,10566,FIELD-053614-662143,84.058333,-66.362083,F555W,CLEAR2L,Gouliermis,625,2006-03-07,stage/j9aa03foq_flt.fits,144.0,lmc,LH95-FIELD
1312,ACS,WFC,10566,FIELD-053614-662143,84.058333,-66.362083,F555W,CLEAR2L,Gouliermis,625,2006-03-07,stage/j9aa03ftq_flt.fits,144.0,lmc,LH95-FIELD
1313,ACS,WFC,10566,FIELD-053614-662143,84.058333,-66.362083,F555W,CLEAR2L,Gouliermis,625,2006-03-07,stage/j9aa03g2q_flt.fits,144.0,lmc,LH95-FIELD
1314,ACS,WFC,10566,FIELD-053614-662143,84.058333,-66.362083,F555W,CLEAR2L,Gouliermis,625,2006-03-07,stage/j9aa03g8q_flt.fits,144.0,lmc,LH95-FIELD
1315,ACS,WFC,10566,FIELD-053614-662143,84.058333,-66.362083,F555W,CLEAR2L,Gouliermis,625,2006-03-07,stage/j9aa03ghq_flt.fits,144.0,lmc,LH95-FIELD
1316,ACS,WFC,10566,FIELD-053614-662143,84.058333,-66.362083,F555W,CLEAR2L,Gouliermis,625,2006-03-07,stage/j9aa03gnq_flt.fits,144.0,lmc,LH95-FIELD
1317,ACS,WFC,10566,FIELD-053614-662143,84.058333,-66.362083,F555W,CLEAR2L,Gouliermis,625,2006-03-07,stage/j9aa03gpq_flt.fits,144.0,lmc,LH95-FIELD
1318,ACS,WFC,10566,FIELD-053614-662143,84.058333,-66.362083,F555W,CLEAR2L,Gouliermis,625,2006-03-07,stage/j9aa03gvq_flt.fits,144.0,lmc,LH95-FIELD
1319,ACS,WFC,10566,FIELD-053614-662143,84.058333,-66.362083,CLEAR1L,F814W,Gouliermis,625,2006-03-07,stage/j9aa04gzq_flt.fits,144.0,lmc,LH95-FIELD
1320,ACS,WFC,10566,FIELD-053614-662143,84.058333,-66.362083,CLEAR1L,F814W,Gouliermis,625,2006-03-07,stage/j9aa04h2q_flt.fits,144.0,lmc,LH95-FIELD
1321,ACS,WFC,10566,FIELD-053614-662143,84.058333,-66.362083,CLEAR1L,F814W,Gouliermis,625,2006-03-07,stage/j9aa04h4q_flt.fits,144.0,lmc,LH95-FIELD
1322,ACS,WFC,10566,FIELD-053614-662143,84.058333,-66.362083,CLEAR1L,F814W,Gouliermis,625,2006-03-07,stage/j9aa04h8q_flt.fits,144.0,lmc,LH95-FIELD
1323,ACS,WFC,10566,FIELD-053614-662143,84.058333,-66.362083,CLEAR1L,F814W,Gouliermis,625,2006-03-07,stage/j9aa04haq_flt.fits,144.0,lmc,LH95-FIELD
1324,ACS,WFC,10566,FIELD-053614-662143,84.058333,-66.362083,CLEAR1L,F814W,Gouliermis,625,2006-03-07,stage/j9aa04heq_flt.fits,144.0,lmc,LH95-FIELD
1325,ACS,WFC,10566,FIELD-053614-662143,84.058333,-66.362083,CLEAR1L,F814W,Gouliermis,625,2006-03-07,stage/j9aa04hgq_flt.fits,144.0,lmc,LH95-FIELD
1326,ACS,WFC,10566,FIELD-053614-662143,84.058333,-66.362083,CLEAR1L,F814W,Gouliermis,625,2006-03-07,stage/j9aa04hkq_flt.fits,144.0,lmc,LH95-FIELD
1337,ACS,WFC,12519,J045218.08-671517.9,73.075333,-67.254972,F606W,CLEAR2L,Sahai,347,2012-03-22,stage/jbtc02d7q_flt.fits,146.0,lmc,LMC-FIELD-E-1
1338,ACS,WFC,12519,J045218.08-671517.9,73.075333,-67.254972,CLEAR1L,F814W,Sahai,347,2012-03-22,stage/jbtc02d8q_flt.fits,146.0,lmc,LMC-FIELD-E-1
1339,ACS,WFC,12519,J045218.08-671517.9,73.075333,-67.254972,CLEAR1L,F814W,Sahai,347,2012-03-22,stage/jbtc02dbq_flt.fits,146.0,lmc,LMC-FIELD-E-1
1340,ACS,WFC,12519,J045218.08-671517.9,73.075333,-67.254972,F606W,CLEAR2L,Sahai,347,2012-03-22,stage/jbtc02ddq_flt.fits,146.0,lmc,LMC-FIELD-E-1
1347,ACS,WFC,12941,ANY,73.294617,-67.245444,CLEAR1L,F814W,Stephens,1690,2013-01-29,stage/jc2o01jrq_flt.fits,147.0,lmc,LMC-FIELD-E-2
1348,ACS,WFC,12941,ANY,73.296343,-67.245506,F555W,CLEAR2L,Stephens,280,2013-01-29,stage/jc2o01jxq_flt.fits,147.0,lmc,LMC-FIELD-E-2
1349,ACS,WFC,12941,ANY,73.296343,-67.245506,F555W,CLEAR2L,Stephens,820,2013-01-29,stage/jc2o01k1q_flt.fits,147.0,lmc,LMC-FIELD-E-2
1350,ACS,WFC,12941,ANY,73.29807,-67.245568,CLEAR1L,F814W,Stephens,1353,2013-01-29,stage/jc2o01k7q_flt.fits,147.0,lmc,LMC-FIELD-E-2
1086,WFC3,UVIS,12941,052124.9-660412.9,80.35375,-66.07025,...,...,Stephens,400,2012-10-29,stage/ic2o04f2q_flt.fits,148.0,lmc,LMC-FIELD-NE-3
1087,WFC3,UVIS,12941,052124.9-660412.9,80.35375,-66.07025,...,...,Stephens,1000,2012-10-29,stage/ic2o04f5q_flt.fits,148.0,lmc,LMC-FIELD-NE-3
1088,WFC3,UVIS,12941,052124.9-660412.9,80.35375,-66.07025,...,...,Stephens,393,2012-10-29,stage/ic2o04fbq_flt.fits,148.0,lmc,LMC-FIELD-NE-3
1089,WFC3,UVIS,12941,052124.9-660412.9,80.35375,-66.07025,...,...,Stephens,1000,2012-10-29,stage/ic2o04fcq_flt.fits,148.0,lmc,LMC-FIELD-NE-3
1090,WFC3,UVIS,12941,052124.9-660412.9,80.35375,-66.07025,...,...,Stephens,400,2012-10-29,stage/ic2o04fgq_flt.fits,148.0,lmc,LMC-FIELD-NE-3
1091,WFC3,UVIS,12941,052124.9-660412.9,80.35375,-66.07025,...,...,Stephens,666,2012-10-29,stage/ic2o04flq_flt.fits,148.0,lmc,LMC-FIELD-NE-3
1092,WFC3,IR,12941,052124.9-660412.9,80.35375,-66.07025,...,...,Stephens,299,2012-10-29,stage/ic2o04fpq_flt.fits,148.0,lmc,LMC-FIELD-NE-3
1093,WFC3,IR,12941,052124.9-660412.9,80.35375,-66.07025,...,...,Stephens,499,2012-10-29,stage/ic2o04fsq_flt.fits,148.0,lmc,LMC-FIELD-NE-3
1094,WFC3,IR,12941,052124.9-660412.9,80.35375,-66.07025,...,...,Stephens,299,2012-10-29,stage/ic2o04fuq_flt.fits,148.0,lmc,LMC-FIELD-NE-3
1095,WFC3,IR,12941,052124.9-660412.9,80.35375,-66.07025,...,...,Stephens,499,2012-10-29,stage/ic2o04fxq_flt.fits,148.0,lmc,LMC-FIELD-NE-3
1096,WFC3,IR,12941,052124.9-660412.9,80.35375,-66.07025,...,...,Stephens,299,2012-10-29,stage/ic2o04fzq_flt.fits,148.0,lmc,LMC-FIELD-NE-3
1097,WFC3,IR,12941,052124.9-660412.9,80.35375,-66.07025,...,...,Stephens,499,2012-10-29,stage/ic2o04g2q_flt.fits,148.0,lmc,LMC-FIELD-NE-3
1098,WFC3,IR,12941,052124.9-660412.9,80.35375,-66.07025,...,...,Stephens,599,2012-10-29,stage/ic2o04g4q_flt.fits,148.0,lmc,LMC-FIELD-NE-3
1351,ACS,WFC,12941,ANY,80.323088,-66.158592,CLEAR1L,F814W,Stephens,1692,2012-10-29,stage/jc2o04f3q_flt.fits,148.0,lmc,LMC-FIELD-NE-3
1352,ACS,WFC,12941,ANY,80.322972,-66.157923,F555W,CLEAR2L,Stephens,805,2012-10-29,stage/jc2o04f9q_flt.fits,148.0,lmc,LMC-FIELD-NE-3
1353,ACS,WFC,12941,ANY,80.322972,-66.157923,F555W,CLEAR2L,Stephens,980,2012-10-29,stage/jc2o04fdq_flt.fits,148.0,lmc,LMC-FIELD-NE-3
1354,ACS,WFC,12941,ANY,80.322857,-66.157254,CLEAR1L,F814W,Stephens,2038,2012-10-29,stage/jc2o04fhq_flt.fits,148.0,lmc,LMC-FIELD-NE-3
1355,ACS,WFC,12941,ANY,80.322112,-66.158238,CLEAR1L,F814W,Stephens,460,2012-10-29,stage/jc2o04g5q_flt.fits,148.0,lmc,LMC-FIELD-NE-3
1125,WFC3,UVIS,12941,053431.5-683513.9,83.631083,-68.587194,...,...,Stephens,400,2012-10-31,stage/ic2o07quq_flt.fits,149.0,lmc,HS357-FIELD
1126,WFC3,UVIS,12941,053431.5-683513.9,83.631083,-68.587194,...,...,Stephens,1000,2012-10-31,stage/ic2o07qxq_flt.fits,149.0,lmc,HS357-FIELD
1127,WFC3,UVIS,12941,053431.5-683513.9,83.631083,-68.587194,...,...,Stephens,393,2012-10-31,stage/ic2o07r3q_flt.fits,149.0,lmc,HS357-FIELD
1128,WFC3,UVIS,12941,053431.5-683513.9,83.631083,-68.587194,...,...,Stephens,1000,2012-10-31,stage/ic2o07r4q_flt.fits,149.0,lmc,HS357-FIELD
1129,WFC3,UVIS,12941,053431.5-683513.9,83.631083,-68.587194,...,...,Stephens,400,2012-10-31,stage/ic2o07r8q_flt.fits,149.0,lmc,HS357-FIELD
1130,WFC3,UVIS,12941,053431.5-683513.9,83.631083,-68.587194,...,...,Stephens,666,2012-10-31,stage/ic2o07rdq_flt.fits,149.0,lmc,HS357-FIELD
1131,WFC3,IR,12941,053431.5-683513.9,83.631083,-68.587194,...,...,Stephens,299,2012-10-31,stage/ic2o07rhq_flt.fits,149.0,lmc,HS357-FIELD
1132,WFC3,IR,12941,053431.5-683513.9,83.631083,-68.587194,...,...,Stephens,499,2012-10-31,stage/ic2o07rkq_flt.fits,149.0,lmc,HS357-FIELD
1133,WFC3,IR,12941,053431.5-683513.9,83.631083,-68.587194,...,...,Stephens,299,2012-10-31,stage/ic2o07rmq_flt.fits,149.0,lmc,HS357-FIELD
1134,WFC3,IR,12941,053431.5-683513.9,83.631083,-68.587194,...,...,Stephens,499,2012-10-31,stage/ic2o07rpq_flt.fits,149.0,lmc,HS357-FIELD
1135,WFC3,IR,12941,053431.5-683513.9,83.631083,-68.587194,...,...,Stephens,299,2012-10-31,stage/ic2o07rrq_flt.fits,149.0,lmc,HS357-FIELD
1136,WFC3,IR,12941,053431.5-683513.9,83.631083,-68.587194,...,...,Stephens,499,2012-10-31,stage/ic2o07ruq_flt.fits,149.0,lmc,HS357-FIELD
1137,WFC3,IR,12941,053431.5-683513.9,83.631083,-68.587194,...,...,Stephens,599,2012-10-31,stage/ic2o07rwq_flt.fits,149.0,lmc,HS357-FIELD
1341,ACS,WFC,12519,J053431.48-683513.7,83.631167,-68.587139,F606W,CLEAR2L,Sahai,7,2013-07-28,stage/jbtc29x2q_flt.fits,149.0,lmc,HS357-FIELD
1342,ACS,WFC,12519,J053431.48-683513.7,83.631167,-68.587139,F606W,CLEAR2L,Sahai,200,2013-07-28,stage/jbtc29x3q_flt.fits,149.0,lmc,HS357-FIELD
1343,ACS,WFC,12519,J053431.48-683513.7,83.631167,-68.587139,CLEAR1L,F435W,Sahai,20,2013-07-28,stage/jbtc29x4q_flt.fits,149.0,lmc,HS357-FIELD
1344,ACS,WFC,12519,J053431.48-683513.7,83.631167,-68.587139,CLEAR1L,F435W,Sahai,200,2013-07-28,stage/jbtc29x5q_flt.fits,149.0,lmc,HS357-FIELD
1345,ACS,WFC,12519,J053431.48-683513.7,83.631167,-68.587139,CLEAR1L,F435W,Sahai,200,2013-07-28,stage/jbtc29x6q_flt.fits,149.0,lmc,HS357-FIELD
1346,ACS,WFC,12519,J053431.48-683513.7,83.631167,-68.587139,F606W,CLEAR2L,Sahai,200,2013-07-28,stage/jbtc29x7q_flt.fits,149.0,lmc,HS357-FIELD
1356,ACS,WFC,12941,ANY,83.600957,-68.675726,CLEAR1L,F814W,Stephens,1692,2012-10-31,stage/jc2o07qvq_flt.fits,149.0,lmc,HS357
1357,ACS,WFC,12941,ANY,83.600798,-68.675058,F555W,CLEAR2L,Stephens,805,2012-10-31,stage/jc2o07r1q_flt.fits,149.0,lmc,HS357
1358,ACS,WFC,12941,ANY,83.600798,-68.675058,F555W,CLEAR2L,Stephens,980,2012-10-31,stage/jc2o07r5q_flt.fits,149.0,lmc,HS357
1359,ACS,WFC,12941,ANY,83.60064,-68.67439,CLEAR1L,F814W,Stephens,2038,2012-10-31,stage/jc2o07r9q_flt.fits,149.0,lmc,HS357
1360,ACS,WFC,12941,ANY,83.599857,-68.675379,CLEAR1L,F814W,Stephens,460,2012-10-31,stage/jc2o07rxq_flt.fits,149.0,lmc,HS357
159,ACS,WFC,10396,SFH-10A,17.165833,-72.979167,CLEAR1L,F814W,Gallagher,1,2006-01-17,smc_fields/ACS/10396_SFH-10A/j96112f9q_flt.fits,27.0,smc,NGC419-FIELD
160,ACS,WFC,10396,SFH-10A,17.165833,-72.979167,CLEAR1L,F814W,Gallagher,1,2006-01-17,smc_fields/ACS/10396_SFH-10A/j96112fbq_flt.fits,27.0,smc,NGC419-FIELD
161,ACS,WFC,10396,SFH-10A,17.165833,-72.979167,CLEAR1L,F814W,Gallagher,504,2006-01-17,smc_fields/ACS/10396_SFH-10A/j96112fcq_flt.fits,27.0,smc,NGC419-FIELD
162,ACS,WFC,10396,SFH-10A,17.165833,-72.979167,CLEAR1L,F814W,Gallagher,504,2006-01-17,smc_fields/ACS/10396_SFH-10A/j96112feq_flt.fits,27.0,smc,NGC419-FIELD
163,ACS,WFC,10396,SFH-10A,17.165833,-72.979167,CLEAR1L,F814W,Gallagher,504,2006-01-17,smc_fields/ACS/10396_SFH-10A/j96112fgq_flt.fits,27.0,smc,NGC419-FIELD
164,ACS,WFC,10396,SFH-10A,17.165833,-72.979167,F555W,CLEAR2L,Gallagher,1,2006-01-17,smc_fields/ACS/10396_SFH-10A/j96112flq_flt.fits,27.0,smc,NGC419-FIELD
165,ACS,WFC,10396,SFH-10A,17.165833,-72.979167,F555W,CLEAR2L,Gallagher,1,2006-01-17,smc_fields/ACS/10396_SFH-10A/j96112fnq_flt.fits,27.0,smc,NGC419-FIELD
166,ACS,WFC,10396,SFH-10A,17.165833,-72.979167,F555W,CLEAR2L,Gallagher,539,2006-01-17,smc_fields/ACS/10396_SFH-10A/j96112foq_flt.fits,27.0,smc,NGC419-FIELD
167,ACS,WFC,10396,SFH-10A,17.165833,-72.979167,F555W,CLEAR2L,Gallagher,539,2006-01-17,smc_fields/ACS/10396_SFH-10A/j96112fqq_flt.fits,27.0,smc,NGC419-FIELD
168,ACS,WFC,10396,SFH-10A,17.165833,-72.979167,F555W,CLEAR2L,Gallagher,539,2006-01-17,smc_fields/ACS/10396_SFH-10A/j96112fsq_flt.fits,27.0,smc,NGC419-FIELD
169,ACS,WFC,10396,SFH-8,10.45,-71.0625,CLEAR1L,F814W,Gallagher,10,2005-11-29,smc_fields/ACS/10396_SFH-8/j96114f5q_flt.fits,28.0,smc,SMC-FIELD-NE
170,ACS,WFC,10396,SFH-8,10.45,-71.0625,CLEAR1L,F814W,Gallagher,10,2005-11-29,smc_fields/ACS/10396_SFH-8/j96114f7q_flt.fits,28.0,smc,SMC-FIELD-NE
171,ACS,WFC,10396,SFH-8,10.45,-71.0625,CLEAR1L,F814W,Gallagher,474,2005-11-29,smc_fields/ACS/10396_SFH-8/j96114f8q_flt.fits,28.0,smc,SMC-FIELD-NE
172,ACS,WFC,10396,SFH-8,10.45,-71.0625,CLEAR1L,F814W,Gallagher,474,2005-11-29,smc_fields/ACS/10396_SFH-8/j96114faq_flt.fits,28.0,smc,SMC-FIELD-NE
