,i,instrument,detector,propid,target,ra,dec,filter1,filter2,pr_inv,exptime,date-obs,filename,group,galaxy,targname,s_region
1275,1018,WFC3,UVIS,12581,ANY,17.985633,-72.663753,...,...,Roman-Duval,980,2012-07-25,stage/ibp507qlq_flt.fits,128.0,smc,SMC-FIELD-NE-2,
1276,1019,WFC3,UVIS,12581,ANY,17.985633,-72.663753,...,...,Roman-Duval,500,2012-07-25,stage/ibp507qqq_flt.fits,128.0,smc,SMC-FIELD-NE-2,
1277,1020,WFC3,UVIS,12581,ANY,17.985633,-72.663753,...,...,Roman-Duval,930,2012-07-25,stage/ibp507qwq_flt.fits,128.0,smc,SMC-FIELD-NE-2,
1278,1021,WFC3,UVIS,12581,ANY,17.985633,-72.663753,...,...,Roman-Duval,1030,2012-07-25,stage/ibp507r1q_flt.fits,128.0,smc,SMC-FIELD-NE-2,
1279,1022,WFC3,UVIS,12581,ANY,17.985633,-72.663753,...,...,Roman-Duval,1180,2012-07-25,stage/ibp507r7q_flt.fits,128.0,smc,SMC-FIELD-NE-2,
1280,1023,WFC3,UVIS,12581,ANY,17.985633,-72.663753,...,...,Roman-Duval,600,2012-07-25,stage/ibp507rdq_flt.fits,128.0,smc,SMC-FIELD-NE-2,
1281,1024,WFC3,UVIS,12581,ANY,17.985633,-72.663753,...,...,Roman-Duval,730,2012-07-25,stage/ibp507rjq_flt.fits,128.0,smc,SMC-FIELD-NE-2,
1282,1025,WFC3,IR,12581,ANY,17.988591,-72.664132,...,...,Roman-Duval,602,2012-07-25,stage/ibp507ruq_flt.fits,128.0,smc,SMC-FIELD-NE-2,
1283,1026,WFC3,IR,12581,ANY,17.988591,-72.664132,...,...,Roman-Duval,302,2012-07-25,stage/ibp507rzq_flt.fits,128.0,smc,SMC-FIELD-NE-2,
1284,1255,WFC3,IR,13767,ANY,17.672879,-72.800029,...,...,Trenti,702,2015-09-06,stage/icphcfj3q_flt.fits,138.0,smc,KRON63,
1285,1256,WFC3,IR,13767,ANY,17.672879,-72.800029,...,...,Trenti,802,2015-09-06,stage/icphcgjeq_flt.fits,138.0,smc,KRON63,
1286,1257,WFC3,IR,13767,ANY,17.672879,-72.800029,...,...,Trenti,902,2015-09-06,stage/icphchjoq_flt.fits,138.0,smc,KRON63,
1287,1258,WFC3,IR,13767,ANY,17.672879,-72.800029,...,...,Trenti,902,2015-09-06,stage/icphcijyq_flt.fits,138.0,smc,KRON63,
1288,1259,WFC3,IR,13767,ANY,14.581987,-72.01408,...,...,Trenti,1102,2015-09-05,stage/icphd5etq_flt.fits,139.0,smc,BRUCK92,
1289,1260,WFC3,IR,13767,ANY,14.581987,-72.01408,...,...,Trenti,1102,2015-09-05,stage/icphd6f3q_flt.fits,139.0,smc,BRUCK92,
1310,843,WFC3,UVIS,12257,NGC-411,16.976667,-71.767056,...,...,Girardi,30,2011-08-28,clusters/WFC3/12257_NGC-411/ibhy12n3q_flt.fits,145.0,smc,NGC411,POLYGON 17.0453271 -71.73934246 16.90022665 -71.73838594 16.90655119 -71.78364888 17.05027964 -71.78510936 17.0453271 -71.73934246 17.0453271 -71.73934246
1311,844,WFC3,UVIS,12257,NGC-411,16.976667,-71.767056,...,...,Girardi,800,2011-08-28,clusters/WFC3/12257_NGC-411/ibhy12n5q_flt.fits,145.0,smc,NGC411,POLYGON 17.04532685 -71.73934239 16.90022639 -71.73838603 16.90655143 -71.78364896 17.05027989 -71.78510928 17.04532685 -71.73934239 17.04532685 -71.73934239
1312,845,WFC3,UVIS,12257,NGC-411,16.976667,-71.767056,...,...,Girardi,700,2011-08-28,clusters/WFC3/12257_NGC-411/ibhy12n9q_flt.fits,145.0,smc,NGC411,POLYGON 17.04532685 -71.73934239 16.90022639 -71.73838603 16.90655143 -71.78364896 17.05027989 -71.78510928 17.04532685 -71.73934239 17.04532685 -71.73934239
1313,846,WFC3,UVIS,12257,NGC-411,16.976667,-71.767056,...,...,Girardi,700,2011-08-28,clusters/WFC3/12257_NGC-411/ibhy12ndq_flt.fits,145.0,smc,NGC411,POLYGON 17.0453271 -71.73934246 16.90022665 -71.73838594 16.90655119 -71.78364888 17.05027964 -71.78510936 17.0453271 -71.73934246 17.0453271 -71.73934246
1314,847,WFC3,UVIS,12257,NGC-411,16.976667,-71.767056,...,...,Girardi,550,2011-08-28,clusters/WFC3/12257_NGC-411/ibhy12nhq_flt.fits,145.0,smc,NGC411,POLYGON 17.0453271 -71.73934246 16.90022665 -71.73838594 16.90655119 -71.78364888 17.05027964 -71.78510936 17.0453271 -71.73934246 17.0453271 -71.73934246
1315,848,WFC3,UVIS,12257,NGC-411,16.976667,-71.767056,...,...,Girardi,120,2011-08-28,clusters/WFC3/12257_NGC-411/ibhy12nmq_flt.fits,145.0,smc,NGC411,POLYGON 17.0453271 -71.73934246 16.90022665 -71.73838594 16.90655119 -71.78364888 17.05027964 -71.78510936 17.0453271 -71.73934246 17.0453271 -71.73934246
1316,849,WFC3,UVIS,12257,NGC-411,16.976667,-71.767056,...,...,Girardi,700,2011-08-28,clusters/WFC3/12257_NGC-411/ibhy12noq_flt.fits,145.0,smc,NGC411,POLYGON 17.0453271 -71.73934246 16.90022665 -71.73838594 16.90655119 -71.78364888 17.05027964 -71.78510936 17.0453271 -71.73934246 17.0453271 -71.73934246
1317,850,WFC3,UVIS,12257,NGC-411,16.976667,-71.767056,...,...,Girardi,700,2011-08-28,clusters/WFC3/12257_NGC-411/ibhy12nsq_flt.fits,145.0,smc,NGC411,POLYGON 17.0453271 -71.73934246 16.90022665 -71.73838594 16.90655119 -71.78364888 17.05027964 -71.78510936 17.0453271 -71.73934246 17.0453271 -71.73934246
1318,851,WFC3,UVIS,12257,NGC-411,16.976667,-71.767056,...,...,Girardi,700,2011-08-28,clusters/WFC3/12257_NGC-411/ibhy12nwq_flt.fits,145.0,smc,NGC411,POLYGON 17.0453271 -71.73934246 16.90022665 -71.73838594 16.90655119 -71.78364888 17.05027964 -71.78510936 17.0453271 -71.73934246 17.0453271 -71.73934246
1319,852,WFC3,UVIS,12257,NGC-411,16.976667,-71.767056,...,...,Girardi,700,2011-08-28,clusters/WFC3/12257_NGC-411/ibhy12o0q_flt.fits,145.0,smc,NGC411,POLYGON 17.0453271 -71.73934246 16.90022665 -71.73838594 16.90655119 -71.78364888 17.05027964 -71.78510936 17.0453271 -71.73934246 17.0453271 -71.73934246
1320,914,WFC3,UVIS,12257,NGC-411,16.976667,-71.767056,...,...,Girardi,30,2011-08-28,stage/ibhy12n3q_flt.fits,145.0,smc,NGC411,POLYGON 17.0453271 -71.73934246 16.90022665 -71.73838594 16.90655119 -71.78364888 17.05027964 -71.78510936 17.0453271 -71.73934246 17.0453271 -71.73934246
1321,915,WFC3,UVIS,12257,NGC-411,16.976667,-71.767056,...,...,Girardi,800,2011-08-28,stage/ibhy12n5q_flt.fits,145.0,smc,NGC411,POLYGON 17.04532685 -71.73934239 16.90022639 -71.73838603 16.90655143 -71.78364896 17.05027989 -71.78510928 17.04532685 -71.73934239 17.04532685 -71.73934239
1322,916,WFC3,UVIS,12257,NGC-411,16.976667,-71.767056,...,...,Girardi,700,2011-08-28,stage/ibhy12n9q_flt.fits,145.0,smc,NGC411,POLYGON 17.04532685 -71.73934239 16.90022639 -71.73838603 16.90655143 -71.78364896 17.05027989 -71.78510928 17.04532685 -71.73934239 17.04532685 -71.73934239
1323,917,WFC3,UVIS,12257,NGC-411,16.976667,-71.767056,...,...,Girardi,700,2011-08-28,stage/ibhy12ndq_flt.fits,145.0,smc,NGC411,POLYGON 17.0453271 -71.73934246 16.90022665 -71.73838594 16.90655119 -71.78364888 17.05027964 -71.78510936 17.0453271 -71.73934246 17.0453271 -71.73934246
1324,918,WFC3,UVIS,12257,NGC-411,16.976667,-71.767056,...,...,Girardi,550,2011-08-28,stage/ibhy12nhq_flt.fits,145.0,smc,NGC411,POLYGON 17.0453271 -71.73934246 16.90022665 -71.73838594 16.90655119 -71.78364888 17.05027964 -71.78510936 17.0453271 -71.73934246 17.0453271 -71.73934246
1325,919,WFC3,UVIS,12257,NGC-411,16.976667,-71.767056,...,...,Girardi,120,2011-08-28,stage/ibhy12nmq_flt.fits,145.0,smc,NGC411,POLYGON 17.0453271 -71.73934246 16.90022665 -71.73838594 16.90655119 -71.78364888 17.05027964 -71.78510936 17.0453271 -71.73934246 17.0453271 -71.73934246
1326,920,WFC3,UVIS,12257,NGC-411,16.976667,-71.767056,...,...,Girardi,700,2011-08-28,stage/ibhy12noq_flt.fits,145.0,smc,NGC411,POLYGON 17.0453271 -71.73934246 16.90022665 -71.73838594 16.90655119 -71.78364888 17.05027964 -71.78510936 17.0453271 -71.73934246 17.0453271 -71.73934246
1327,921,WFC3,UVIS,12257,NGC-411,16.976667,-71.767056,...,...,Girardi,700,2011-08-28,stage/ibhy12nsq_flt.fits,145.0,smc,NGC411,POLYGON 17.0453271 -71.73934246 16.90022665 -71.73838594 16.90655119 -71.78364888 17.05027964 -71.78510936 17.0453271 -71.73934246 17.0453271 -71.73934246
1328,922,WFC3,UVIS,12257,NGC-411,16.976667,-71.767056,...,...,Girardi,700,2011-08-28,stage/ibhy12nwq_flt.fits,145.0,smc,NGC411,POLYGON 17.0453271 -71.73934246 16.90022665 -71.73838594 16.90655119 -71.78364888 17.05027964 -71.78510936 17.0453271 -71.73934246 17.0453271 -71.73934246
1329,923,WFC3,UVIS,12257,NGC-411,16.976667,-71.767056,...,...,Girardi,700,2011-08-28,stage/ibhy12o0q_flt.fits,145.0,smc,NGC411,POLYGON 17.0453271 -71.73934246 16.90022665 -71.73838594 16.90655119 -71.78364888 17.05027964 -71.78510936 17.0453271 -71.73934246 17.0453271 -71.73934246
