k,i,instrument,detector,propid,target,ra,dec,filter1,filter2,pr_inv,exptime,date-obs,filename,group,galaxy,targname,s_region
262,609,ACS,WFC,10595,ESO121-SC003,90.509783,-60.521783,CLEAR1L,F814W,Goudfrooij,350,2006-03-03,clusters/ACS/10595_ESO121-SC003/j9es06rsq_flt.fits,68.0,lmc,ESO121-3,POLYGON 90.52132607 -60.49028475 90.46772088 -60.49938348 90.49751015 -60.55375371 90.54939477 -60.54406638 90.52132607 -60.49028475 90.52132607 -60.49028475
263,634,ACS,WFC,9891,ESO121-SC03,90.505667,-60.52295,F555W,CLEAR2L,Gilmore,330,2003-10-07,clusters/ACS/9891_ESO121-SC03/j8ne79sdq_flt.fits,68.0,lmc,ESO121-3,POLYGON J2000 90.46175420 -60.54732720 90.51698690 -60.55262560 90.54867140 -60.49877670 90.49352530 -60.49349140 90.46175420 -60.54732720 POLYGON J2000 90.57606880 -60.55890830 90.60655120 -60.50420360 90.54957010 -60.49854640 90.51899670 -60.55323800 90.57606880 -60.55890830
264,635,ACS,WFC,9891,ESO121-SC03,90.505667,-60.52295,CLEAR1L,F814W,Gilmore,200,2003-10-07,clusters/ACS/9891_ESO121-SC03/j8ne79smq_flt.fits,68.0,lmc,ESO121-3,POLYGON J2000 90.46175420 -60.54732720 90.51698690 -60.55262560 90.54867140 -60.49877670 90.49352530 -60.49349140 90.46175420 -60.54732720 POLYGON J2000 90.57606880 -60.55890830 90.60655120 -60.50420360 90.54957010 -60.49854640 90.51899670 -60.55323800 90.57606880 -60.55890830
265,636,ACS,WFC,9891,HODGE7,87.513333,-67.718792,F555W,CLEAR2L,Gilmore,330,2003-10-07,clusters/ACS/9891_HODGE7/j8ne76rxq_flt.fits,69.0,lmc,HODGE7,POLYGON J2000 87.57476050 -67.69546780 87.52822340 -67.74937640 87.60152290 -67.75638170 87.64790560 -67.70245230 87.57476050 -67.69546780 POLYGON J2000 87.57356700 -67.69567680 87.50276740 -67.68909800 87.45474870 -67.74211760 87.52569490 -67.74871720 87.57356700 -67.69567680
266,637,ACS,WFC,9891,HODGE7,87.513333,-67.718792,CLEAR1L,F814W,Gilmore,200,2003-10-07,clusters/ACS/9891_HODGE7/j8ne76s1q_flt.fits,69.0,lmc,HODGE7,POLYGON J2000 87.57476050 -67.69546780 87.52822340 -67.74937640 87.60152290 -67.75638170 87.64790560 -67.70245230 87.57476050 -67.69546780 POLYGON J2000 87.57356700 -67.69567680 87.50276740 -67.68909800 87.45474870 -67.74211760 87.52569490 -67.74871720 87.57356700 -67.69567680
267,640,ACS,WFC,9891,IC2146,84.446958,-74.783761,F555W,CLEAR2L,Gilmore,250,2003-07-07,clusters/ACS/9891_IC2146/j8ne73izq_flt.fits,71.0,lmc,IC2146,POLYGON J2000 84.39851280 -74.73210760 84.36413120 -74.75926300 84.56393080 -74.78077330 84.59801200 -74.75358770 84.39851280 -74.73210760 POLYGON J2000 84.33220950 -74.78604150 84.52886900 -74.80802130 84.56116890 -74.78168200 84.36479570 -74.75973040 84.33220950 -74.78604150
268,641,ACS,WFC,9891,IC2146,84.446958,-74.783761,CLEAR1L,F814W,Gilmore,170,2003-07-07,clusters/ACS/9891_IC2146/j8ne73j2q_flt.fits,71.0,lmc,IC2146,POLYGON J2000 84.39851280 -74.73210760 84.36413120 -74.75926300 84.56393080 -74.78077330 84.59801200 -74.75358770 84.39851280 -74.73210760 POLYGON J2000 84.33220950 -74.78604150 84.52886900 -74.80802130 84.56116890 -74.78168200 84.36479570 -74.75973040 84.33220950 -74.78604150
269,658,ACS,WFC,9891,NGC1644,69.416625,-66.198469,F555W,CLEAR2L,Gilmore,250,2003-10-07,clusters/ACS/9891_NGC1644/j8ne44qhq_flt.fits,80.0,lmc,NGC1644,POLYGON J2000 69.40793850 -66.22959650 69.46899950 -66.24421870 69.54887890 -66.19752840 69.48788450 -66.18293760 69.40793850 -66.22959650 POLYGON J2000 69.48666260 -66.18300910 69.42750440 -66.16906310 69.34690740 -66.21471520 69.40612800 -66.22869190 69.48666260 -66.18300910
270,659,ACS,WFC,9891,NGC1644,69.416625,-66.198469,CLEAR1L,F814W,Gilmore,170,2003-10-07,clusters/ACS/9891_NGC1644/j8ne44qlq_flt.fits,80.0,lmc,NGC1644,POLYGON J2000 69.40793850 -66.22959650 69.46899950 -66.24421870 69.54887890 -66.19752840 69.48788450 -66.18293760 69.40793850 -66.22959650 POLYGON J2000 69.48666260 -66.18300910 69.42750440 -66.16906310 69.34690740 -66.21471520 69.40612800 -66.22869190 69.48666260 -66.18300910
271,660,ACS,WFC,9891,NGC1652,69.593583,-68.672644,F555W,CLEAR2L,Gilmore,300,2003-10-07,clusters/ACS/9891_NGC1652/j8ne45q4q_flt.fits,81.0,lmc,NGC1652,POLYGON J2000 69.58090330 -68.70241730 69.67029930 -68.65674270 69.60467310 -68.64279150 69.51519880 -68.68843130 69.58090330 -68.70241730 POLYGON J2000 69.73932940 -68.67126440 69.67165630 -68.65667130 69.58291290 -68.70332210 69.65066940 -68.71795080 69.73932940 -68.67126440
272,661,ACS,WFC,9891,NGC1652,69.593583,-68.672644,CLEAR1L,F814W,Gilmore,200,2003-10-07,clusters/ACS/9891_NGC1652/j8ne45q8q_flt.fits,81.0,lmc,NGC1652,POLYGON J2000 69.58090330 -68.70241730 69.67029930 -68.65674270 69.60467310 -68.64279150 69.51519880 -68.68843130 69.58090330 -68.70241730 POLYGON J2000 69.73932940 -68.67126440 69.67165630 -68.65667130 69.58291290 -68.70332210 69.65066940 -68.71795080 69.73932940 -68.67126440
273,664,ACS,WFC,9891,NGC1755,73.815667,-68.205422,F555W,CLEAR2L,Gilmore,50,2003-08-08,clusters/ACS/9891_NGC1755/j8ne50ebq_flt.fits,82.0,lmc,NGC1755,POLYGON J2000 73.86988650 -68.15609940 73.80720160 -68.17270130 73.88704190 -68.22105490 73.94980110 -68.20442280 73.86988650 -68.15609940 POLYGON J2000 73.82359250 -68.23758400 73.88401750 -68.22135880 73.80683930 -68.17318180 73.74648680 -68.18937890 73.82359250 -68.23758400
274,665,ACS,WFC,9891,NGC1755,73.815667,-68.205422,CLEAR1L,F814W,Gilmore,40,2003-08-08,clusters/ACS/9891_NGC1755/j8ne50edq_flt.fits,82.0,lmc,NGC1755,POLYGON J2000 73.86988650 -68.15609940 73.80720160 -68.17270130 73.88704190 -68.22105490 73.94980110 -68.20442280 73.86988650 -68.15609940 POLYGON J2000 73.82359250 -68.23758400 73.88401750 -68.22135880 73.80683930 -68.17318180 73.74648680 -68.18937890 73.82359250 -68.23758400
275,666,ACS,WFC,9891,NGC1756,73.707417,-69.237331,F555W,CLEAR2L,Gilmore,170,2003-08-12,clusters/ACS/9891_NGC1756/j8ne49maq_flt.fits,83.0,lmc,NGC1756,POLYGON J2000 73.84709750 -69.24333420 73.78302590 -69.19136690 73.71154190 -69.20458580 73.77548140 -69.25657950 73.84709750 -69.24333420 POLYGON J2000 73.64206970 -69.21797940 73.70318800 -69.26968590 73.77222510 -69.25672500 73.71097910 -69.20504300 73.64206970 -69.21797940
276,667,ACS,WFC,9891,NGC1756,73.707417,-69.237331,CLEAR1L,F814W,Gilmore,120,2003-08-12,clusters/ACS/9891_NGC1756/j8ne49mgq_flt.fits,83.0,lmc,NGC1756,POLYGON J2000 73.84709750 -69.24333420 73.78302590 -69.19136690 73.71154190 -69.20458580 73.77548140 -69.25657950 73.84709750 -69.24333420 POLYGON J2000 73.64206970 -69.21797940 73.70318800 -69.26968590 73.77222510 -69.25672500 73.71097910 -69.20504300 73.64206970 -69.21797940
277,670,ACS,WFC,9891,NGC1795,74.946917,-69.801267,F555W,CLEAR2L,Gilmore,300,2003-08-09,clusters/ACS/9891_NGC1795/j8ne52jrq_flt.fits,84.0,lmc,NGC1795,POLYGON J2000 75.09148390 -69.80347620 75.01450590 -69.75338460 74.94422920 -69.76848740 75.02109530 -69.81860980 75.09148390 -69.80347620 POLYGON J2000 75.01779350 -69.81884210 74.94375490 -69.76895810 74.87604640 -69.78370970 74.94997650 -69.83362210 75.01779350 -69.81884210
278,671,ACS,WFC,9891,NGC1795,74.946917,-69.801267,CLEAR1L,F814W,Gilmore,200,2003-08-09,clusters/ACS/9891_NGC1795/j8ne52jvq_flt.fits,84.0,lmc,NGC1795,POLYGON J2000 75.09148390 -69.80347620 75.01450590 -69.75338460 74.94422920 -69.76848740 75.02109530 -69.81860980 75.09148390 -69.80347620 POLYGON J2000 75.01779350 -69.81884210 74.94375490 -69.76895810 74.87604640 -69.78370970 74.94997650 -69.83362210 75.01779350 -69.81884210
279,672,ACS,WFC,9891,NGC1801,75.145458,-69.613533,F555W,CLEAR2L,Gilmore,115,2003-10-08,clusters/ACS/9891_NGC1801/j8ne53zjq_flt.fits,85.0,lmc,NGC1801,POLYGON J2000 75.15100620 -69.58355100 75.06730080 -69.63142490 75.13863680 -69.64364620 75.22222980 -69.59573840 75.15100620 -69.58355100 POLYGON J2000 75.29711710 -69.60840360 75.22362750 -69.59563140 75.14091780 -69.64449580 75.21452660 -69.65730260 75.29711710 -69.60840360
280,673,ACS,WFC,9891,NGC1801,75.145458,-69.613533,CLEAR1L,F814W,Gilmore,90,2003-10-08,clusters/ACS/9891_NGC1801/j8ne53znq_flt.fits,85.0,lmc,NGC1801,POLYGON J2000 75.15100620 -69.58355100 75.06730080 -69.63142490 75.13863680 -69.64364620 75.22222980 -69.59573840 75.15100620 -69.58355100 POLYGON J2000 75.29711710 -69.60840360 75.22362750 -69.59563140 75.14091780 -69.64449580 75.21452660 -69.65730260 75.29711710 -69.60840360
369,680,ACS,WFC,9891,NGC1854,77.335167,-68.847856,F555W,CLEAR2L,Gilmore,50,2003-10-07,clusters/ACS/9891_NGC1854/j8ne56qwq_flt.fits,89.0,lmc,NGC1854,POLYGON J2000 77.33495930 -68.87873960 77.40778300 -68.89018300 77.48027580 -68.83984260 77.40757990 -68.82843030 77.33495930 -68.87873960 POLYGON J2000 77.33581550 -68.81769420 77.26208320 -68.86703400 77.33263620 -68.87793300 77.40624770 -68.82856270 77.33581550 -68.81769420
370,681,ACS,WFC,9891,NGC1854,77.335167,-68.847856,CLEAR1L,F814W,Gilmore,40,2003-10-07,clusters/ACS/9891_NGC1854/j8ne56qys_flt.fits,89.0,lmc,NGC1854,POLYGON J2000 77.33495930 -68.87873960 77.40778300 -68.89018300 77.48027580 -68.83984260 77.40757990 -68.82843030 77.33495930 -68.87873960 POLYGON J2000 77.33581550 -68.81769420 77.26208320 -68.86703400 77.33263620 -68.87793300 77.40624770 -68.82856270 77.33581550 -68.81769420
371,682,ACS,WFC,9891,NGC1858,77.492,-68.904978,F555W,CLEAR2L,Gilmore,20,2003-10-08,clusters/ACS/9891_NGC1858/j8ne58ymq_flt.fits,90.0,lmc,NGC1858,POLYGON J2000 77.49413150 -68.87484510 77.41873280 -68.92389440 77.48913580 -68.93506790 77.56441630 -68.88598740 77.49413150 -68.87484510 POLYGON J2000 77.56575580 -68.88586020 77.49144040 -68.93588350 77.56410420 -68.94761010 77.63829450 -68.89755520 77.56575580 -68.88586020
372,683,ACS,WFC,9891,NGC1858,77.492,-68.904978,CLEAR1L,F814W,Gilmore,20,2003-10-08,clusters/ACS/9891_NGC1858/j8ne58yoq_flt.fits,90.0,lmc,NGC1858,POLYGON J2000 77.49413150 -68.87484510 77.41873280 -68.92389440 77.48913580 -68.93506790 77.56441630 -68.88598740 77.49413150 -68.87484510 POLYGON J2000 77.56575580 -68.88586020 77.49144040 -68.93588350 77.56410420 -68.94761010 77.63829450 -68.89755520 77.56575580 -68.88586020
373,684,ACS,WFC,9891,NGC1872,78.298833,-69.312764,F555W,CLEAR2L,Gilmore,115,2003-09-21,clusters/ACS/9891_NGC1872/j8ne59vyq_flt.fits,91.0,lmc,NGC1872,POLYGON J2000 78.36938500 -69.29238100 78.29610990 -69.28269170 78.22728360 -69.33320190 78.30069910 -69.34292020 78.36938500 -69.29238100 POLYGON J2000 78.37072680 -69.29222660 78.30317460 -69.34368750 78.37897730 -69.35391130 78.44638110 -69.30242090 78.37072680 -69.29222660
374,685,ACS,WFC,9891,NGC1872,78.298833,-69.312764,CLEAR1L,F814W,Gilmore,90,2003-09-21,clusters/ACS/9891_NGC1872/j8ne59w3q_flt.fits,91.0,lmc,NGC1872,POLYGON J2000 78.36938500 -69.29238100 78.29610990 -69.28269170 78.22728360 -69.33320190 78.30069910 -69.34292020 78.36938500 -69.29238100 POLYGON J2000 78.37072680 -69.29222660 78.30317460 -69.34368750 78.37897730 -69.35391130 78.44638110 -69.30242090 78.37072680 -69.29222660
375,686,ACS,WFC,9891,NGC1903,79.343958,-69.337711,F555W,CLEAR2L,Gilmore,50,2004-06-02,clusters/ACS/9891_NGC1903/j8ne60kkq_flt.fits,92.0,lmc,NGC1903,POLYGON J2000 79.40043630 -69.29195720 79.24102220 -69.29834740 79.25556730 -69.32650470 79.41518450 -69.32010100 79.40043630 -69.29195720 POLYGON J2000 79.27132370 -69.35400870 79.42950230 -69.34841140 79.41462190 -69.32124640 79.25663840 -69.32683020 79.27132370 -69.35400870
376,687,ACS,WFC,9891,NGC1903,79.343958,-69.337711,CLEAR1L,F814W,Gilmore,40,2004-06-02,clusters/ACS/9891_NGC1903/j8ne60kmq_flt.fits,92.0,lmc,NGC1903,POLYGON J2000 79.40043630 -69.29195720 79.24102220 -69.29834740 79.25556730 -69.32650470 79.41518450 -69.32010100 79.40043630 -69.29195720 POLYGON J2000 79.27132370 -69.35400870 79.42950230 -69.34841140 79.41462190 -69.32124640 79.25663840 -69.32683020 79.27132370 -69.35400870
377,688,ACS,WFC,9891,NGC1917,79.759292,-69.000517,F555W,CLEAR2L,Gilmore,300,2003-10-08,clusters/ACS/9891_NGC1917/j8ne61ytq_flt.fits,93.0,lmc,NGC1917,POLYGON J2000 79.90513740 -68.99103580 79.83114750 -68.98030220 79.76166210 -69.03126870 79.83578980 -69.04203230 79.90513740 -68.99103580 POLYGON J2000 79.82981560 -68.98044700 79.75814230 -68.97023590 79.68746150 -69.02024330 79.75926520 -69.03048390 79.82981560 -68.98044700
378,689,ACS,WFC,9891,NGC1917,79.759292,-69.000517,CLEAR1L,F814W,Gilmore,200,2003-10-08,clusters/ACS/9891_NGC1917/j8ne61yxq_flt.fits,93.0,lmc,NGC1917,POLYGON J2000 79.90513740 -68.99103580 79.83114750 -68.98030220 79.76166210 -69.03126870 79.83578980 -69.04203230 79.90513740 -68.99103580 POLYGON J2000 79.82981560 -68.98044700 79.75814230 -68.97023590 79.68746150 -69.02024330 79.75926520 -69.03048390 79.82981560 -68.98044700
379,690,ACS,WFC,9891,NGC1928,80.239625,-69.478206,F555W,CLEAR2L,Gilmore,330,2003-08-23,clusters/ACS/9891_NGC1928/j8ne62ztq_flt.fits,94.0,lmc,NGC1928,POLYGON J2000 80.24987280 -69.44623500 80.17777180 -69.45741850 80.22902350 -69.51052310 80.30127640 -69.49931840 80.24987280 -69.44623500 POLYGON J2000 80.32528830 -69.43439180 80.25053160 -69.44579300 80.30459020 -69.49925450 80.37950450 -69.48783010 80.32528830 -69.43439180
380,691,ACS,WFC,9891,NGC1928,80.239625,-69.478206,CLEAR1L,F814W,Gilmore,200,2003-08-23,clusters/ACS/9891_NGC1928/j8ne62zvq_flt.fits,94.0,lmc,NGC1928,POLYGON J2000 80.24987280 -69.44623500 80.17777180 -69.45741850 80.22902350 -69.51052310 80.30127640 -69.49931840 80.24987280 -69.44623500 POLYGON J2000 80.32528830 -69.43439180 80.25053160 -69.44579300 80.30459020 -69.49925450 80.37950450 -69.48783010 80.32528830 -69.43439180
381,692,ACS,WFC,9891,NGC1939,80.360958,-69.949497,F555W,CLEAR2L,Gilmore,330,2003-07-27,clusters/ACS/9891_NGC1939/j8ne63tqq_flt.fits,95.0,lmc,NGC1939,POLYGON J2000 80.32957390 -69.91875890 80.27728310 -69.93981760 80.39184290 -69.97983650 80.44411820 -69.95874420 80.32957390 -69.91875890 POLYGON J2000 80.32962330 -69.91826020 80.44708780 -69.95818200 80.50153420 -69.93648670 80.38408760 -69.89660090 80.32962330 -69.91826020
382,693,ACS,WFC,9891,NGC1939,80.360958,-69.949497,CLEAR1L,F814W,Gilmore,200,2003-07-27,clusters/ACS/9891_NGC1939/j8ne63ttq_flt.fits,95.0,lmc,NGC1939,POLYGON J2000 80.32957390 -69.91875890 80.27728310 -69.93981760 80.39184290 -69.97983650 80.44411820 -69.95874420 80.32957390 -69.91875890 POLYGON J2000 80.32962330 -69.91826020 80.44708780 -69.95818200 80.50153420 -69.93648670 80.38408760 -69.89660090 80.32962330 -69.91826020
383,694,ACS,WFC,9891,NGC1943,80.622875,-70.154489,F555W,CLEAR2L,Gilmore,50,2003-10-07,clusters/ACS/9891_NGC1943/j8ne64r0q_flt.fits,96.0,lmc,NGC1943,POLYGON J2000 80.62731930 -70.18526470 80.70639850 -70.19531350 80.77553860 -70.14366850 80.69662320 -70.13365020 80.62731930 -70.18526470 POLYGON J2000 80.69522950 -70.13380760 80.61880200 -70.12428730 80.54814560 -70.17495270 80.62472810 -70.18450310 80.69522950 -70.13380760
384,695,ACS,WFC,9891,NGC1943,80.622875,-70.154489,CLEAR1L,F814W,Gilmore,40,2003-10-07,clusters/ACS/9891_NGC1943/j8ne64r2q_flt.fits,96.0,lmc,NGC1943,POLYGON J2000 80.62731930 -70.18526470 80.70639850 -70.19531350 80.77553860 -70.14366850 80.69662320 -70.13365020 80.62731930 -70.18526470 POLYGON J2000 80.69522950 -70.13380760 80.61880200 -70.12428730 80.54814560 -70.17495270 80.62472810 -70.18450310 80.69522950 -70.13380760
385,696,ACS,WFC,9891,NGC1953,81.367167,-68.837808,F555W,CLEAR2L,Gilmore,115,2003-10-07,clusters/ACS/9891_NGC1953/j8ne65qoq_flt.fits,97.0,lmc,NGC1953,POLYGON J2000 81.45609140 -68.87560280 81.50779270 -68.82203690 81.43137730 -68.81449790 81.37950890 -68.86804060 81.45609140 -68.87560280 POLYGON J2000 81.35614000 -68.80758040 81.30275930 -68.86022180 81.37688900 -68.86736230 81.43011100 -68.81469780 81.35614000 -68.80758040
386,697,ACS,WFC,9891,NGC1953,81.367167,-68.837808,CLEAR1L,F814W,Gilmore,90,2003-10-07,clusters/ACS/9891_NGC1953/j8ne65qqq_flt.fits,97.0,lmc,NGC1953,POLYGON J2000 81.45609140 -68.87560280 81.50779270 -68.82203690 81.43137730 -68.81449790 81.37950890 -68.86804060 81.45609140 -68.87560280 POLYGON J2000 81.35614000 -68.80758040 81.30275930 -68.86022180 81.37688900 -68.86736230 81.43011100 -68.81469780 81.35614000 -68.80758040
387,700,ACS,WFC,9891,NGC1983,81.937167,-68.985281,F555W,CLEAR2L,Gilmore,20,2003-10-07,clusters/ACS/9891_NGC1983/j8ne68req_flt.fits,98.0,lmc,NGC1983,POLYGON J2000 81.94181560 -69.01527460 82.00552680 -68.96408060 81.93262220 -68.95511550 81.86876730 -69.00628220 81.94181560 -69.01527460 POLYGON J2000 82.08212010 -68.97336030 82.00683660 -68.96391310 81.94431330 -69.01601720 82.01974840 -69.02549190 82.08212010 -68.97336030
388,701,ACS,WFC,9891,NGC1983,81.937167,-68.985281,CLEAR1L,F814W,Gilmore,20,2003-10-07,clusters/ACS/9891_NGC1983/j8ne68riq_flt.fits,98.0,lmc,NGC1983,POLYGON J2000 81.94181560 -69.01527460 82.00552680 -68.96408060 81.93262220 -68.95511550 81.86876730 -69.00628220 81.94181560 -69.01527460 POLYGON J2000 82.08212010 -68.97336030 82.00683660 -68.96391310 81.94431330 -69.01601720 82.01974840 -69.02549190 82.08212010 -68.97336030
389,564,ACS,WFC,10595,ESO056-SC131,81.820833,-70.735,CLEAR1L,F435W,Goudfrooij,90,2006-10-18,clusters/ACS/10595_ESO056-SC131/j9es04j0q_flt.fits,99.0,lmc,NGC1987,POLYGON 81.83375936 -70.70570783 81.73702456 -70.75113879 81.81006163 -70.7652961 81.9062784 -70.71877862 81.83375936 -70.70570783 81.83375936 -70.70570783
390,565,ACS,WFC,10595,ESO056-SC131,81.820833,-70.735,CLEAR1L,F435W,Goudfrooij,340,2006-10-18,clusters/ACS/10595_ESO056-SC131/j9es04j1q_flt.fits,99.0,lmc,NGC1987,POLYGON 81.83375936 -70.70570783 81.73702456 -70.75113879 81.81006163 -70.7652961 81.9062784 -70.71877862 81.83375936 -70.70570783 81.83375936 -70.70570783
391,566,ACS,WFC,10595,ESO056-SC131,81.820833,-70.735,CLEAR1L,F435W,Goudfrooij,340,2006-10-18,clusters/ACS/10595_ESO056-SC131/j9es04j3q_flt.fits,99.0,lmc,NGC1987,POLYGON 81.83375936 -70.70570783 81.73702456 -70.75113879 81.81006163 -70.7652961 81.9062784 -70.71877862 81.83375936 -70.70570783 81.83375936 -70.70570783
392,567,ACS,WFC,10595,ESO056-SC131,81.820833,-70.735,F555W,CLEAR2L,Goudfrooij,40,2006-10-18,clusters/ACS/10595_ESO056-SC131/j9es04j6q_flt.fits,99.0,lmc,NGC1987,POLYGON 81.83375936 -70.70570783 81.73702456 -70.75113879 81.81006163 -70.7652961 81.9062784 -70.71877862 81.83375936 -70.70570783 81.83375936 -70.70570783
393,568,ACS,WFC,10595,ESO056-SC131,81.820833,-70.735,F555W,CLEAR2L,Goudfrooij,340,2006-10-18,clusters/ACS/10595_ESO056-SC131/j9es04j7q_flt.fits,99.0,lmc,NGC1987,POLYGON 81.83375936 -70.70570783 81.73702456 -70.75113879 81.81006163 -70.7652961 81.9062784 -70.71877862 81.83375936 -70.70570783 81.83375936 -70.70570783
394,569,ACS,WFC,10595,ESO056-SC131,81.820833,-70.735,F555W,CLEAR2L,Goudfrooij,340,2006-10-18,clusters/ACS/10595_ESO056-SC131/j9es04j9q_flt.fits,99.0,lmc,NGC1987,POLYGON 81.83375936 -70.70570783 81.73702456 -70.75113879 81.81006163 -70.7652961 81.9062784 -70.71877862 81.83375936 -70.70570783 81.83375936 -70.70570783
395,570,ACS,WFC,10595,ESO056-SC131,81.820833,-70.735,CLEAR1L,F814W,Goudfrooij,8,2006-10-18,clusters/ACS/10595_ESO056-SC131/j9es04jcq_flt.fits,99.0,lmc,NGC1987,POLYGON 81.83375936 -70.70570783 81.73702456 -70.75113879 81.81006163 -70.7652961 81.9062784 -70.71877862 81.83375936 -70.70570783 81.83375936 -70.70570783
396,571,ACS,WFC,10595,ESO056-SC131,81.820833,-70.735,CLEAR1L,F814W,Goudfrooij,340,2006-10-18,clusters/ACS/10595_ESO056-SC131/j9es04jdq_flt.fits,99.0,lmc,NGC1987,POLYGON 81.83375936 -70.70570783 81.73702456 -70.75113879 81.81006163 -70.7652961 81.9062784 -70.71877862 81.83375936 -70.70570783 81.83375936 -70.70570783
397,572,ACS,WFC,10595,ESO056-SC131,81.820833,-70.735,CLEAR1L,F814W,Goudfrooij,340,2006-10-18,clusters/ACS/10595_ESO056-SC131/j9es04jfq_flt.fits,99.0,lmc,NGC1987,POLYGON 81.83375936 -70.70570783 81.73702456 -70.75113879 81.81006163 -70.7652961 81.9062784 -70.71877862 81.83375936 -70.70570783 81.83375936 -70.70570783
398,702,ACS,WFC,9891,NGC1987,81.823875,-70.736358,F555W,CLEAR2L,Gilmore,250,2003-10-07,clusters/ACS/9891_NGC1987/j8ne66psq_flt.fits,99.0,lmc,NGC1987,POLYGON J2000 81.74906730 -70.75751400 81.82855040 -70.76643690 81.89737540 -70.71518000 81.81806480 -70.70628680 81.74906730 -70.75751400 POLYGON J2000 81.89879720 -70.71501120 81.83127150 -70.76717710 81.91336020 -70.77657680 81.98070370 -70.72438080 81.89879720 -70.71501120
399,703,ACS,WFC,9891,NGC1987,81.823875,-70.736358,CLEAR1L,F814W,Gilmore,170,2003-10-07,clusters/ACS/9891_NGC1987/j8ne66puq_flt.fits,99.0,lmc,NGC1987,POLYGON J2000 81.74906730 -70.75751400 81.82855040 -70.76643690 81.89737540 -70.71518000 81.81806480 -70.70628680 81.74906730 -70.75751400 POLYGON J2000 81.89879720 -70.71501120 81.83127150 -70.76717710 81.91336020 -70.77657680 81.98070370 -70.72438080 81.89879720 -70.71501120
400,704,ACS,WFC,9891,NGC2002,82.586667,-66.883983,F555W,CLEAR2L,Gilmore,20,2003-08-23,clusters/ACS/9891_NGC2002/j8ne70b5q_flt.fits,100.0,lmc,NGC2002,POLYGON J2000 82.64590060 -66.90395320 82.71166900 -66.89157140 82.65829610 -66.83886700 82.59264230 -66.85122670 82.64590060 -66.90395320 POLYGON J2000 82.64294940 -66.90405990 82.59209520 -66.85167700 82.52879880 -66.86378840 82.57954250 -66.91619160 82.64294940 -66.90405990
401,705,ACS,WFC,9891,NGC2002,82.586667,-66.883983,CLEAR1L,F814W,Gilmore,20,2003-08-23,clusters/ACS/9891_NGC2002/j8ne70b7s_flt.fits,100.0,lmc,NGC2002,POLYGON J2000 82.64590060 -66.90395320 82.71166900 -66.89157140 82.65829610 -66.83886700 82.59264230 -66.85122670 82.64590060 -66.90395320 POLYGON J2000 82.64294940 -66.90405990 82.59209520 -66.85167700 82.52879880 -66.86378840 82.57954250 -66.91619160 82.64294940 -66.90405990
402,1261,ACS,WFC,9891,NGC2002,82.586667,-66.883983,F555W,CLEAR2L,Gilmore,20,2003-08-23,stage/j8ne70b5q_flt.fits,100.0,lmc,NGC2002,POLYGON J2000 82.64590060 -66.90395320 82.71166900 -66.89157140 82.65829610 -66.83886700 82.59264230 -66.85122670 82.64590060 -66.90395320 POLYGON J2000 82.64294940 -66.90405990 82.59209520 -66.85167700 82.52879880 -66.86378840 82.57954250 -66.91619160 82.64294940 -66.90405990
403,1262,ACS,WFC,9891,NGC2002,82.586667,-66.883983,CLEAR1L,F814W,Gilmore,20,2003-08-23,stage/j8ne70b7s_flt.fits,100.0,lmc,NGC2002,POLYGON J2000 82.64590060 -66.90395320 82.71166900 -66.89157140 82.65829610 -66.83886700 82.59264230 -66.85122670 82.64590060 -66.90395320 POLYGON J2000 82.64294940 -66.90405990 82.59209520 -66.85167700 82.52879880 -66.86378840 82.57954250 -66.91619160 82.64294940 -66.90405990
404,706,ACS,WFC,9891,NGC2010,82.645375,-70.818972,F555W,CLEAR2L,Gilmore,20,2003-10-07,clusters/ACS/9891_NGC2010/j8ne71r5q_flt.fits,101.0,lmc,NGC2010,POLYGON J2000 82.72008370 -70.79750070 82.65365720 -70.84985800 82.73633270 -70.85902260 82.80257260 -70.80663560 82.72008370 -70.79750070 POLYGON J2000 82.63879080 -70.78900750 82.57085880 -70.84043010 82.65090570 -70.84912560 82.71866090 -70.79767360 82.63879080 -70.78900750
405,707,ACS,WFC,9891,NGC2010,82.645375,-70.818972,CLEAR1L,F814W,Gilmore,20,2003-10-07,clusters/ACS/9891_NGC2010/j8ne71r9q_flt.fits,101.0,lmc,NGC2010,POLYGON J2000 82.72008370 -70.79750070 82.65365720 -70.84985800 82.73633270 -70.85902260 82.80257260 -70.80663560 82.72008370 -70.79750070 POLYGON J2000 82.63879080 -70.78900750 82.57085880 -70.84043010 82.65090570 -70.84912560 82.71866090 -70.79767360 82.63879080 -70.78900750
406,708,ACS,WFC,9891,NGC2056,84.143542,-70.671456,F555W,CLEAR2L,Gilmore,170,2003-08-08,clusters/ACS/9891_NGC2056/j8ne72e7q_flt.fits,102.0,lmc,NGC2056,POLYGON J2000 84.12405560 -70.63970360 84.06154780 -70.65804760 84.16211200 -70.70316740 84.22466830 -70.68478910 84.12405560 -70.63970360 POLYGON J2000 84.12431600 -70.63921220 84.22795210 -70.68437470 84.29297760 -70.66550230 84.18929270 -70.62037650 84.12431600 -70.63921220
