k,i,instrument,detector,propid,target,ra,dec,filter1,filter2,pr_inv,exptime,date-obs,filename,group,galaxy,targname,s_region
1007,321,ACS,WFC,10248,ANY,14.678706,-72.329631,F555W,CLEAR2L,Nota,400,2004-07-17,clusters/ACS/10248_ANY/j92f04haq_flt.fits,52.0,smc,SMC-FIELD-N,POLYGON J2000 14.70024210 -72.30146630 14.70014308 -72.30171216 14.69933420 -72.30169910 14.69932780 -72.30171498 14.69920175 -72.30202791 14.69879458 -72.30202228 14.69891250 -72.30175880 14.60800090 -72.30048090 14.60789060 -72.30072462 14.60709160 -72.30071320 14.60708265 -72.30073297 14.58187710 -72.35624850 14.58356409 -72.35627275 14.58355500 -72.35629270 14.67474410 -72.35758180 14.69487939 -72.31275184 14.67658530 -72.35800010 14.67827052 -72.35802741 14.67826400 -72.35804350 14.77257980 -72.35954910 14.79503490 -72.30323690 14.79416284 -72.30322324 14.79426690 -72.30296150 14.70024210 -72.30146630
1008,322,ACS,WFC,10248,ANY,14.677796,-72.329863,CLEAR1L,F814W,Nota,400,2004-07-17,clusters/ACS/10248_ANY/j92f04hsq_flt.fits,52.0,smc,SMC-FIELD-N,POLYGON J2000 14.70024210 -72.30146630 14.70014308 -72.30171216 14.69933420 -72.30169910 14.69932780 -72.30171498 14.69920175 -72.30202791 14.69879458 -72.30202228 14.69891250 -72.30175880 14.60800090 -72.30048090 14.60789060 -72.30072462 14.60709160 -72.30071320 14.60708265 -72.30073297 14.58187710 -72.35624850 14.58356409 -72.35627275 14.58355500 -72.35629270 14.67474410 -72.35758180 14.69487939 -72.31275184 14.67658530 -72.35800010 14.67827052 -72.35802741 14.67826400 -72.35804350 14.77257980 -72.35954910 14.79503490 -72.30323690 14.79416284 -72.30322324 14.79426690 -72.30296150 14.70024210 -72.30146630
1009,323,ACS,WFC,10248,ANY,14.67703,-72.329587,F555W,CLEAR2L,Nota,400,2004-07-17,clusters/ACS/10248_ANY/j92f04i8q_flt.fits,52.0,smc,SMC-FIELD-N,POLYGON J2000 14.70024210 -72.30146630 14.70014308 -72.30171216 14.69933420 -72.30169910 14.69932780 -72.30171498 14.69920175 -72.30202791 14.69879458 -72.30202228 14.69891250 -72.30175880 14.60800090 -72.30048090 14.60789060 -72.30072462 14.60709160 -72.30071320 14.60708265 -72.30073297 14.58187710 -72.35624850 14.58356409 -72.35627275 14.58355500 -72.35629270 14.67474410 -72.35758180 14.69487939 -72.31275184 14.67658530 -72.35800010 14.67827052 -72.35802741 14.67826400 -72.35804350 14.77257980 -72.35954910 14.79503490 -72.30323690 14.79416284 -72.30322324 14.79426690 -72.30296150 14.70024210 -72.30146630
1010,324,ACS,WFC,10248,ANY,22.317286,-73.708161,F555W,CLEAR2L,Nota,515,2004-07-18,clusters/ACS/10248_ANY/j92f07rhq_flt.fits,53.0,smc,NGC602-FIELD,POLYGON J2000 22.22416781 -73.73762522 22.22512844 -73.73761183 22.22512560 -73.73763170 22.32283664 -73.73624702 22.32379640 -73.73623320 22.32997892 -73.69102137 22.32592460 -73.73659560 22.32680292 -73.73658481 22.32774972 -73.73657318 22.32774830 -73.73658910 22.42889902 -73.73532228 22.42984500 -73.73531020 22.43453450 -73.67860290 22.43359163 -73.67861500 22.43361340 -73.67835100 22.33186300 -73.67963180 22.33184107 -73.67987949 22.33096580 -73.67989030 22.33093643 -73.68022177 22.33049523 -73.68022816 22.33053150 -73.67996200 22.23219160 -73.68136370 22.23215664 -73.68160969 22.23129280 -73.68162180 22.22330110 -73.73763730 22.22416781 -73.73762522
1011,325,ACS,WFC,10248,ANY,22.318207,-73.708413,F555W,CLEAR2L,Nota,595,2004-07-18,clusters/ACS/10248_ANY/j92f07s6q_flt.fits,53.0,smc,NGC602-FIELD,POLYGON J2000 22.22416781 -73.73762522 22.22512844 -73.73761183 22.22512560 -73.73763170 22.32283664 -73.73624702 22.32379640 -73.73623320 22.32997892 -73.69102137 22.32592460 -73.73659560 22.32680292 -73.73658481 22.32774972 -73.73657318 22.32774830 -73.73658910 22.42889902 -73.73532228 22.42984500 -73.73531020 22.43453450 -73.67860290 22.43359163 -73.67861500 22.43361340 -73.67835100 22.33186300 -73.67963180 22.33184107 -73.67987949 22.33096580 -73.67989030 22.33093643 -73.68022177 22.33049523 -73.68022816 22.33053150 -73.67996200 22.23219160 -73.68136370 22.23215664 -73.68160969 22.23129280 -73.68162180 22.22330110 -73.73763730 22.22416781 -73.73762522
1012,326,ACS,WFC,10248,ANY,22.317308,-73.708671,CLEAR1L,F814W,Nota,556,2004-07-18,clusters/ACS/10248_ANY/j92f07soq_flt.fits,53.0,smc,NGC602-FIELD,POLYGON J2000 22.22416781 -73.73762522 22.22512844 -73.73761183 22.22512560 -73.73763170 22.32283664 -73.73624702 22.32379640 -73.73623320 22.32997892 -73.69102137 22.32592460 -73.73659560 22.32680292 -73.73658481 22.32774972 -73.73657318 22.32774830 -73.73658910 22.42889902 -73.73532228 22.42984500 -73.73531020 22.43453450 -73.67860290 22.43359163 -73.67861500 22.43361340 -73.67835100 22.33186300 -73.67963180 22.33184107 -73.67987949 22.33096580 -73.67989030 22.33093643 -73.68022177 22.33049523 -73.68022816 22.33053150 -73.67996200 22.23219160 -73.68136370 22.23215664 -73.68160969 22.23129280 -73.68162180 22.22330110 -73.73763730 22.22416781 -73.73762522
1013,327,ACS,WFC,10248,ANY,22.316387,-73.708419,F555W,CLEAR2L,Nota,555,2004-07-18,clusters/ACS/10248_ANY/j92f07t4q_flt.fits,53.0,smc,NGC602-FIELD,POLYGON J2000 22.22416781 -73.73762522 22.22512844 -73.73761183 22.22512560 -73.73763170 22.32283664 -73.73624702 22.32379640 -73.73623320 22.32997892 -73.69102137 22.32592460 -73.73659560 22.32680292 -73.73658481 22.32774972 -73.73657318 22.32774830 -73.73658910 22.42889902 -73.73532228 22.42984500 -73.73531020 22.43453450 -73.67860290 22.43359163 -73.67861500 22.43361340 -73.67835100 22.33186300 -73.67963180 22.33184107 -73.67987949 22.33096580 -73.67989030 22.33093643 -73.68022177 22.33049523 -73.68022816 22.33053150 -73.67996200 22.23219160 -73.68136370 22.23215664 -73.68160969 22.23129280 -73.68162180 22.22330110 -73.73763730 22.22416781 -73.73762522
1014,328,ACS,WFC,10248,ANY,15.455802,-72.877673,F555W,CLEAR2L,Nota,515,2004-09-12,clusters/ACS/10248_ANY/j92f10nhq_flt.fits,54.0,smc,SMC-FIELD-W-1,POLYGON J2000 15.37212104 -72.89247665 15.37254622 -72.89271071 15.37249630 -72.89271730 15.41841820 -72.91795540 15.41923699 -72.91784720 15.59428490 -72.89460940 15.59385688 -72.89437588 15.59467410 -72.89426690 15.54856200 -72.86906850 15.54779541 -72.86917067 15.54739940 -72.86895390 15.54637460 -72.86909047 15.54617223 -72.86898169 15.54700060 -72.86887520 15.50192540 -72.84460710 15.50116016 -72.84470541 15.50076480 -72.84449220 15.32630190 -72.86680090 15.32669545 -72.86701433 15.32713176 -72.86725095 15.32706930 -72.86725890 15.37196170 -72.89156550 15.37279184 -72.89145976 15.51295781 -72.87353989 15.37172660 -72.89225950 15.37212104 -72.89247665
1015,329,ACS,WFC,10248,ANY,15.45541,-72.878015,F555W,CLEAR2L,Nota,595,2004-09-12,clusters/ACS/10248_ANY/j92f10nzq_flt.fits,54.0,smc,SMC-FIELD-W-1,POLYGON J2000 15.37212104 -72.89247665 15.37254622 -72.89271071 15.37249630 -72.89271730 15.41841820 -72.91795540 15.41923699 -72.91784720 15.59428490 -72.89460940 15.59385688 -72.89437588 15.59467410 -72.89426690 15.54856200 -72.86906850 15.54779541 -72.86917067 15.54739940 -72.86895390 15.54637460 -72.86909047 15.54617223 -72.86898169 15.54700060 -72.86887520 15.50192540 -72.84460710 15.50116016 -72.84470541 15.50076480 -72.84449220 15.32630190 -72.86680090 15.32669545 -72.86701433 15.32713176 -72.86725095 15.32706930 -72.86725890 15.37196170 -72.89156550 15.37279184 -72.89145976 15.51295781 -72.87353989 15.37172660 -72.89225950 15.37212104 -72.89247665
1016,330,ACS,WFC,10248,ANY,15.454248,-72.8779,CLEAR1L,F814W,Nota,556,2004-09-12,clusters/ACS/10248_ANY/j92f10ooq_flt.fits,54.0,smc,SMC-FIELD-W-1,POLYGON J2000 15.37212104 -72.89247665 15.37254622 -72.89271071 15.37249630 -72.89271730 15.41841820 -72.91795540 15.41923699 -72.91784720 15.59428490 -72.89460940 15.59385688 -72.89437588 15.59467410 -72.89426690 15.54856200 -72.86906850 15.54779541 -72.86917067 15.54739940 -72.86895390 15.54637460 -72.86909047 15.54617223 -72.86898169 15.54700060 -72.86887520 15.50192540 -72.84460710 15.50116016 -72.84470541 15.50076480 -72.84449220 15.32630190 -72.86680090 15.32669545 -72.86701433 15.32713176 -72.86725095 15.32706930 -72.86725890 15.37196170 -72.89156550 15.37279184 -72.89145976 15.51295781 -72.87353989 15.37172660 -72.89225950 15.37212104 -72.89247665
1017,331,ACS,WFC,10248,ANY,15.454639,-72.877558,F555W,CLEAR2L,Nota,555,2004-09-12,clusters/ACS/10248_ANY/j92f10p4q_flt.fits,54.0,smc,SMC-FIELD-W-1,POLYGON J2000 15.37212104 -72.89247665 15.37254622 -72.89271071 15.37249630 -72.89271730 15.41841820 -72.91795540 15.41923699 -72.91784720 15.59428490 -72.89460940 15.59385688 -72.89437588 15.59467410 -72.89426690 15.54856200 -72.86906850 15.54779541 -72.86917067 15.54739940 -72.86895390 15.54637460 -72.86909047 15.54617223 -72.86898169 15.54700060 -72.86887520 15.50192540 -72.84460710 15.50116016 -72.84470541 15.50076480 -72.84449220 15.32630190 -72.86680090 15.32669545 -72.86701433 15.32713176 -72.86725095 15.32706930 -72.86725890 15.37196170 -72.89156550 15.37279184 -72.89145976 15.51295781 -72.87353989 15.37172660 -72.89225950 15.37212104 -72.89247665
1018,332,ACS,WFC,10248,ANY,12.848399,-72.245793,F555W,CLEAR2L,Nota,515,2004-09-11,clusters/ACS/10248_ANY/j92f13glq_flt.fits,55.0,smc,SMC-FIELD-E,POLYGON J2000 12.93811325 -72.23778500 12.93886180 -72.23769330 12.89771180 -72.21304260 12.89696422 -72.21313412 12.89660300 -72.21291740 12.72607130 -72.23369730 12.72682856 -72.23415432 12.72676770 -72.23416170 12.76773530 -72.25884810 12.76779627 -72.25884070 12.90554542 -72.24205977 12.76744120 -72.25953980 12.76818825 -72.25999788 12.76813970 -72.26000400 12.80999940 -72.28563070 12.81004796 -72.28562457 12.98199150 -72.26382920 12.98160102 -72.26359194 12.98164980 -72.26358572 12.98239990 -72.26349020 12.94035020 -72.23790020 12.93960103 -72.23799555 12.93923970 -72.23777530 12.93823702 -72.23790291 12.93805236 -72.23779246 12.93811325 -72.23778500
1019,333,ACS,WFC,10248,ANY,12.847988,-72.246132,F555W,CLEAR2L,Nota,595,2004-09-11,clusters/ACS/10248_ANY/j92f13h3q_flt.fits,55.0,smc,SMC-FIELD-E,POLYGON J2000 12.93811325 -72.23778500 12.93886180 -72.23769330 12.89771180 -72.21304260 12.89696422 -72.21313412 12.89660300 -72.21291740 12.72607130 -72.23369730 12.72682856 -72.23415432 12.72676770 -72.23416170 12.76773530 -72.25884810 12.76779627 -72.25884070 12.90554542 -72.24205977 12.76744120 -72.25953980 12.76818825 -72.25999788 12.76813970 -72.26000400 12.80999940 -72.28563070 12.81004796 -72.28562457 12.98199150 -72.26382920 12.98160102 -72.26359194 12.98164980 -72.26358572 12.98239990 -72.26349020 12.94035020 -72.23790020 12.93960103 -72.23799555 12.93923970 -72.23777530 12.93823702 -72.23790291 12.93805236 -72.23779246 12.93811325 -72.23778500
1020,334,ACS,WFC,10248,ANY,12.846878,-72.246006,CLEAR1L,F814W,Nota,556,2004-09-11,clusters/ACS/10248_ANY/j92f13hlq_flt.fits,55.0,smc,SMC-FIELD-E,POLYGON J2000 12.93811325 -72.23778500 12.93886180 -72.23769330 12.89771180 -72.21304260 12.89696422 -72.21313412 12.89660300 -72.21291740 12.72607130 -72.23369730 12.72682856 -72.23415432 12.72676770 -72.23416170 12.76773530 -72.25884810 12.76779627 -72.25884070 12.90554542 -72.24205977 12.76744120 -72.25953980 12.76818825 -72.25999788 12.76813970 -72.26000400 12.80999940 -72.28563070 12.81004796 -72.28562457 12.98199150 -72.26382920 12.98160102 -72.26359194 12.98164980 -72.26358572 12.98239990 -72.26349020 12.94035020 -72.23790020 12.93960103 -72.23799555 12.93923970 -72.23777530 12.93823702 -72.23790291 12.93805236 -72.23779246 12.93811325 -72.23778500
1021,335,ACS,WFC,10248,ANY,12.847289,-72.245668,F555W,CLEAR2L,Nota,555,2004-09-11,clusters/ACS/10248_ANY/j92f13i1q_flt.fits,55.0,smc,SMC-FIELD-E,POLYGON J2000 12.93811325 -72.23778500 12.93886180 -72.23769330 12.89771180 -72.21304260 12.89696422 -72.21313412 12.89660300 -72.21291740 12.72607130 -72.23369730 12.72682856 -72.23415432 12.72676770 -72.23416170 12.76773530 -72.25884810 12.76779627 -72.25884070 12.90554542 -72.24205977 12.76744120 -72.25953980 12.76818825 -72.25999788 12.76813970 -72.26000400 12.80999940 -72.28563070 12.81004796 -72.28562457 12.98199150 -72.26382920 12.98160102 -72.26359194 12.98164980 -72.26358572 12.98239990 -72.26349020 12.94035020 -72.23790020 12.93960103 -72.23799555 12.93923970 -72.23777530 12.93823702 -72.23790291 12.93805236 -72.23779246 12.93811325 -72.23778500
1054,400,ACS,WFC,10396,KRON-3,6.193333,-72.793611,CLEAR1L,F814W,Gallagher,10,2006-01-17,clusters/ACS/10396_KRON-3/j96107fxq_flt.fits,57.0,smc,KRON3,POLYGON 6.28869701 -72.77553339 6.10076183 -72.7609706 6.04199196 -72.81510047 6.22715113 -72.82799424 6.28869701 -72.77553339 6.28869701 -72.77553339
1055,401,ACS,WFC,10396,KRON-3,6.193333,-72.793611,CLEAR1L,F814W,Gallagher,10,2006-01-17,clusters/ACS/10396_KRON-3/j96107fzq_flt.fits,57.0,smc,KRON3,POLYGON 6.28869701 -72.77553339 6.10076183 -72.7609706 6.04199196 -72.81510047 6.22715113 -72.82799424 6.28869701 -72.77553339 6.28869701 -72.77553339
1056,402,ACS,WFC,10396,KRON-3,6.193333,-72.793611,CLEAR1L,F814W,Gallagher,474,2006-01-17,clusters/ACS/10396_KRON-3/j96107g0q_flt.fits,57.0,smc,KRON3,POLYGON 6.28869701 -72.77553339 6.10076183 -72.7609706 6.04199196 -72.81510047 6.22715113 -72.82799424 6.28869701 -72.77553339 6.28869701 -72.77553339
1057,403,ACS,WFC,10396,KRON-3,6.193333,-72.793611,CLEAR1L,F814W,Gallagher,474,2006-01-17,clusters/ACS/10396_KRON-3/j96107g2q_flt.fits,57.0,smc,KRON3,POLYGON 6.28869701 -72.77553339 6.10076183 -72.7609706 6.04199196 -72.81510047 6.22715113 -72.82799424 6.28869701 -72.77553339 6.28869701 -72.77553339
1058,404,ACS,WFC,10396,KRON-3,6.193333,-72.793611,CLEAR1L,F814W,Gallagher,474,2006-01-17,clusters/ACS/10396_KRON-3/j96107g4q_flt.fits,57.0,smc,KRON3,POLYGON 6.28869701 -72.77553339 6.10076183 -72.7609706 6.04199196 -72.81510047 6.22715113 -72.82799424 6.28869701 -72.77553339 6.28869701 -72.77553339
1059,405,ACS,WFC,10396,KRON-3,6.193333,-72.793611,CLEAR1L,F814W,Gallagher,474,2006-01-17,clusters/ACS/10396_KRON-3/j96107g6q_flt.fits,57.0,smc,KRON3,POLYGON 6.28869701 -72.77553339 6.10076183 -72.7609706 6.04199196 -72.81510047 6.22715113 -72.82799424 6.28869701 -72.77553339 6.28869701 -72.77553339
1060,406,ACS,WFC,10396,KRON-3,6.193333,-72.793611,F555W,CLEAR2L,Gallagher,20,2006-01-17,clusters/ACS/10396_KRON-3/j96107g9q_flt.fits,57.0,smc,KRON3,POLYGON 6.28869701 -72.77553339 6.10076183 -72.7609706 6.04199196 -72.81510047 6.22715113 -72.82799424 6.28869701 -72.77553339 6.28869701 -72.77553339
1061,407,ACS,WFC,10396,KRON-3,6.193333,-72.793611,F555W,CLEAR2L,Gallagher,20,2006-01-17,clusters/ACS/10396_KRON-3/j96107gbq_flt.fits,57.0,smc,KRON3,POLYGON 6.28869701 -72.77553339 6.10076183 -72.7609706 6.04199196 -72.81510047 6.22715113 -72.82799424 6.28869701 -72.77553339 6.28869701 -72.77553339
1062,408,ACS,WFC,10396,KRON-3,6.193333,-72.793611,F555W,CLEAR2L,Gallagher,496,2006-01-17,clusters/ACS/10396_KRON-3/j96107gcq_flt.fits,57.0,smc,KRON3,POLYGON 6.28869701 -72.77553339 6.10076183 -72.7609706 6.04199196 -72.81510047 6.22715113 -72.82799424 6.28869701 -72.77553339 6.28869701 -72.77553339
1063,409,ACS,WFC,10396,KRON-3,6.193333,-72.793611,F555W,CLEAR2L,Gallagher,496,2006-01-17,clusters/ACS/10396_KRON-3/j96107geq_flt.fits,57.0,smc,KRON3,POLYGON 6.28869701 -72.77553339 6.10076183 -72.7609706 6.04199196 -72.81510047 6.22715113 -72.82799424 6.28869701 -72.77553339 6.28869701 -72.77553339
1064,410,ACS,WFC,10396,KRON-3,6.193333,-72.793611,F555W,CLEAR2L,Gallagher,496,2006-01-17,clusters/ACS/10396_KRON-3/j96107ggq_flt.fits,57.0,smc,KRON3,POLYGON 6.28869701 -72.77553339 6.10076183 -72.7609706 6.04199196 -72.81510047 6.22715113 -72.82799424 6.28869701 -72.77553339 6.28869701 -72.77553339
1065,411,ACS,WFC,10396,KRON-3,6.193333,-72.793611,F555W,CLEAR2L,Gallagher,496,2006-01-17,clusters/ACS/10396_KRON-3/j96107giq_flt.fits,57.0,smc,KRON3,POLYGON 6.28869701 -72.77553339 6.10076183 -72.7609706 6.04199196 -72.81510047 6.22715113 -72.82799424 6.28869701 -72.77553339 6.28869701 -72.77553339
1096,448,ACS,WFC,10396,NGC339,14.442,-74.471383,CLEAR1L,F814W,Gallagher,10,2005-11-28,clusters/ACS/10396_NGC339/j96104cmq_flt.fits,59.0,smc,NGC339,POLYGON 14.57891617 -74.47602166 14.44375862 -74.43393488 14.29222269 -74.4747052 14.43474196 -74.51690847 14.57891617 -74.47602166 14.57891617 -74.47602166
1097,449,ACS,WFC,10396,NGC339,14.442,-74.471383,CLEAR1L,F814W,Gallagher,10,2005-11-28,clusters/ACS/10396_NGC339/j96104coq_flt.fits,59.0,smc,NGC339,POLYGON 14.57891617 -74.47602166 14.44375862 -74.43393488 14.29222269 -74.4747052 14.43474196 -74.51690847 14.57891617 -74.47602166 14.57891617 -74.47602166
1098,450,ACS,WFC,10396,NGC339,14.442,-74.471383,CLEAR1L,F814W,Gallagher,474,2005-11-28,clusters/ACS/10396_NGC339/j96104cpq_flt.fits,59.0,smc,NGC339,POLYGON 14.57891617 -74.47602166 14.44375862 -74.43393488 14.29222269 -74.4747052 14.43474196 -74.51690847 14.57891617 -74.47602166 14.57891617 -74.47602166
1099,451,ACS,WFC,10396,NGC339,14.442,-74.471383,CLEAR1L,F814W,Gallagher,474,2005-11-28,clusters/ACS/10396_NGC339/j96104crq_flt.fits,59.0,smc,NGC339,POLYGON 14.57891617 -74.47602166 14.44375862 -74.43393488 14.29222269 -74.4747052 14.43474196 -74.51690847 14.57891617 -74.47602166 14.57891617 -74.47602166
1100,452,ACS,WFC,10396,NGC339,14.442,-74.471383,CLEAR1L,F814W,Gallagher,474,2005-11-28,clusters/ACS/10396_NGC339/j96104ctq_flt.fits,59.0,smc,NGC339,POLYGON 14.57891617 -74.47602166 14.44375862 -74.43393488 14.29222269 -74.4747052 14.43474196 -74.51690847 14.57891617 -74.47602166 14.57891617 -74.47602166
1101,453,ACS,WFC,10396,NGC339,14.442,-74.471383,CLEAR1L,F814W,Gallagher,474,2005-11-28,clusters/ACS/10396_NGC339/j96104cvq_flt.fits,59.0,smc,NGC339,POLYGON 14.57891617 -74.47602166 14.44375862 -74.43393488 14.29222269 -74.4747052 14.43474196 -74.51690847 14.57891617 -74.47602166 14.57891617 -74.47602166
1102,454,ACS,WFC,10396,NGC339,14.442,-74.471383,F555W,CLEAR2L,Gallagher,20,2005-11-28,clusters/ACS/10396_NGC339/j96104cyq_flt.fits,59.0,smc,NGC339,POLYGON 14.57891617 -74.47602166 14.44375862 -74.43393488 14.29222269 -74.4747052 14.43474196 -74.51690847 14.57891617 -74.47602166 14.57891617 -74.47602166
1103,455,ACS,WFC,10396,NGC339,14.442,-74.471383,F555W,CLEAR2L,Gallagher,20,2005-11-28,clusters/ACS/10396_NGC339/j96104d0q_flt.fits,59.0,smc,NGC339,POLYGON 14.57891617 -74.47602166 14.44375862 -74.43393488 14.29222269 -74.4747052 14.43474196 -74.51690847 14.57891617 -74.47602166 14.57891617 -74.47602166
1104,456,ACS,WFC,10396,NGC339,14.442,-74.471383,F555W,CLEAR2L,Gallagher,496,2005-11-28,clusters/ACS/10396_NGC339/j96104d1q_flt.fits,59.0,smc,NGC339,POLYGON 14.57891617 -74.47602166 14.44375862 -74.43393488 14.29222269 -74.4747052 14.43474196 -74.51690847 14.57891617 -74.47602166 14.57891617 -74.47602166
1105,457,ACS,WFC,10396,NGC339,14.442,-74.471383,F555W,CLEAR2L,Gallagher,496,2005-11-28,clusters/ACS/10396_NGC339/j96104d3q_flt.fits,59.0,smc,NGC339,POLYGON 14.57891617 -74.47602166 14.44375862 -74.43393488 14.29222269 -74.4747052 14.43474196 -74.51690847 14.57891617 -74.47602166 14.57891617 -74.47602166
1106,458,ACS,WFC,10396,NGC339,14.442,-74.471383,F555W,CLEAR2L,Gallagher,496,2005-11-28,clusters/ACS/10396_NGC339/j96104d5q_flt.fits,59.0,smc,NGC339,POLYGON 14.57891617 -74.47602166 14.44375862 -74.43393488 14.29222269 -74.4747052 14.43474196 -74.51690847 14.57891617 -74.47602166 14.57891617 -74.47602166
1107,459,ACS,WFC,10396,NGC339,14.442,-74.471383,F555W,CLEAR2L,Gallagher,496,2005-11-28,clusters/ACS/10396_NGC339/j96104d7q_flt.fits,59.0,smc,NGC339,POLYGON 14.57891617 -74.47602166 14.44375862 -74.43393488 14.29222269 -74.4747052 14.43474196 -74.51690847 14.57891617 -74.47602166 14.57891617 -74.47602166
1108,460,ACS,WFC,10396,NGC416,16.995708,-72.355417,CLEAR1L,F814W,Gallagher,10,2005-11-22,clusters/ACS/10396_NGC416/j96101ikq_flt.fits,60.0,smc,NGC416,POLYGON 17.01367476 -72.35388379 16.99340497 -72.35040575 16.97791316 -72.35694963 16.99811814 -72.36049404 17.01367476 -72.35388379 17.01367476 -72.35388379
1109,461,ACS,WFC,10396,NGC416,16.995708,-72.355417,CLEAR1L,F814W,Gallagher,10,2005-11-22,clusters/ACS/10396_NGC416/j96101imq_flt.fits,60.0,smc,NGC416,POLYGON 17.01367476 -72.35388379 16.99340497 -72.35040575 16.97791316 -72.35694963 16.99811814 -72.36049404 17.01367476 -72.35388379 17.01367476 -72.35388379
1110,462,ACS,WFC,10396,NGC416,16.995708,-72.355417,CLEAR1L,F814W,Gallagher,474,2005-11-22,clusters/ACS/10396_NGC416/j96101inq_flt.fits,60.0,smc,NGC416,POLYGON 17.01367476 -72.35388379 16.99340497 -72.35040575 16.97791316 -72.35694963 16.99811814 -72.36049404 17.01367476 -72.35388379 17.01367476 -72.35388379
1111,463,ACS,WFC,10396,NGC416,16.995708,-72.355417,CLEAR1L,F814W,Gallagher,474,2005-11-22,clusters/ACS/10396_NGC416/j96101ipq_flt.fits,60.0,smc,NGC416,POLYGON 17.01367476 -72.35388379 16.99340497 -72.35040575 16.97791316 -72.35694963 16.99811814 -72.36049404 17.01367476 -72.35388379 17.01367476 -72.35388379
1112,464,ACS,WFC,10396,NGC416,16.995708,-72.355417,CLEAR1L,F814W,Gallagher,474,2005-11-22,clusters/ACS/10396_NGC416/j96101irq_flt.fits,60.0,smc,NGC416,POLYGON 17.01367476 -72.35388379 16.99340497 -72.35040575 16.97791316 -72.35694963 16.99811814 -72.36049404 17.01367476 -72.35388379 17.01367476 -72.35388379
1113,465,ACS,WFC,10396,NGC416,16.995708,-72.355417,CLEAR1L,F814W,Gallagher,474,2005-11-22,clusters/ACS/10396_NGC416/j96101itq_flt.fits,60.0,smc,NGC416,POLYGON 17.01367476 -72.35388379 16.99340497 -72.35040575 16.97791316 -72.35694963 16.99811814 -72.36049404 17.01367476 -72.35388379 17.01367476 -72.35388379
1114,466,ACS,WFC,10396,NGC416,16.995708,-72.355417,F555W,CLEAR2L,Gallagher,0,2005-11-22,clusters/ACS/10396_NGC416/j96101izq_flt.fits,60.0,smc,NGC416,POLYGON 17.01367476 -72.35388379 16.99340497 -72.35040575 16.97791316 -72.35694963 16.99811814 -72.36049404 17.01367476 -72.35388379 17.01367476 -72.35388379
1115,467,ACS,WFC,10396,NGC416,16.995708,-72.355417,F555W,CLEAR2L,Gallagher,0,2005-11-22,clusters/ACS/10396_NGC416/j96101j1q_flt.fits,60.0,smc,NGC416,POLYGON 17.01367476 -72.35388379 16.99340497 -72.35040575 16.97791316 -72.35694963 16.99811814 -72.36049404 17.01367476 -72.35388379 17.01367476 -72.35388379
1116,468,ACS,WFC,10396,NGC416,16.995708,-72.355417,F555W,CLEAR2L,Gallagher,0,2005-11-22,clusters/ACS/10396_NGC416/j96101j3q_flt.fits,60.0,smc,NGC416,POLYGON 17.01367476 -72.35388379 16.99340497 -72.35040575 16.97791316 -72.35694963 16.99811814 -72.36049404 17.01367476 -72.35388379 17.01367476 -72.35388379
1117,469,ACS,WFC,10396,NGC416,16.995708,-72.355417,F555W,CLEAR2L,Gallagher,0,2005-11-22,clusters/ACS/10396_NGC416/j96101j5q_flt.fits,60.0,smc,NGC416,POLYGON 17.01367476 -72.35388379 16.99340497 -72.35040575 16.97791316 -72.35694963 16.99811814 -72.36049404 17.01367476 -72.35388379 17.01367476 -72.35388379
1118,470,ACS,WFC,10396,NGC416,16.995708,-72.355417,CLEAR1L,F814W,Gallagher,10,2006-03-08,clusters/ACS/10396_NGC416/j96121jwq_flt.fits,60.0,smc,NGC416,POLYGON 17.01367476 -72.35388379 16.99340497 -72.35040575 16.97791316 -72.35694963 16.99811814 -72.36049404 17.01367476 -72.35388379 17.01367476 -72.35388379
1119,471,ACS,WFC,10396,NGC416,16.995708,-72.355417,CLEAR1L,F814W,Gallagher,10,2006-03-08,clusters/ACS/10396_NGC416/j96121jyq_flt.fits,60.0,smc,NGC416,POLYGON 17.01367476 -72.35388379 16.99340497 -72.35040575 16.97791316 -72.35694963 16.99811814 -72.36049404 17.01367476 -72.35388379 17.01367476 -72.35388379
1120,472,ACS,WFC,10396,NGC416,16.995708,-72.355417,CLEAR1L,F814W,Gallagher,474,2006-03-08,clusters/ACS/10396_NGC416/j96121jzq_flt.fits,60.0,smc,NGC416,POLYGON 17.01367476 -72.35388379 16.99340497 -72.35040575 16.97791316 -72.35694963 16.99811814 -72.36049404 17.01367476 -72.35388379 17.01367476 -72.35388379
1121,473,ACS,WFC,10396,NGC416,16.995708,-72.355417,CLEAR1L,F814W,Gallagher,474,2006-03-08,clusters/ACS/10396_NGC416/j96121k1q_flt.fits,60.0,smc,NGC416,POLYGON 17.01367476 -72.35388379 16.99340497 -72.35040575 16.97791316 -72.35694963 16.99811814 -72.36049404 17.01367476 -72.35388379 17.01367476 -72.35388379
1122,474,ACS,WFC,10396,NGC416,16.995708,-72.355417,CLEAR1L,F814W,Gallagher,474,2006-03-08,clusters/ACS/10396_NGC416/j96121k3q_flt.fits,60.0,smc,NGC416,POLYGON 17.01367476 -72.35388379 16.99340497 -72.35040575 16.97791316 -72.35694963 16.99811814 -72.36049404 17.01367476 -72.35388379 17.01367476 -72.35388379
