# instrument detector propid target ra dec filter1 filter2 pr_inv exptime date-obs file
ACS WFC 12219 NGC1846-OUT 76.920000 -67.449083 F475W CLEAR2L Milone_Antonino 900 2011-04-17 clusters/ACS/12219_NGC1846-OUT/jbjt01z1q_flc.fits 
ACS WFC 12219 NGC1846-OUT 76.920000 -67.449083 F475W CLEAR2L Milone_Antonino 900 2011-04-17 clusters/ACS/12219_NGC1846-OUT/jbjt01z1q_flt.fits 
ACS WFC 12219 NGC1846-OUT 76.920000 -67.449083 F475W CLEAR2L Milone_Antonino 900 2011-04-17 clusters/ACS/12219_NGC1846-OUT/jbjt01zuq_flc.fits 
ACS WFC 12219 NGC1846-OUT 76.920000 -67.449083 F475W CLEAR2L Milone_Antonino 900 2011-04-17 clusters/ACS/12219_NGC1846-OUT/jbjt01zuq_flt.fits 
ACS WFC 12219 NGC1846-OUT 76.920000 -67.449083 F475W CLEAR2L Milone_Antonino 900 2011-04-17 clusters/ACS/12219_NGC1846-OUT/jbjt01zxq_flc.fits 
ACS WFC 12219 NGC1846-OUT 76.920000 -67.449083 F475W CLEAR2L Milone_Antonino 900 2011-04-17 clusters/ACS/12219_NGC1846-OUT/jbjt01zxq_flt.fits 
ACS WFC 12257 ANY 79.188820 -69.648342 F475W CLEAR2L Girardi_Leo 500 2012-01-21 clusters/ACS/12257_ANY/jbhy24e6q_flc.fits 
ACS WFC 12257 ANY 79.188820 -69.648342 F475W CLEAR2L Girardi_Leo 500 2012-01-21 clusters/ACS/12257_ANY/jbhy24e6q_flt.fits 
ACS WFC 12257 ANY 79.191049 -69.647847 F475W CLEAR2L Girardi_Leo 500 2012-01-21 clusters/ACS/12257_ANY/jbhy24e9q_flc.fits 
ACS WFC 12257 ANY 79.191049 -69.647847 F475W CLEAR2L Girardi_Leo 500 2012-01-21 clusters/ACS/12257_ANY/jbhy24e9q_flt.fits 
ACS WFC 12257 ANY 79.191087 -69.647802 CLEAR1L F814W Girardi_Leo 500 2012-01-21 clusters/ACS/12257_ANY/jbhy24edq_flc.fits 
ACS WFC 12257 ANY 79.191087 -69.647802 CLEAR1L F814W Girardi_Leo 500 2012-01-21 clusters/ACS/12257_ANY/jbhy24edq_flt.fits 
ACS WFC 12257 ANY 79.188983 -69.648282 CLEAR1L F814W Girardi_Leo 500 2012-01-21 clusters/ACS/12257_ANY/jbhy24ehq_flc.fits 
ACS WFC 12257 ANY 79.188983 -69.648282 CLEAR1L F814W Girardi_Leo 500 2012-01-21 clusters/ACS/12257_ANY/jbhy24ehq_flt.fits 
ACS WFC 12257 ANY 89.526266 -67.354204 F555W CLEAR2L Girardi_Leo 500 2011-10-09 clusters/ACS/12257_ANY/jbhy42plq_flc.fits 
ACS WFC 12257 ANY 89.526266 -67.354204 F555W CLEAR2L Girardi_Leo 500 2011-10-09 clusters/ACS/12257_ANY/jbhy42plq_flt.fits 
ACS WFC 12257 ANY 89.526388 -67.354200 F555W CLEAR2L Girardi_Leo 500 2011-10-09 clusters/ACS/12257_ANY/jbhy42poq_flc.fits 
ACS WFC 12257 ANY 89.526388 -67.354200 F555W CLEAR2L Girardi_Leo 500 2011-10-09 clusters/ACS/12257_ANY/jbhy42poq_flt.fits 
ACS WFC 12257 ANY 89.528223 -67.354745 CLEAR1L F814W Girardi_Leo 350 2011-10-09 clusters/ACS/12257_ANY/jbhy42psq_flc.fits 
ACS WFC 12257 ANY 89.528223 -67.354745 CLEAR1L F814W Girardi_Leo 350 2011-10-09 clusters/ACS/12257_ANY/jbhy42psq_flt.fits 
ACS WFC 12257 ANY 89.528109 -67.354717 CLEAR1L F814W Girardi_Leo 350 2011-10-09 clusters/ACS/12257_ANY/jbhy42pwq_flc.fits 
ACS WFC 12257 ANY 89.528109 -67.354717 CLEAR1L F814W Girardi_Leo 350 2011-10-09 clusters/ACS/12257_ANY/jbhy42pwq_flt.fits 
ACS WFC 9891 ESO121-SC03 90.505667 -60.522950 F555W CLEAR2L Gilmore_Gerard 330 2003-10-07 clusters/ACS/9891_ESO121-SC03/j8ne79sdq_flc.fits 
ACS WFC 9891 ESO121-SC03 90.505667 -60.522950 F555W CLEAR2L Gilmore_Gerard 330 2003-10-07 clusters/ACS/9891_ESO121-SC03/j8ne79sdq_flt.fits 
ACS WFC 9891 ESO121-SC03 90.505667 -60.522950 CLEAR1L F814W Gilmore_Gerard 200 2003-10-07 clusters/ACS/9891_ESO121-SC03/j8ne79smq_flc.fits 
ACS WFC 9891 ESO121-SC03 90.505667 -60.522950 CLEAR1L F814W Gilmore_Gerard 200 2003-10-07 clusters/ACS/9891_ESO121-SC03/j8ne79smq_flt.fits 
ACS WFC 9891 FORNAX6 40.028208 -34.421842 F555W CLEAR2L Gilmore_Gerard 0 2003-08-15 clusters/ACS/9891_FORNAX6/j8ne42fkq_flt.fits 
ACS WFC 9891 FORNAX6 40.028208 -34.421842 CLEAR1L F814W Gilmore_Gerard 0 2003-08-15 clusters/ACS/9891_FORNAX6/j8ne42fnq_flt.fits 
ACS WFC 9891 HODGE7 87.513333 -67.718792 F555W CLEAR2L Gilmore_Gerard 330 2003-10-07 clusters/ACS/9891_HODGE7/j8ne76rxq_flc.fits 
ACS WFC 9891 HODGE7 87.513333 -67.718792 F555W CLEAR2L Gilmore_Gerard 330 2003-10-07 clusters/ACS/9891_HODGE7/j8ne76rxq_flt.fits 
ACS WFC 9891 HODGE7 87.513333 -67.718792 CLEAR1L F814W Gilmore_Gerard 200 2003-10-07 clusters/ACS/9891_HODGE7/j8ne76s1q_flc.fits 
ACS WFC 9891 HODGE7 87.513333 -67.718792 CLEAR1L F814W Gilmore_Gerard 200 2003-10-07 clusters/ACS/9891_HODGE7/j8ne76s1q_flt.fits 
ACS WFC 9891 IC1660 18.157250 -71.761050 F555W CLEAR2L Gilmore_Gerard 73 2003-08-13 clusters/ACS/9891_IC1660/j8ne30mwq_flc.fits 
ACS WFC 9891 IC1660 18.157250 -71.761050 F555W CLEAR2L Gilmore_Gerard 73 2003-08-13 clusters/ACS/9891_IC1660/j8ne30mwq_flt.fits 
ACS WFC 9891 IC1660 18.157250 -71.761050 CLEAR1L F814W Gilmore_Gerard 58 2003-08-13 clusters/ACS/9891_IC1660/j8ne30myq_flc.fits 
ACS WFC 9891 IC1660 18.157250 -71.761050 CLEAR1L F814W Gilmore_Gerard 58 2003-08-13 clusters/ACS/9891_IC1660/j8ne30myq_flt.fits 
ACS WFC 9891 IC2146 84.446958 -74.783761 F555W CLEAR2L Gilmore_Gerard 250 2003-07-07 clusters/ACS/9891_IC2146/j8ne73izq_flc.fits 
ACS WFC 9891 IC2146 84.446958 -74.783761 F555W CLEAR2L Gilmore_Gerard 250 2003-07-07 clusters/ACS/9891_IC2146/j8ne73izq_flt.fits 
ACS WFC 9891 IC2146 84.446958 -74.783761 CLEAR1L F814W Gilmore_Gerard 170 2003-07-07 clusters/ACS/9891_IC2146/j8ne73j2q_flc.fits 
ACS WFC 9891 IC2146 84.446958 -74.783761 CLEAR1L F814W Gilmore_Gerard 170 2003-07-07 clusters/ACS/9891_IC2146/j8ne73j2q_flt.fits 
ACS WFC 9891 KRON1 5.358250 -73.747925 F555W CLEAR2L Gilmore_Gerard 480 2003-08-27 clusters/ACS/9891_KRON1/j8ne02usq_flc.fits 
ACS WFC 9891 KRON1 5.358250 -73.747925 F555W CLEAR2L Gilmore_Gerard 480 2003-08-27 clusters/ACS/9891_KRON1/j8ne02usq_flt.fits 
ACS WFC 9891 KRON1 5.358250 -73.747925 CLEAR1L F814W Gilmore_Gerard 290 2003-08-27 clusters/ACS/9891_KRON1/j8ne02uxq_flc.fits 
ACS WFC 9891 KRON1 5.358250 -73.747925 CLEAR1L F814W Gilmore_Gerard 290 2003-08-27 clusters/ACS/9891_KRON1/j8ne02uxq_flt.fits 
ACS WFC 9891 KRON21 10.350083 -72.890219 F555W CLEAR2L Gilmore_Gerard 480 2003-08-22 clusters/ACS/9891_KRON21/j8ne10x3q_flc.fits 
ACS WFC 9891 KRON21 10.350083 -72.890219 F555W CLEAR2L Gilmore_Gerard 480 2003-08-22 clusters/ACS/9891_KRON21/j8ne10x3q_flt.fits 
ACS WFC 9891 KRON21 10.350083 -72.890219 CLEAR1L F814W Gilmore_Gerard 290 2003-08-22 clusters/ACS/9891_KRON21/j8ne10x7q_flc.fits 
ACS WFC 9891 KRON21 10.350083 -72.890219 CLEAR1L F814W Gilmore_Gerard 290 2003-08-22 clusters/ACS/9891_KRON21/j8ne10x7q_flt.fits 
ACS WFC 9891 KRON34 13.889167 -72.832714 F555W CLEAR2L Gilmore_Gerard 165 2003-08-12 clusters/ACS/9891_KRON34/j8ne20mjq_flc.fits 
ACS WFC 9891 KRON34 13.889167 -72.832714 F555W CLEAR2L Gilmore_Gerard 165 2003-08-12 clusters/ACS/9891_KRON34/j8ne20mjq_flt.fits 
ACS WFC 9891 KRON34 13.889167 -72.832714 CLEAR1L F814W Gilmore_Gerard 130 2003-08-12 clusters/ACS/9891_KRON34/j8ne20mlq_flc.fits 
ACS WFC 9891 KRON34 13.889167 -72.832714 CLEAR1L F814W Gilmore_Gerard 130 2003-08-12 clusters/ACS/9891_KRON34/j8ne20mlq_flt.fits 
ACS WFC 9891 LINDSAY113 27.372208 -73.727897 F555W CLEAR2L Gilmore_Gerard 480 2004-06-03 clusters/ACS/9891_LINDSAY113/j8ne38q9q_flc.fits 
ACS WFC 9891 LINDSAY113 27.372208 -73.727897 F555W CLEAR2L Gilmore_Gerard 480 2004-06-03 clusters/ACS/9891_LINDSAY113/j8ne38q9q_flt.fits 
ACS WFC 9891 LINDSAY113 27.372208 -73.727897 CLEAR1L F814W Gilmore_Gerard 290 2004-06-03 clusters/ACS/9891_LINDSAY113/j8ne38qbq_flc.fits 
ACS WFC 9891 LINDSAY113 27.372208 -73.727897 CLEAR1L F814W Gilmore_Gerard 290 2004-06-03 clusters/ACS/9891_LINDSAY113/j8ne38qbq_flt.fits 
ACS WFC 9891 LINDSAY114 27.580042 -74.356528 F555W CLEAR2L Gilmore_Gerard 480 2003-08-07 clusters/ACS/9891_LINDSAY114/j8ne39zoq_flc.fits 
ACS WFC 9891 LINDSAY114 27.580042 -74.356528 F555W CLEAR2L Gilmore_Gerard 480 2003-08-07 clusters/ACS/9891_LINDSAY114/j8ne39zoq_flt.fits 
ACS WFC 9891 LINDSAY114 27.580042 -74.356528 CLEAR1L F814W Gilmore_Gerard 290 2003-08-07 clusters/ACS/9891_LINDSAY114/j8ne39zrq_flc.fits 
ACS WFC 9891 LINDSAY114 27.580042 -74.356528 CLEAR1L F814W Gilmore_Gerard 290 2003-08-07 clusters/ACS/9891_LINDSAY114/j8ne39zrq_flt.fits 
ACS WFC 9891 LINDSAY1 0.969708 -73.470414 F555W CLEAR2L Gilmore_Gerard 480 2003-07-11 clusters/ACS/9891_LINDSAY1/j8ne01i3q_flc.fits 
ACS WFC 9891 LINDSAY1 0.969708 -73.470414 F555W CLEAR2L Gilmore_Gerard 480 2003-07-11 clusters/ACS/9891_LINDSAY1/j8ne01i3q_flt.fits 
ACS WFC 9891 LINDSAY1 0.969708 -73.470414 CLEAR1L F814W Gilmore_Gerard 290 2003-07-11 clusters/ACS/9891_LINDSAY1/j8ne01i6q_flc.fits 
ACS WFC 9891 LINDSAY1 0.969708 -73.470414 CLEAR1L F814W Gilmore_Gerard 290 2003-07-11 clusters/ACS/9891_LINDSAY1/j8ne01i6q_flt.fits 
ACS WFC 9891 LINDSAY38 12.213417 -69.869994 F555W CLEAR2L Gilmore_Gerard 480 2004-06-03 clusters/ACS/9891_LINDSAY38/j8ne16tfq_flc.fits 
ACS WFC 9891 LINDSAY38 12.213417 -69.869994 F555W CLEAR2L Gilmore_Gerard 480 2004-06-03 clusters/ACS/9891_LINDSAY38/j8ne16tfq_flt.fits 
ACS WFC 9891 LINDSAY38 12.213417 -69.869994 CLEAR1L F814W Gilmore_Gerard 290 2004-06-03 clusters/ACS/9891_LINDSAY38/j8ne16thq_flc.fits 
ACS WFC 9891 LINDSAY38 12.213417 -69.869994 CLEAR1L F814W Gilmore_Gerard 290 2004-06-03 clusters/ACS/9891_LINDSAY38/j8ne16thq_flt.fits 
ACS WFC 9891 LINDSAY91 18.217417 -73.121322 F555W CLEAR2L Gilmore_Gerard 435 2003-08-24 clusters/ACS/9891_LINDSAY91/j8ne31ajq_flc.fits 
ACS WFC 9891 LINDSAY91 18.217417 -73.121322 F555W CLEAR2L Gilmore_Gerard 435 2003-08-24 clusters/ACS/9891_LINDSAY91/j8ne31ajq_flt.fits 
ACS WFC 9891 LINDSAY91 18.217417 -73.121322 CLEAR1L F814W Gilmore_Gerard 290 2003-08-24 clusters/ACS/9891_LINDSAY91/j8ne31aoq_flc.fits 
ACS WFC 9891 LINDSAY91 18.217417 -73.121322 CLEAR1L F814W Gilmore_Gerard 290 2003-08-24 clusters/ACS/9891_LINDSAY91/j8ne31aoq_flt.fits 
ACS WFC 9891 NGC1644 69.416625 -66.198469 F555W CLEAR2L Gilmore_Gerard 250 2003-10-07 clusters/ACS/9891_NGC1644/j8ne44qhq_flc.fits 
ACS WFC 9891 NGC1644 69.416625 -66.198469 F555W CLEAR2L Gilmore_Gerard 250 2003-10-07 clusters/ACS/9891_NGC1644/j8ne44qhq_flt.fits 
ACS WFC 9891 NGC1644 69.416625 -66.198469 CLEAR1L F814W Gilmore_Gerard 170 2003-10-07 clusters/ACS/9891_NGC1644/j8ne44qlq_flc.fits 
ACS WFC 9891 NGC1644 69.416625 -66.198469 CLEAR1L F814W Gilmore_Gerard 170 2003-10-07 clusters/ACS/9891_NGC1644/j8ne44qlq_flt.fits 
ACS WFC 9891 NGC1652 69.593583 -68.672644 F555W CLEAR2L Gilmore_Gerard 300 2003-10-07 clusters/ACS/9891_NGC1652/j8ne45q4q_flc.fits 
ACS WFC 9891 NGC1652 69.593583 -68.672644 F555W CLEAR2L Gilmore_Gerard 300 2003-10-07 clusters/ACS/9891_NGC1652/j8ne45q4q_flt.fits 
ACS WFC 9891 NGC1652 69.593583 -68.672644 CLEAR1L F814W Gilmore_Gerard 200 2003-10-07 clusters/ACS/9891_NGC1652/j8ne45q8q_flc.fits 
ACS WFC 9891 NGC1652 69.593583 -68.672644 CLEAR1L F814W Gilmore_Gerard 200 2003-10-07 clusters/ACS/9891_NGC1652/j8ne45q8q_flt.fits 
ACS WFC 9891 NGC1751 73.552292 -69.807422 F555W CLEAR2L Gilmore_Gerard 300 2003-10-07 clusters/ACS/9891_NGC1751/j8ne47qcq_flc.fits 
ACS WFC 9891 NGC1751 73.552292 -69.807422 F555W CLEAR2L Gilmore_Gerard 300 2003-10-07 clusters/ACS/9891_NGC1751/j8ne47qcq_flt.fits 
ACS WFC 9891 NGC1751 73.552292 -69.807422 CLEAR1L F814W Gilmore_Gerard 200 2003-10-07 clusters/ACS/9891_NGC1751/j8ne47qfq_flc.fits 
ACS WFC 9891 NGC1751 73.552292 -69.807422 CLEAR1L F814W Gilmore_Gerard 200 2003-10-07 clusters/ACS/9891_NGC1751/j8ne47qfq_flt.fits 
ACS WFC 9891 NGC1755 73.815667 -68.205422 F555W CLEAR2L Gilmore_Gerard 50 2003-08-08 clusters/ACS/9891_NGC1755/j8ne50ebq_flc.fits 
ACS WFC 9891 NGC1755 73.815667 -68.205422 F555W CLEAR2L Gilmore_Gerard 50 2003-08-08 clusters/ACS/9891_NGC1755/j8ne50ebq_flt.fits 
ACS WFC 9891 NGC1755 73.815667 -68.205422 CLEAR1L F814W Gilmore_Gerard 40 2003-08-08 clusters/ACS/9891_NGC1755/j8ne50edq_flc.fits 
ACS WFC 9891 NGC1755 73.815667 -68.205422 CLEAR1L F814W Gilmore_Gerard 40 2003-08-08 clusters/ACS/9891_NGC1755/j8ne50edq_flt.fits 
ACS WFC 9891 NGC1756 73.707417 -69.237331 F555W CLEAR2L Gilmore_Gerard 170 2003-08-12 clusters/ACS/9891_NGC1756/j8ne49maq_flc.fits 
ACS WFC 9891 NGC1756 73.707417 -69.237331 F555W CLEAR2L Gilmore_Gerard 170 2003-08-12 clusters/ACS/9891_NGC1756/j8ne49maq_flt.fits 
ACS WFC 9891 NGC1756 73.707417 -69.237331 CLEAR1L F814W Gilmore_Gerard 120 2003-08-12 clusters/ACS/9891_NGC1756/j8ne49mgq_flc.fits 
ACS WFC 9891 NGC1756 73.707417 -69.237331 CLEAR1L F814W Gilmore_Gerard 120 2003-08-12 clusters/ACS/9891_NGC1756/j8ne49mgq_flt.fits 
ACS WFC 9891 NGC1783 74.786000 -65.987997 F555W CLEAR2L Gilmore_Gerard 250 2003-10-07 clusters/ACS/9891_NGC1783/j8ne51roq_flc.fits 
ACS WFC 9891 NGC1783 74.786000 -65.987997 F555W CLEAR2L Gilmore_Gerard 250 2003-10-07 clusters/ACS/9891_NGC1783/j8ne51roq_flt.fits 
ACS WFC 9891 NGC1783 74.786000 -65.987997 CLEAR1L F814W Gilmore_Gerard 170 2003-10-07 clusters/ACS/9891_NGC1783/j8ne51rsq_flc.fits 
ACS WFC 9891 NGC1783 74.786000 -65.987997 CLEAR1L F814W Gilmore_Gerard 170 2003-10-07 clusters/ACS/9891_NGC1783/j8ne51rsq_flt.fits 
ACS WFC 9891 NGC1795 74.946917 -69.801267 F555W CLEAR2L Gilmore_Gerard 300 2003-08-09 clusters/ACS/9891_NGC1795/j8ne52jrq_flc.fits 
ACS WFC 9891 NGC1795 74.946917 -69.801267 F555W CLEAR2L Gilmore_Gerard 300 2003-08-09 clusters/ACS/9891_NGC1795/j8ne52jrq_flt.fits 
ACS WFC 9891 NGC1795 74.946917 -69.801267 CLEAR1L F814W Gilmore_Gerard 200 2003-08-09 clusters/ACS/9891_NGC1795/j8ne52jvq_flc.fits 
ACS WFC 9891 NGC1795 74.946917 -69.801267 CLEAR1L F814W Gilmore_Gerard 200 2003-08-09 clusters/ACS/9891_NGC1795/j8ne52jvq_flt.fits 
ACS WFC 9891 NGC1801 75.145458 -69.613533 F555W CLEAR2L Gilmore_Gerard 115 2003-10-08 clusters/ACS/9891_NGC1801/j8ne53zjq_flc.fits 
ACS WFC 9891 NGC1801 75.145458 -69.613533 F555W CLEAR2L Gilmore_Gerard 115 2003-10-08 clusters/ACS/9891_NGC1801/j8ne53zjq_flt.fits 
ACS WFC 9891 NGC1801 75.145458 -69.613533 CLEAR1L F814W Gilmore_Gerard 90 2003-10-08 clusters/ACS/9891_NGC1801/j8ne53znq_flc.fits 
ACS WFC 9891 NGC1801 75.145458 -69.613533 CLEAR1L F814W Gilmore_Gerard 90 2003-10-08 clusters/ACS/9891_NGC1801/j8ne53znq_flt.fits 
ACS WFC 9891 NGC1806 75.549875 -67.985814 F555W CLEAR2L Gilmore_Gerard 300 2003-08-12 clusters/ACS/9891_NGC1806/j8ne54mnq_flc.fits 
ACS WFC 9891 NGC1806 75.549875 -67.985814 F555W CLEAR2L Gilmore_Gerard 300 2003-08-12 clusters/ACS/9891_NGC1806/j8ne54mnq_flt.fits 
ACS WFC 9891 NGC1806 75.549875 -67.985814 CLEAR1L F814W Gilmore_Gerard 200 2003-08-12 clusters/ACS/9891_NGC1806/j8ne54mrq_flc.fits 
ACS WFC 9891 NGC1806 75.549875 -67.985814 CLEAR1L F814W Gilmore_Gerard 200 2003-08-12 clusters/ACS/9891_NGC1806/j8ne54mrq_flt.fits 
ACS WFC 9891 NGC1846 76.890083 -67.460636 F555W CLEAR2L Gilmore_Gerard 300 2003-10-08 clusters/ACS/9891_NGC1846/j8ne55z9q_flc.fits 
ACS WFC 9891 NGC1846 76.890083 -67.460636 F555W CLEAR2L Gilmore_Gerard 300 2003-10-08 clusters/ACS/9891_NGC1846/j8ne55z9q_flt.fits 
ACS WFC 9891 NGC1846 76.890083 -67.460636 CLEAR1L F814W Gilmore_Gerard 200 2003-10-08 clusters/ACS/9891_NGC1846/j8ne55zeq_flc.fits 
ACS WFC 9891 NGC1846 76.890083 -67.460636 CLEAR1L F814W Gilmore_Gerard 200 2003-10-08 clusters/ACS/9891_NGC1846/j8ne55zeq_flt.fits 
ACS WFC 9891 NGC1852 77.349333 -67.779047 F555W CLEAR2L Gilmore_Gerard 330 2003-10-07 clusters/ACS/9891_NGC1852/j8ne57pxq_flc.fits 
ACS WFC 9891 NGC1852 77.349333 -67.779047 F555W CLEAR2L Gilmore_Gerard 330 2003-10-07 clusters/ACS/9891_NGC1852/j8ne57pxq_flt.fits 
ACS WFC 9891 NGC1852 77.349333 -67.779047 CLEAR1L F814W Gilmore_Gerard 200 2003-10-07 clusters/ACS/9891_NGC1852/j8ne57q0q_flc.fits 
ACS WFC 9891 NGC1852 77.349333 -67.779047 CLEAR1L F814W Gilmore_Gerard 200 2003-10-07 clusters/ACS/9891_NGC1852/j8ne57q0q_flt.fits 
ACS WFC 9891 NGC1854 77.335167 -68.847856 F555W CLEAR2L Gilmore_Gerard 50 2003-10-07 clusters/ACS/9891_NGC1854/j8ne56qwq_flc.fits 
ACS WFC 9891 NGC1854 77.335167 -68.847856 F555W CLEAR2L Gilmore_Gerard 50 2003-10-07 clusters/ACS/9891_NGC1854/j8ne56qwq_flt.fits 
ACS WFC 9891 NGC1854 77.335167 -68.847856 CLEAR1L F814W Gilmore_Gerard 40 2003-10-07 clusters/ACS/9891_NGC1854/j8ne56qys_flc.fits 
ACS WFC 9891 NGC1854 77.335167 -68.847856 CLEAR1L F814W Gilmore_Gerard 40 2003-10-07 clusters/ACS/9891_NGC1854/j8ne56qys_flt.fits 
ACS WFC 9891 NGC1858 77.492000 -68.904978 F555W CLEAR2L Gilmore_Gerard 20 2003-10-08 clusters/ACS/9891_NGC1858/j8ne58ymq_flc.fits 
ACS WFC 9891 NGC1858 77.492000 -68.904978 F555W CLEAR2L Gilmore_Gerard 20 2003-10-08 clusters/ACS/9891_NGC1858/j8ne58ymq_flt.fits 
ACS WFC 9891 NGC1858 77.492000 -68.904978 CLEAR1L F814W Gilmore_Gerard 20 2003-10-08 clusters/ACS/9891_NGC1858/j8ne58yoq_flc.fits 
ACS WFC 9891 NGC1858 77.492000 -68.904978 CLEAR1L F814W Gilmore_Gerard 20 2003-10-08 clusters/ACS/9891_NGC1858/j8ne58yoq_flt.fits 
ACS WFC 9891 NGC1872 78.298833 -69.312764 F555W CLEAR2L Gilmore_Gerard 115 2003-09-21 clusters/ACS/9891_NGC1872/j8ne59vyq_flc.fits 
ACS WFC 9891 NGC1872 78.298833 -69.312764 F555W CLEAR2L Gilmore_Gerard 115 2003-09-21 clusters/ACS/9891_NGC1872/j8ne59vyq_flt.fits 
ACS WFC 9891 NGC1872 78.298833 -69.312764 CLEAR1L F814W Gilmore_Gerard 90 2003-09-21 clusters/ACS/9891_NGC1872/j8ne59w3q_flc.fits 
ACS WFC 9891 NGC1872 78.298833 -69.312764 CLEAR1L F814W Gilmore_Gerard 90 2003-09-21 clusters/ACS/9891_NGC1872/j8ne59w3q_flt.fits 
ACS WFC 9891 NGC1903 79.343958 -69.337711 F555W CLEAR2L Gilmore_Gerard 50 2004-06-02 clusters/ACS/9891_NGC1903/j8ne60kkq_flc.fits 
ACS WFC 9891 NGC1903 79.343958 -69.337711 F555W CLEAR2L Gilmore_Gerard 50 2004-06-02 clusters/ACS/9891_NGC1903/j8ne60kkq_flt.fits 
ACS WFC 9891 NGC1903 79.343958 -69.337711 CLEAR1L F814W Gilmore_Gerard 40 2004-06-02 clusters/ACS/9891_NGC1903/j8ne60kmq_flc.fits 
ACS WFC 9891 NGC1903 79.343958 -69.337711 CLEAR1L F814W Gilmore_Gerard 40 2004-06-02 clusters/ACS/9891_NGC1903/j8ne60kmq_flt.fits 
ACS WFC 9891 NGC1917 79.759292 -69.000517 F555W CLEAR2L Gilmore_Gerard 300 2003-10-08 clusters/ACS/9891_NGC1917/j8ne61ytq_flc.fits 
ACS WFC 9891 NGC1917 79.759292 -69.000517 F555W CLEAR2L Gilmore_Gerard 300 2003-10-08 clusters/ACS/9891_NGC1917/j8ne61ytq_flt.fits 
ACS WFC 9891 NGC1917 79.759292 -69.000517 CLEAR1L F814W Gilmore_Gerard 200 2003-10-08 clusters/ACS/9891_NGC1917/j8ne61yxq_flc.fits 
ACS WFC 9891 NGC1917 79.759292 -69.000517 CLEAR1L F814W Gilmore_Gerard 200 2003-10-08 clusters/ACS/9891_NGC1917/j8ne61yxq_flt.fits 
ACS WFC 9891 NGC1928 80.239625 -69.478206 F555W CLEAR2L Gilmore_Gerard 330 2003-08-23 clusters/ACS/9891_NGC1928/j8ne62ztq_flc.fits 
ACS WFC 9891 NGC1928 80.239625 -69.478206 F555W CLEAR2L Gilmore_Gerard 330 2003-08-23 clusters/ACS/9891_NGC1928/j8ne62ztq_flt.fits 
ACS WFC 9891 NGC1928 80.239625 -69.478206 CLEAR1L F814W Gilmore_Gerard 200 2003-08-23 clusters/ACS/9891_NGC1928/j8ne62zvq_flc.fits 
ACS WFC 9891 NGC1928 80.239625 -69.478206 CLEAR1L F814W Gilmore_Gerard 200 2003-08-23 clusters/ACS/9891_NGC1928/j8ne62zvq_flt.fits 
ACS WFC 9891 NGC1939 80.360958 -69.949497 F555W CLEAR2L Gilmore_Gerard 330 2003-07-27 clusters/ACS/9891_NGC1939/j8ne63tqq_flc.fits 
ACS WFC 9891 NGC1939 80.360958 -69.949497 F555W CLEAR2L Gilmore_Gerard 330 2003-07-27 clusters/ACS/9891_NGC1939/j8ne63tqq_flt.fits 
ACS WFC 9891 NGC1939 80.360958 -69.949497 CLEAR1L F814W Gilmore_Gerard 200 2003-07-27 clusters/ACS/9891_NGC1939/j8ne63ttq_flc.fits 
ACS WFC 9891 NGC1939 80.360958 -69.949497 CLEAR1L F814W Gilmore_Gerard 200 2003-07-27 clusters/ACS/9891_NGC1939/j8ne63ttq_flt.fits 
ACS WFC 9891 NGC1943 80.622875 -70.154489 F555W CLEAR2L Gilmore_Gerard 50 2003-10-07 clusters/ACS/9891_NGC1943/j8ne64r0q_flc.fits 
ACS WFC 9891 NGC1943 80.622875 -70.154489 F555W CLEAR2L Gilmore_Gerard 50 2003-10-07 clusters/ACS/9891_NGC1943/j8ne64r0q_flt.fits 
ACS WFC 9891 NGC1943 80.622875 -70.154489 CLEAR1L F814W Gilmore_Gerard 40 2003-10-07 clusters/ACS/9891_NGC1943/j8ne64r2q_flc.fits 
ACS WFC 9891 NGC1943 80.622875 -70.154489 CLEAR1L F814W Gilmore_Gerard 40 2003-10-07 clusters/ACS/9891_NGC1943/j8ne64r2q_flt.fits 
ACS WFC 9891 NGC1953 81.367167 -68.837808 F555W CLEAR2L Gilmore_Gerard 115 2003-10-07 clusters/ACS/9891_NGC1953/j8ne65qoq_flc.fits 
ACS WFC 9891 NGC1953 81.367167 -68.837808 F555W CLEAR2L Gilmore_Gerard 115 2003-10-07 clusters/ACS/9891_NGC1953/j8ne65qoq_flt.fits 
ACS WFC 9891 NGC1953 81.367167 -68.837808 CLEAR1L F814W Gilmore_Gerard 90 2003-10-07 clusters/ACS/9891_NGC1953/j8ne65qqq_flc.fits 
ACS WFC 9891 NGC1953 81.367167 -68.837808 CLEAR1L F814W Gilmore_Gerard 90 2003-10-07 clusters/ACS/9891_NGC1953/j8ne65qqq_flt.fits 
ACS WFC 9891 NGC1978 82.187208 -66.236561 F555W CLEAR2L Gilmore_Gerard 300 2003-10-07 clusters/ACS/9891_NGC1978/j8ne69s5q_flc.fits 
ACS WFC 9891 NGC1978 82.187208 -66.236561 F555W CLEAR2L Gilmore_Gerard 300 2003-10-07 clusters/ACS/9891_NGC1978/j8ne69s5q_flt.fits 
ACS WFC 9891 NGC1978 82.187208 -66.236561 CLEAR1L F814W Gilmore_Gerard 200 2003-10-07 clusters/ACS/9891_NGC1978/j8ne69s8q_flc.fits 
