Names,RAJ2000,DEJ2000,Type,amaj,amin,PA,Com,SimbadName
@string,ra,dec,string,float,float,int,string,string
"H88-48,KMHK333",74.27916667,-67.83,C,0.600000024,0.550000012,70,,KMHK333
BSDL320,74.28333333,-70.11166667,C,0.400000006,0.400000006,0,,BSDL320
"HDE268726,Sk-66o36,HT1",74.28333333,-66.39,CN,0.449999988,0.449999988,0,in NGC1763,HDE268726
BSDL297,74.2875,-66.97777778,CA,0.649999976,0.5,0,in Shapley-VI,BSDL297
H88-44,74.29166667,-65.74666667,CA,0.349999994,0.25,80,in DEML43,H88 44
KMHK329,74.29166667,-66.69666667,C,0.699999988,0.600000024,160,in Shapley-VI,KMHK329
GKK-O258,74.3,-66.73333333,CA,1.460000038,1.460000038,0,,[GKK2003] O258
GKK-O257,74.3,-67.08333333,CA,1.460000038,1.460000038,0,,[GKK2003] O257
KMHK332,74.30416667,-66.88472222,C,0.800000012,0.699999988,70,in Shapley-VI,KMHK332
HCD01-1,74.31666667,-66.38916667,C,0.029999999,0.029999999,0,in IC2116,NONAME
KMHK355,74.3375,-70.48305556,C,0.600000024,0.449999988,150,,KMHK355
"SL126,ESO85SC21,KMHK322",74.34166667,-62.53472222,C,1.299999952,1.299999952,0,,[SL63] 126
"SL132,KMHK348",74.35833333,-67.68527778,C,1.100000024,0.899999976,80,,[SL63] 132
"SL131,KMHK336",74.3625,-65.825,C,0.899999976,0.800000012,10,in LMC-N10,[SL63] 131
"SL134,KMHK349",74.375,-68.36305556,CN,0.949999988,0.800000012,120,in BSDL332,[SL63] 134
KMHK346,74.375,-66.91083333,CA,1.200000048,1,80,"mP,in Shapley-VI",KMHK346
"SL136,KMHK352",74.375,-69.0525,C,1.200000048,1.200000048,0,,[SL63] 136
"SL133,LW99,KMHK337",74.39166667,-65.26777778,C,1.399999976,1.299999952,130,,[SL63] 133
"LW100,KMHK342",74.39583333,-65.665,C,0.550000012,0.550000012,0,in DEML43,LW100
"H88-49,H80F1-33",74.4125,-69.29861111,CA,0.5,0.449999988,140,,H88 49
BSDL322,74.42916667,-66.40833333,C,0.5,0.5,0,in LMC-N11,BSDL322
HRR1,74.43333333,-66.46111111,C,0.07,0.07,0,"rel Sk-66 41,in NGC1769",NONAME
BSDL330,74.4375,-67.08944444,CA,0.400000006,0.300000012,50,in Shapley-VI,BSDL330
"NGC1789,SL144,LW104,ESO56SC37,",74.4625,-71.90166667,C,1.799999952,1.799999952,0,& KMHK375,NGC 1789
"NGC1782,SL140,ESO56SC36,KMHK363",74.4625,-69.39305556,C,1.200000048,1.100000024,110,in LH8,NGC 1782
"LW102,KMHK350",74.46666667,-65.47472222,C,0.800000012,0.699999988,50,,LW102
"SL138,KMHK354",74.47083333,-66.72638889,C,1,1,0,in Shapley-VI,[SL63] 138
"H88-51,H80F1-34,KMHK359",74.47083333,-68.5775,CA,0.949999988,0.850000024,100,in BSDL336,KMHK359
"LW103,KMHK353",74.47916667,-65.81555556,C,1.100000024,1,30,in LMC-N10,LW103
"SL139,KMHK358",74.48333333,-68.19944444,C,1,1,0,,[SL63] 139
BSDL333,74.5,-66.39083333,C,0.349999994,0.349999994,0,in LMC-N11,BSDL333
"NGC1774,SL141,ESO85SC26,KMHK360,",74.525,-67.24222222,C,1.700000048,1.5,60,in Shapley-VI & GKK-O255,NGC 1774
"LW106,KMHK399",74.52916667,-75.54111111,C,1,1,0,,LW106
"KMHK376,GKK-O110",74.53333333,-70.40305556,CA,0.949999988,0.699999988,40,in BSDL352,KMHK376
"H88-52,KMHK365",74.54166667,-68.06027778,CA,0.949999988,0.850000024,50,mP,H88 52
"HS76,KMHK370",74.54166667,-69.06083333,C,0.699999988,0.600000024,140,,[HS66] 76
"H88-58,H80F1-36",74.54583333,-68.58166667,CA,0.5,0.400000006,150,in BSDL336,H88 58
BSDL354,74.55,-71.27111111,CA,0.5,0.449999988,40,,BSDL354
BSDL346,74.55416667,-70.07916667,CA,0.449999988,0.449999988,0,mP,BSDL346
"SL142,LW105,KMHK357",74.55833333,-65.39111111,C,1,0.899999976,170,,[SL63] 142
"H88-55,KMHK367",74.55833333,-67.76833333,C,1.100000024,1,130,,KMHK367
"H88-57,H80F1-39",74.55833333,-68.94138889,CA,0.850000024,0.699999988,130,,H88 57
BSDL341,74.5625,-68.04916667,CA,0.600000024,0.5,120,mP,BSDL341
"LW107,KMHK396",74.5625,-74.70388889,C,1.200000048,1.200000048,0,,LW107
"H88-59,H80F1-37,KMHK371",74.56666667,-68.82166667,C,0.649999976,0.550000012,160,"mP,in SGshell-LMC6",H88 59
H88-65,74.57083333,-74.58027778,C,0.550000012,0.449999988,70,,H88 65
"SL143,KMHK364",74.57083333,-67.05111111,C,0.899999976,0.75,70,in Shapley-VI,[SL63] 143
"SL146,KMHK377",74.57083333,-70.08083333,CA,1.200000048,0.850000024,0,mP,[SL63] 146
KMHK366,74.575,-66.97861111,CA,0.600000024,0.550000012,10,"in Shapley-VI,br*in",KMHK366
"H88-54,KMHK369,GKK-O223",74.5875,-67.47916667,CA,0.800000012,0.699999988,90,,KMHK369
BSDL349,74.59166667,-69.60305556,C,0.449999988,0.400000006,150,"mP,in SGshell-LMC7",BSDL349
KMHK378,74.59166667,-69.80305556,C,0.550000012,0.449999988,30,in SGshell-LMC7,KMHK378
BSDL351,74.6,-69.60388889,C,0.449999988,0.400000006,20,"mP,in SGshell-LMC7",BSDL351
"HS77,KMHK373",74.61666667,-67.37611111,CA,0.899999976,0.649999976,110,in Shapley-VI,[HS66] 77
"H88-61,H80F1-41,KMHK379",74.62916667,-69.165,CA,0.600000024,0.5,10,,KMHK379
GKK-O259,74.65,-67.46666667,CA,1.460000038,1.460000038,0,,[GKK2003] O259
BSDL348,74.65833333,-67.33388889,C,0.449999988,0.449999988,0,in Shapley-VI,BSDL348
"NGC1776,SL145,ESO85SC28,KMHK374",74.6625,-66.42944444,C,1.299999952,1.200000048,40,sup LMC-N10,NGC 1776
BSDL365,74.67083333,-70.5275,CA,0.550000012,0.5,70,,BSDL365
BSDL358,74.67916667,-68.84472222,CA,0.449999988,0.400000006,40,"in NGC1785,br*in",BSDL358
"LW110,KMHK414",74.69166667,-75.21944444,C,0.850000024,0.850000024,0,,LW110
"H88-69,H80F1-42,KMHK381w",74.69166667,-68.63833333,CA,0.600000024,0.550000012,70,"mP,in SGshell-LMC6",H88 69
GKK-O82,74.7,-70.88333333,CA,1.460000038,1.460000038,0,,[GKK2003] O82
KMHK381e,74.70416667,-68.63638889,CA,0.449999988,0.349999994,150,"mP,in SGshell-LMC6",KMHK381
H88-66,74.70833333,-67.82722222,C,0.550000012,0.449999988,100,,H88 66
"SL151,KMHK388",74.7125,-69.95777778,C,1.299999952,1.200000048,170,,[SL63] 151
"SL157,LW109,KMHK398",74.725,-72.37888889,C,1.100000024,1,80,,[SL63] 157
H88-67,74.725,-67.84694444,CA,0.550000012,0.5,140,,H88 67
"SL150,ESO56SC40,KMHK386",74.74583333,-69.21722222,C,1,0.899999976,140,not NGC1785,[SL63] 150
"SL147,KMHK380",74.74583333,-66.79527778,C,0.699999988,0.649999976,140,in Shapley-VI,[SL63] 147
"H88-68,H80F1-44,KMHK389",74.75416667,-69.04222222,C,0.550000012,0.449999988,110,,KMHK389
KMHK417,74.76666667,-74.79444444,C,0.699999988,0.699999988,0,,KMHK417
"NGC1786,SL149,ESO56SC39,KMHK385",74.775,-67.745,C,2,2,0,br*sup  Globular Cluster,NGC 1786
"NGC1791,SL155,ESO56SC41,KMHK391",74.775,-70.16805556,CA,1.200000048,1,30,"mP,in LMC-N186E",NGC 1791
"NGC1783,SL148,ESO85SC29,KMHK383",74.78333333,-65.98833333,C,5.300000191,4.699999809,60,sup LMC-N10,NGC 1783
H88-64,74.79166667,-66.285,C,0.449999988,0.349999994,150,in LMC-N10,H88 64
H88-63,74.79166667,-65.72222222,C,0.449999988,0.349999994,40,in BSDL359,H88 63
"SL154,H88-73,KMHK390",74.80833333,-67.90833333,C,1.200000048,1.200000048,0,,[SL63] 154
"OHSC4,KMHK426",74.80833333,-75.13277778,C,0.649999976,0.649999976,0,,OHSC4
"SL158,KMHK397",74.80833333,-70.25666667,C,1.299999952,1.299999952,0,in Shapley-VIII,[SL63] 158
"H88-72,H80F1-45,BRHT61b,KMHK392",74.82083333,-68.84833333,C,0.600000024,0.550000012,100,"mP,in SGshell-LMC6",H88 72
"SL166,LW111,KMHK419",74.825,-74.65277778,C,1.100000024,0.949999988,60,,[SL63] 166
"SL152,LW108,KMHK384",74.82916667,-65.55833333,C,1.399999976,1.399999976,0,sup DEML43,[SL63] 152
BRHT61a,74.82916667,-68.84333333,CA,0.550000012,0.5,50,"mP,in SGshell-LMC6,br*in",BRHT61a
"SL153,KMHK387",74.83333333,-66.31861111,C,1.399999976,1.399999976,0,sup LMC-N10,[SL63] 153
"SL164,KMHK409",74.85,-71.55638889,C,1.200000048,1.200000048,0,,[SL63] 164
"SL160,KMHK402",74.8625,-70.41611111,C,1.100000024,1,30,in Shapley-VIII,[SL63] 160
"HS78,KMHK400",74.89583333,-68.87527778,CA,0.800000012,0.649999976,50,,[HS66] 78
GKK-O50,74.9,-71.91666667,CA,1.460000038,1.460000038,0,,[GKK2003] O50
"SL156,KMHK394",74.90416667,-66.82444444,C,0.899999976,0.75,100,"mT,in Shapley-VI",[SL63] 156
"NGC1793,SL163,ESO56SC43,KMHK405,",74.90833333,-69.5575,C,1.299999952,1.100000024,130,& GKK-A101,NGC 1793
"NGC1795,SL165,ESO56SC44,KMHK411",74.94166667,-69.80111111,C,1.399999976,1.299999952,170,,NGC 1795
"H88-80,H80F1-46",74.94166667,-68.72222222,C,0.400000006,0.349999994,110,in SGshell-LMC6,H88 80
BSDL398,74.94583333,-71.42722222,CA,0.400000006,0.300000012,150,in BSDL401,BSDL398
"HS80,KMHK408",74.95,-68.95888889,C,0.800000012,0.600000024,150,,[HS66] 80
KMHK403,74.95,-68.31555556,C,0.649999976,0.600000024,60,,KMHK403
H88-75,74.95833333,-65.65055556,C,0.600000024,0.600000024,0,in KKDAB-LH15IV,H88 75
BSDL394,74.95833333,-70.1575,CN,0.449999988,0.400000006,30,in LMC-N186E,BSDL394
"SL162,H88-79,KMHK406",74.97083333,-67.92361111,C,1.100000024,1,150,sup DEML45,[SL63] 162
BRHT62b,74.9875,-67.80472222,C,0.600000024,0.550000012,50,"mP,br*in",BRHT62b
"SL161,KMHK401",74.99166667,-66.18861111,C,0.949999988,0.850000024,100,in LMC-N10,[SL63] 161
"HS81,KMHK415,LOGLE1",75,-69.51083333,C,0.899999976,0.800000012,130,,[HS66] 81
"BRHT62a,H88-84,KMHK412",75.02083333,-67.80083333,C,0.949999988,0.850000024,90,mP,BRHT62a
H88-77,75.0375,-65.75,C,0.550000012,0.550000012,0,in NGC1787,H88 77
"LW112,KMHK404",75.04166667,-65.42388889,C,0.800000012,0.699999988,30,in?DEML43,LW112
LOGLE2,75.04583333,-68.61527778,C,0.170000002,0.170000002,0,,OGLE-CL LMC 2
GKK-O43,75.05,-71.68333333,CA,2.920000076,2.920000076,0,,[GKK2003] O43
KMHK453,75.05416667,-75.75222222,C,0.899999976,0.649999976,70,,KMHK453
"BSDL403,LOGLE3",75.0625,-69.15611111,C,0.550000012,0.449999988,170,in BSDL400,BSDL403
KMHK447,75.0625,-74.75194444,C,0.649999976,0.649999976,0,,KMHK447
KMHK431,75.07083333,-71.59194444,C,0.349999994,0.349999994,0,in BSDL417,KMHK431
H88-82,75.075,-65.97305556,C,0.449999988,0.400000006,20,in LMC-N10,H88 82
"LW113,KMHK410",75.075,-65.47833333,C,0.800000012,0.800000012,0,in?DEML43,LW113
"H88-85,H80F1-48,LOGLE4",75.0875,-69.10694444,C,0.850000024,0.600000024,140,,H88 85
"SL169,BRHT26a,KMHK430",75.09166667,-70.94444444,C,0.850000024,0.75,80,mP in GKK-A068,[SL63] 169
"H88-86,H80F1-49",75.1125,-69.1275,CA,0.550000012,0.449999988,60,,H88 86
"HS83,KMHK421,LOGLE5",75.1125,-68.77277778,C,1,0.899999976,130,,[HS66] 83
H88-83,75.11666667,-66.18388889,CA,0.699999988,0.600000024,80,in LMC-N10,H88 83
"KMHK423,LOGLE6",75.12083333,-68.64111111,C,0.550000012,0.449999988,160,in SGshell-LMC6,KMHK423
BSDL405,75.12083333,-68.1975,C,0.449999988,0.400000006,40,,BSDL405
KMHK424,75.125,-68.45666667,C,0.800000012,0.600000024,120,in BSDL408,KMHK424
"SL171,BRHT26b,KMHK434",75.1375,-70.94833333,C,0.850000024,0.850000024,0,mP,[SL63] 171
"NGC1801,SL170,ESO56SC45,KMHK429,",75.14166667,-69.61388889,C,2.200000048,1.899999976,160,& GKK-O148,NGC 1801
BSDL421,75.1625,-70.22888889,CA,0.949999988,0.899999976,110,in Shapley-VIII,BSDL421
BSDL424,75.16666667,-70.5325,C,0.449999988,0.400000006,20,"mP,in Shapley-VIII",BSDL424
"SL167,KMHK422",75.17083333,-66.89361111,C,1.399999976,1.299999952,50,,[SL63] 167
"HS87,LOGLE7",75.17083333,-69.34138889,C,0.600000024,0.550000012,80,,[HS66] 87
BSDL428,75.17916667,-70.53305556,C,0.349999994,0.300000012,30,"mP,in Shapley-VIII",BSDL428
"SL168,LW114,KMHK418",75.18333333,-65.455,C,1.100000024,1.100000024,0,sup DEML43,[SL63] 168
"KMHK454,GKK-O76",75.19583333,-71.05638889,CA,1.600000024,1.100000024,60,,KMHK454
SL175,75.20833333,-71.05444444,C,0.800000012,0.649999976,40,in KMHK454,[SL63] 175
"HS85,KMHK428",75.2125,-67.80388889,C,1.100000024,0.949999988,170,,[HS66] 85
"HS84,KMHK425",75.2125,-65.83,C,0.800000012,0.600000024,20,in NGC1787,[HS66] 84
"H88-89,KMHK433",75.2375,-67.74527778,C,0.550000012,0.5,80,in BSDL419,KMHK433
"HS90,KMHK441",75.2375,-70.17388889,C,1,0.899999976,130,in Shapley-VIII,[HS66] 90
"HS86,KMHK435",75.25416667,-67.91694444,CA,1.200000048,1,50,,[HS66] 86
KMHK432,75.25833333,-66.74777778,CA,0.850000024,0.75,50,,KMHK432
"HS88,KMHK436",75.2625,-68.0825,C,0.649999976,0.550000012,120,in BSDL427,[HS66] 88
"NGC1804,SL172,ESO56SC46,LOGLE8",75.26666667,-69.0825,C,0.949999988,0.850000024,170,,NGC 1804
H88-88,75.27083333,-66.33416667,C,0.600000024,0.5,60,in LMC-N10,H88 88
KMHK442,75.275,-69.59444444,C,0.550000012,0.449999988,160,,KMHK442
BSDL430,75.28333333,-68.20111111,CA,0.400000006,0.349999994,110,in DEML52,BSDL430
"LW115,KMHK427",75.29166667,-64.25444444,C,0.600000024,0.5,50,in BSDL416,LW115
"SL174,KMHK439",75.29583333,-67.81805556,C,1.5,1.399999976,130,,[SL63] 174
"H88-90,KMHK438,LOGLE9",75.3125,-67.53888889,C,0.899999976,0.800000012,130,,H88 90
BSDL433,75.31666667,-68.14805556,CA,0.649999976,0.550000012,70,,BSDL433
"BSDL438,LOGLE10",75.31666667,-69.20027778,C,0.75,0.600000024,120,,BSDL438
"BSDL429,LOGLE11",75.32083333,-67.30194444,C,0.899999976,0.800000012,50,mT,BSDL429
"H88-91,KMHK437",75.3375,-65.92277778,C,0.75,0.649999976,170,in KKDAB-LH15II,KMHK437
BSDL434,75.3375,-67.43166667,CA,0.349999994,0.300000012,20,,BSDL434
"SL173,KMHK440,LOGLE12",75.34166667,-67.29416667,C,1,0.899999976,90,mT,[SL63] 173
"H88-96,H80F1-51,LOGLE13",75.35,-68.87305556,C,0.850000024,0.75,30,,H88 96
"LW118,KMHK465",75.35,-73.14333333,C,0.75,0.649999976,110,,LW118
H88-93,75.35833333,-67.63361111,C,0.400000006,0.349999994,150,in ZHT5,H88 93
"SL185,LW116",75.3625,-73.06305556,C,1,0.850000024,40,in KMHK466,[SL63] 185
LOGLE14,75.3625,-67.29527778,C,0.400000006,0.400000006,0,mT,OGLE-CL LMC 14
"H88-92,KMHK443,LOGLE16",75.37083333,-67.34972222,C,0.449999988,0.400000006,70,,H88 92
"SL176,KMHK448,LOGLE15",75.37083333,-68.71222222,C,1,0.899999976,0,,[SL63] 176
"BSDL447,LOGLE17",75.38333333,-69.535,C,0.800000012,0.649999976,30,,BSDL447
"SL183,KMHK460",75.3875,-71.63055556,C,1,0.850000024,70,,[SL63] 183
"SL180,LOGLE18",75.40416667,-69.03833333,C,1.399999976,1.399999976,0,,[SL63] 180
"BSDL441,LOGLE19",75.4125,-67.175,C,0.800000012,0.649999976,0,,BSDL441
"SL179,KMHK449,LOGLE21",75.425,-70.06666667,C,1.200000048,1.100000024,30,,[SL63] 179
"HS91,KMHK446",75.425,-66.39166667,C,0.949999988,0.850000024,0,,[HS66] 91
"KMHK451,LOGLE20",75.4375,-67.56694444,C,0.699999988,0.5,160,,KMHK451
"SL178,ESO85SC31,KMHK445",75.4375,-65.82388889,C,1.100000024,1.100000024,0,in NGC1787,[SL63] 178
LOGLE22,75.44166667,-69.39916667,C,0.25999999,0.25999999,0,,OGLE-CL LMC 22
"SL177,LW117,KMHK444",75.44166667,-65.49,C,0.850000024,0.699999988,30,sup?DEML43,[SL63] 177
GKK-O44,75.45,-71.9,CA,2.920000076,2.920000076,0,,[GKK2003] O44
GKK-O151,75.45,-70.06666667,CA,1.460000038,1.460000038,0,,[GKK2003] O151
"H88-97,KMHK452,LOGLE23",75.45,-67.47361111,C,1.100000024,0.949999988,130,,H88 97
H88-94,75.45416667,-65.75138889,C,0.699999988,0.649999976,40,in DEML43,H88 94
"BSDL445,LOGLE24",75.45833333,-66.865,C,1,0.800000012,100,,BSDL445
KMHK461,75.4625,-69.91916667,C,0.649999976,0.550000012,30,,KMHK461
"SL181,LOGLE25",75.46666667,-69.21444444,C,1.200000048,1.100000024,70,,[SL63] 181
LOGLE26,75.46666667,-67.58805556,C,0.660000026,0.660000026,0,,OGLE-CL LMC 26
OHSC5,75.47083333,-75.46833333,C,0.75,0.75,0,,OHSC5
KMHK464,75.475,-70.52305556,CA,1.100000024,0.949999988,110,in Shapley-VIII,KMHK464
"H88-95,KMHK450",75.475,-66.255,C,0.550000012,0.550000012,0,,KMHK450
KMHK457,75.475,-68.39444444,CA,0.949999988,0.899999976,70,,KMHK457
"BSDL448,LOGLE27",75.48333333,-67.53194444,C,0.400000006,0.349999994,160,,BSDL448
LOGLE28,75.50416667,-67.36861111,C,1.559999943,1.559999943,0,,OGLE-CL LMC 28
BSDL458,75.52083333,-69.97333333,CA,0.600000024,0.5,110,,BSDL458
"KMHK456,LOGLE29",75.525,-66.75527778,C,0.899999976,0.899999976,0,,KMHK456
"SL187,LW119,KMHK470",75.54166667,-72.12388889,C,1.5,1.5,0,,[SL63] 187
"NGC1806,SL184,ESO56SC47,KMHK462",75.54583333,-67.98805556,C,2.5,2.5,0,mP,NGC 1806
BSDL456,75.54583333,-67.99361111,C,0.550000012,0.550000012,0,mP,BSDL456
GKK-O39,75.55,-71.83333333,CA,2.920000076,2.920000076,0,,[GKK2003] O39
GKK-O30,75.55,-71.68333333,CA,1.460000038,1.460000038,0,,[GKK2003] O30
KMHK471,75.55416667,-70.83694444,C,0.550000012,0.5,100,,KMHK471
GKK-O108,75.575,-70.61666667,CA,1.460000038,1.460000038,0,,[GKK2003] O108
"HS92,KMHK467",75.575,-68.545,C,0.550000012,0.550000012,0,,[HS66] 92
"BSDL463,LOGLE30",75.57916667,-69.535,C,0.649999976,0.649999976,0,,BSDL463
KMHK458se,75.57916667,-65.54388889,C,0.5,0.5,0,"mP,in DEML43?",KMHK458
"NGC1805,SL186,ESO85SC32,KMHK459",75.5875,-66.11166667,C,1.799999952,1.600000024,80,,NGC 1805
BSDL466,75.59166667,-70.30861111,CA,0.550000012,0.449999988,120,in Shapley-VIII,BSDL466
GKK-O72,75.6,-71.51666667,CA,1.460000038,1.460000038,0,,[GKK2003] O72
GKK-O29,75.6,-71.71666667,CA,1.460000038,1.460000038,0,,[GKK2003] O29
"SL192,LW121,KMHK489",75.6125,-74.86416667,C,1.5,1.299999952,30,,[SL63] 192
"NGC1815,SL189,ESO56SC49,KMHK469",75.6125,-70.62083333,C,1.200000048,1,60,in DEML55,NGC 1815
ZHT7,75.6125,-67.80138889,CA,0.349999994,0.300000012,140,in BSDL461,ZHT AN 7
"HS94,KMHK468",75.61666667,-70.29222222,C,0.800000012,0.699999988,130,in Shapley-VIII,[HS66] 94
ZHT2,75.62083333,-66.61083333,CA,0.600000024,0.449999988,70,in DEML56,ZHT AN 2
"HS93,KMHK463",75.625,-66.01166667,C,0.800000012,0.699999988,70,in KKDAB-LH15III,[HS66] 93
BSDL470,75.625,-70.63472222,C,0.5,0.5,0,"in DEML55,br*in",BSDL470
"SL188,LOGLE31",75.6375,-68.82277778,C,1.100000024,1,70,,[SL63] 188
GKK-O41,75.65,-72.15,CA,1.460000038,1.460000038,0,,[GKK2003] O41
"NGC1813,SL190,ESO56SC50,KMHK472",75.66666667,-70.31777778,C,0.949999988,0.899999976,140,in LH18,NGC 1813
"BSDL471,LOGLE32",75.67083333,-69.52694444,C,0.699999988,0.550000012,130,,BSDL471
"HS95,LOGLE33",75.72916667,-68.77111111,C,0.949999988,0.850000024,30,,[HS66] 95
BSDL476,75.7375,-68.79055556,C,0.5,0.449999988,70,,BSDL476
GKK-O153,75.75,-70.08333333,CA,1.460000038,1.460000038,0,,[GKK2003] O153
"HS97,LOGLE34",75.77083333,-69.46944444,C,1.100000024,0.899999976,100,,[HS66] 97
"SL191,LOGLE35",75.775,-69.0375,C,1.100000024,1,160,in LH16,[SL63] 191
BSDL474,75.77916667,-66.62527778,C,0.699999988,0.600000024,40,"in DEML56,br* edge",BSDL474
GKK-O106,75.8,-70.31666667,CA,2.920000076,2.920000076,0,,[GKK2003] O106
"BSDL482,LOGLE36",75.80833333,-68.64805556,C,1.700000048,1.5,130,,BSDL482
BSDL475,75.80833333,-66.66638889,C,0.600000024,0.550000012,140,in BSDL478,BSDL475
"HS99,KMHK483",75.80833333,-70.09138889,C,0.75,0.75,0,in Shapley-VIII,[HS66] 99
"ZHT-SP2,LOGLE37",75.83333333,-66.98111111,CN,0.949999988,0.899999976,100,in DEML57,OGLE-CL LMC 37
"HS96,KMHK473",75.84166667,-65.87916667,C,0.949999988,0.850000024,60,,[HS66] 96
"NGC1810,SL194,ESO85SC35,KMHK475",75.84583333,-66.38166667,C,1.200000048,1.100000024,30,,NGC 1810
"NGC1823,SL198,ESO56SC51,KMHK487",75.85,-70.33638889,CA,1,0.899999976,10,in LH18,NGC 1823
LOGLE38,75.85,-68.85833333,C,0.540000021,0.540000021,0,,OGLE-CL LMC 38
"HS100,KMHK485",75.85416667,-69.73777778,C,0.699999988,0.699999988,0,in BSDL505,KMHK485
"BSDL481,LOGLE39",75.8625,-67.25361111,C,0.800000012,0.649999976,10,in DEML59,BSDL481
KMHK477,75.8625,-66.24944444,C,0.550000012,0.550000012,0,not HS101,KMHK477
"SL193,LW122,KMHK474",75.86666667,-65.37694444,C,1,0.899999976,140,,[SL63] 193
"HS98,KMHK478",75.86666667,-66.20972222,C,0.699999988,0.600000024,20,mP,[HS66] 98
"BSDL488,LOGLE40",75.87083333,-69.32583333,C,0.449999988,0.349999994,120,,BSDL488
BSDL480,75.87916667,-66.20611111,C,0.550000012,0.449999988,120,"mP,br*in",BSDL480
"SL195,LW123,KMHK476",75.87916667,-65.43666667,C,1,0.850000024,130,,[SL63] 195
"SL197,KMHK482,LOGLE41",75.89166667,-67.62611111,C,1.100000024,1.100000024,0,,[SL63] 197
"SL196,KMHK480",75.89583333,-65.82305556,C,0.850000024,0.850000024,0,,[SL63] 196
"LW124,KMHK481",75.90416667,-65.56722222,C,0.899999976,0.800000012,110,,LW124
"HS102,LOGLE42",75.9125,-69.38611111,C,0.949999988,0.850000024,90,,[HS66] 102
"BSDL489,LOGLE43",75.9125,-68.97888889,C,0.600000024,0.550000012,120,mT,BSDL489
BSDL498,75.925,-70.44888889,CA,0.600000024,0.600000024,0,in Shapley-VIII,BSDL498
"KMK88-2,LOGLE44",75.925,-68.96833333,C,0.600000024,0.550000012,40,mT,KMK88 2
"BSDL485,LOGLE45",75.9375,-66.72611111,C,0.5,0.449999988,110,,BSDL485
KMHK493,75.9375,-70.35416667,C,0.600000024,0.550000012,130,in LH18,KMHK493
BSDL500,75.9375,-70.41027778,C,0.449999988,0.449999988,0,in SL200,BSDL500
"NGC1814,ESO85SC36,KMHK484",75.94166667,-67.30416667,DCN,1.200000048,1.100000024,10,in LMC-N17 DC LMC-N17B,NGC 1814
BSDL486,75.95,-66.53361111,C,0.800000012,0.75,30,,BSDL486
"BSDL492,LOGLE47",75.95,-68.85055556,C,0.649999976,0.649999976,0,,BSDL492
KMHK494,75.95833333,-70.37166667,C,0.5,0.449999988,160,in LH18,KMHK494
"BSDL494,LOGLE48",75.95833333,-68.97722222,C,0.5,0.449999988,140,mT,BSDL494
"NGC1816,ESO85SC37,KMHK488,",75.96666667,-67.26138889,C,0.899999976,0.75,0,in NGC1820  & LOGLE49,NGC 1816
KMHK516,75.97916667,-73.93555556,C,0.800000012,0.800000012,0,,KMHK516
"HS103,KMHK486",75.99166667,-66.05777778,C,0.850000024,0.75,130,,[HS66] 103
"H88-101,LOGLE50",75.99166667,-67.40083333,C,0.550000012,0.449999988,140,,H88 101
BSDL510,75.99583333,-70.41333333,CA,0.5,0.449999988,40,in LH18,BSDL510
KMHK490,76.00416667,-66.44666667,C,0.75,0.649999976,170,mP,KMHK490
"HS104,KMHK499,GKK-O107",76.00833333,-70.62666667,C,0.600000024,0.550000012,80,in Shapley-VIII,[HS66] 104
BSDL524,76.02083333,-71.11083333,CA,0.800000012,0.800000012,0,,BSDL524
"H88-102,LOGLE51",76.02916667,-69.04944444,C,0.349999994,0.300000012,140,,H88 102
KMHK508,76.0375,-71.0775,C,0.5,0.400000006,170,,KMHK508
"KMK88-5,H88-105,LOGLE52",76.05,-69.30277778,C,0.699999988,0.649999976,60,,KMK88 5
"NGC1818,SL201,ESO85SC40,KMHK491",76.05833333,-66.43472222,C,3.099999905,2.700000048,130,mP,NGC 1818
GKK-O150,76.075,-70.06666667,CA,1.460000038,1.460000038,0,,[GKK2003] O150
"KMK88-4,H88-104,LOGLE53",76.07916667,-69.35638889,C,0.550000012,0.5,170,mQ,KMK88 4
"NGC1825,SL202,ESO56SC53,LOGLE54",76.07916667,-68.9275,C,1,0.899999976,40,in DEML62,NGC 1825
"NGC1828,SL203,ESO56SC54,LOGLE55",76.0875,-69.38777778,C,1.200000048,1.100000024,170,,NGC 1828
BSDL525,76.09166667,-69.46527778,C,0.400000006,0.300000012,110,m5 in BSDL529,BSDL525
"BSDL529,LOGLE56",76.1,-69.46722222,C,0.800000012,0.649999976,160,,BSDL529
BSDL528,76.1,-69.46888889,C,0.400000006,0.349999994,140,m5 in BSDL529,BSDL528
"H88-107,LOGLE57",76.10416667,-69.35,C,0.5,0.400000006,20,m5,H88 107
BSDL504,76.10416667,-66.18111111,CA,0.449999988,0.400000006,150,core of KMHK495,BSDL504
BSDL503,76.10833333,-66.08972222,C,0.550000012,0.5,90,,BSDL503
BSDL547,76.1125,-70.665,CA,0.899999976,0.800000012,70,in LH24,BSDL547
BSDL542,76.11666667,-70.17027778,C,0.449999988,0.449999988,0,in BSDL550,BSDL542
"KMK88-8,H88-106,LOGLE58",76.125,-69.15611111,C,0.800000012,0.699999988,110,,KMK88 8
KMHK506,76.125,-68.34972222,CA,0.75,0.600000024,60,,KMHK506
"BRHT3b,KMK88-7,H88-108,LOGLE59",76.12916667,-69.355,C,0.75,0.649999976,30,m5,BRHT3b
OHSC7,76.1375,-75.67972222,C,0.649999976,0.649999976,0,,OHSC7
