Names,RAJ2000,DEJ2000,Type,amaj,amin,PA,Com,SimbadName
@string,ra,dec,string,float,float,int,string,string
"H86-143,SOGLE93",13.37916667,-72.66777778,C,0.800000012,0.800000012,0,"m6,in H-A35",[H86] 143
H86-145,13.40416667,-72.34972222,C,0.449999988,0.449999988,0,,[H86] 145
H86-142,13.4125,-72.48527778,C,0.899999976,0.899999976,0,,[H86] 142
SOGLE94,13.41666667,-72.65972222,C,0.300000012,0.300000012,0,"m6, in SMC-N52A",OGLE-Cl SMC 94
"BS68,SOGLE95",13.425,-73.35888889,CA,0.899999976,0.75,130,mP,[BS95] 68
"B73,SOGLE96",13.425,-72.65416667,C,0.370000005,0.370000005,0,"m6, in SMC-N52B",Bruck 73
H86-146,13.42916667,-72.38777778,CA,0.899999976,0.899999976,0,,[H86] 146
HW29,13.45416667,-74.1425,CA,0.75,0.649999976,70,,HW 29
"H86-147,SOGLE216",13.45833333,-72.89638889,C,1.200000048,1.200000048,0,in DEMS69,[H86] 147
H86-148,13.47916667,-72.66888889,C,0.5,0.5,0,"m6,in H-A35",[H86] 148
"BS69,SOGLE217",13.48333333,-72.85666667,CA,0.600000024,0.400000006,45,mP,[BS95] 69
B74,13.49166667,-72.20055556,C,1.100000024,1.100000024,0,,Bruck 74
B75,13.49166667,-72.69333333,CA,1.200000048,1.200000048,0,in H-A35,Bruck 75
H86-144,13.50833333,-73.32638889,C,0.550000012,0.550000012,0,,[H86] 144
"BS72,SOGLE97",13.54583333,-72.865,CA,0.75,0.600000024,20,mP,[BS95] 72
"NGC306,K33,L50,ESO29SC23",13.5625,-72.24138889,C,1.100000024,1.100000024,0,,NGC 306
H86-149,13.57916667,-72.51472222,C,0.550000012,0.449999988,90,,[H86] 149
H86-151,13.59166667,-73.04555556,C,0.5,0.5,0,,[H86] 151
"H86-152,SOGLE218",13.59583333,-72.69472222,C,0.449999988,0.449999988,0,in B-OB11,[H86] 152
HW30,13.61666667,-73.61805556,C,0.550000012,0.449999988,10,,HW 30
BS75,13.62916667,-74.18527778,C,1.200000048,1.200000048,0,,[BS95] 75
B78,13.6875,-72.12944444,C,1.100000024,0.800000012,110,"mP,in H-A37",Bruck 78
"B80,SOGLE98",13.69583333,-73.22361111,C,0.800000012,0.649999976,150,,Bruck 80
"B79,SOGLE99",13.7,-72.46611111,C,0.800000012,0.600000024,100,in H-A38,Bruck 79
H86-156,13.70833333,-72.69888889,C,0.449999988,0.449999988,0,in DEMS80,[H86] 156
"B76,SOGLE219",13.71666667,-72.91638889,C,0.400000006,0.400000006,0,,Bruck 76
"L51,ESO51SC7",13.725,-72.11277778,C,1,0.75,170,"mP,in H-A37",Cl Lindsay 51
BS259,13.72916667,-72.44194444,C,0.550000012,0.5,100,in H-A38,[BS95] 259
H86-150,13.7375,-73.41638889,C,0.75,0.649999976,40,,[H86] 150
"H86-158,SOGLE100",13.7875,-72.81111111,C,0.649999976,0.649999976,0,in B-OB12,[H86] 158
"H86-155,SOGLE101",13.8,-73.29666667,C,0.5,0.5,0,,[H86] 155
"H86-159,SOGLE102",13.8,-72.68333333,C,0.5,0.400000006,130,"mP,in BS260",[H86] 159
SOGLE220,13.80833333,-72.60111111,CA,0.349999994,0.349999994,0,,OGLE-Cl SMC 220
L52,13.82083333,-73.50805556,C,0.75,0.75,0,,Cl Lindsay 52
H86-160,13.8375,-72.66944444,C,0.400000006,0.400000006,0,"mP,in BS260",[H86] 160
B81,13.84583333,-71.88527778,C,0.75,0.649999976,70,,Bruck 81
"B83,SOGLE103",13.875,-73.07138889,C,0.550000012,0.550000012,0,,Bruck 83
"K34,L53,SOGLE104",13.8875,-72.83277778,C,1.200000048,1.200000048,0,,Cl Kron 34
HW31,13.8875,-74.06361111,C,0.800000012,0.75,150,,HW 31
B82,13.9,-71.9825,C,0.649999976,0.550000012,80,,Bruck 82
BS76,13.9125,-71.92166667,C,0.699999988,0.699999988,0,,[BS95] 76
"H86-165,SOGLE105",13.92916667,-72.88,C,1.100000024,1.100000024,0,mP,[H86] 165
"H86-164,SOGLE221",13.9375,-72.705,C,0.449999988,0.349999994,70,in BS262,[H86] 164
H86-157,13.94583333,-73.46277778,C,0.449999988,0.449999988,0,,[H86] 157
H86-167,13.99583333,-73.09138889,C,0.5,0.5,0,,[H86] 167
H86-166,14.00416667,-72.36388889,CA,0.699999988,0.5,100,in BS78,[H86] 166
B87,14.03333333,-73.77722222,C,0.5,0.5,0,,Bruck 87
SOGLE106,14.0375,-73.20611111,CA,0.850000024,0.850000024,0,,OGLE-Cl SMC 106
H86-169,14.0375,-72.79388889,C,0.349999994,0.349999994,0,in DEMS88,[H86] 169
BS80,14.05833333,-74.15666667,CA,0.949999988,0.850000024,130,,[BS95] 80
"B86,SOGLE222",14.06666667,-72.51638889,C,0.649999976,0.649999976,0,,Bruck 86
"NGC330,K35,L54,ESO29SC24,",14.07916667,-72.46388889,C,2.799999952,2.5,120,"mP,in H-A40,sup?DEMS87 & SOGLE107",NGC 330
H86-170,14.08333333,-72.35277778,C,0.5,0.5,0,in BS78,[H86] 170
"BS81,SOGLE223",14.10833333,-72.49583333,C,0.600000024,0.550000012,0,"mP,in H-A40",[BS95] 81
BS82,14.125,-72.54361111,C,0.600000024,0.5,0,,[BS95] 82
"H86-172,SOGLE108",14.14166667,-72.50222222,C,0.550000012,0.550000012,0,"mP,in H-A40",[H86] 172
H86-171,14.1625,-72.21638889,C,0.550000012,0.349999994,80,,[H86] 171
L55,14.18333333,-73.89888889,C,1.5,1.299999952,20,,Cl Lindsay 55
SOGLE224,14.19166667,-72.75166667,CA,0.400000006,0.400000006,0,,OGLE-Cl SMC 224
B88,14.23333333,-70.77333333,C,0.449999988,0.449999988,0,,Bruck 88
"H86-174,SOGLE225",14.325,-72.93361111,C,0.449999988,0.449999988,0,,[H86] 174
HW32,14.33333333,-71.17055556,CA,0.649999976,0.649999976,0,,HW 32
H86-173,14.3375,-72.57527778,C,0.550000012,0.449999988,40,in B-OB13,[H86] 173
BS265,14.34166667,-71.89138889,CA,0.600000024,0.600000024,0,,[BS95] 265
HW33,14.34583333,-70.80916667,C,0.899999976,0.850000024,100,in BS84,HW 33
"L56,SMC-S26,SOGLE109",14.37916667,-72.26444444,C,0.949999988,0.949999988,0,,Cl Lindsay 56
BS86,14.40833333,-73.57972222,CA,0.550000012,0.449999988,50,,[BS95] 86
"NGC339,K36,L59,ESO29SC25",14.425,-74.47277778,C,2.900000095,2.900000095,0,Old IAC,NGC 339
"H86-178,SOGLE110",14.44166667,-72.70583333,C,0.550000012,0.5,70,,[H86] 178
"K37,L58",14.44583333,-74.32666667,C,1,1,0,,Cl Kron 37
"K38,L57",14.45,-73.42166667,C,3.299999952,3.299999952,0,,Cl Kron 38
"H86-177,SOGLE226",14.45833333,-72.50805556,C,0.75,0.75,0,"mP,in B-OB13",[H86] 177
"BS88,SOGLE111",14.45833333,-72.94361111,C,0.550000012,0.5,135,,[BS95] 88
"H86-175,SOGLE227",14.45833333,-72.44,C,0.400000006,0.400000006,0,mP,[H86] 175
HW34,14.46666667,-73.54527778,C,1,1,0,,HW 34
H86-176,14.47083333,-72.49666667,C,0.600000024,0.5,90,mP,[H86] 176
B90,14.47916667,-72.29111111,C,0.449999988,0.349999994,100,in H-A43,Bruck 90
"H86-179,SOGLE112",14.4875,-72.445,C,0.400000006,0.400000006,0,mP,[H86] 179
B91,14.53333333,-73.93277778,C,1.399999976,1.399999976,0,,Bruck 91
B94,14.54166667,-74.61361111,C,0.649999976,0.649999976,0,,Bruck 94
B93,14.54166667,-73.58722222,CA,0.649999976,0.649999976,0,,Bruck 93
B92,14.55833333,-72.00388889,C,0.649999976,0.550000012,40,,Bruck 92
SOGLE113,14.56666667,-72.64638889,C,0.800000012,0.800000012,0,"mT, in SMC-N63",OGLE-Cl SMC 113
"H86-181,SOGLE228",14.57916667,-72.29916667,C,0.649999976,0.649999976,0,in H-A43,[H86] 181
BS269,14.57916667,-72.21944444,CA,0.400000006,0.300000012,60,mP,[BS95] 269
BS270,14.59583333,-72.21194444,CA,0.550000012,0.5,130,mP,[BS95] 270
"H86-182,SOGLE114",14.60833333,-72.66583333,C,1.200000048,1.200000048,0,"mT,in SMC-N64A",[H86] 182
"H86-183,SOGLE115",14.64166667,-72.28111111,C,0.550000012,0.550000012,0,,[H86] 183
HW35,14.675,-73.58388889,C,0.850000024,0.850000024,0,,HW 35
H86-185,14.72916667,-72.83027778,C,0.349999994,0.349999994,0,,[H86] 185
ESO51SC9,14.74166667,-68.91527778,C,1.200000048,1.200000048,0,,ESO 51-9
SSN2,14.75833333,-72.17555556,C,0.239999995,0.239999995,0,in NGC346,[SSN2007] Sc 2
HW36,14.7625,-73.84166667,C,0.449999988,0.449999988,0,,HW 36
SSN3,14.77083333,-72.18055556,C,0.219999999,0.219999999,0,in NGC346,[SSN2007] Sc 3
SSN7,14.77083333,-72.18416667,C,0.25,0.25,0,in NGC346,[SSN2007] Sc 7
SSN1,14.775,-72.175,C,0.280000001,0.280000001,0,in NGC346,[SSN2007] Sc 1
BS90,14.775,-72.15083333,C,1,1,0,sup NGC346,[BS95] 90
"SSN8,HGH5",14.7875,-72.18333333,C,0.200000003,0.200000003,0,in NGC346,[SSN2007] Sc 8
SNN9,14.8,-72.18611111,C,0.109999999,0.109999999,0,in NGC346,[SSN2007] Sc 9
"SSN13,HGH3",14.8,-72.16611111,C,0.270000011,0.270000011,0,in NGC346,[SSN2007] Sc 13
"B96,SOGLE117",14.80833333,-72.60805556,C,1,0.899999976,80,att DEMS114,Bruck 96
HW37,14.8125,-71.76888889,C,0.75,0.75,0,,HW 37
SNN10,14.8125,-72.18416667,CA,0.230000004,0.230000004,0,in NGC346,[SSN2007] Sc 10
SNN11,14.81666667,-72.18666667,C,0.180000007,0.109999999,90,in NGC346,[SSN2007] Sc 11
SNN12,14.83333333,-72.18944444,CA,0.25,0.170000002,180,in NGC346,[SSN2007] Sc 12
HW38,14.85416667,-73.81722222,C,0.800000012,0.800000012,0,,HW 38
HW39,14.87916667,-71.66944444,C,0.75,0.75,0,,HW 39
"SSN16,HGH1",14.87916667,-72.15305556,C,0.219999999,0.219999999,0,,[SSN2007] Sc 16
BS93,14.9,-71.73694444,C,0.400000006,0.349999994,10,"mT,in DEMS105",[BS95] 93
B97,14.90416667,-71.74444444,C,0.5,0.5,0,"mT,in DEMS105",Bruck 97
"IC1611,K40,L61,ESO29SC27,",14.95,-72.33388889,C,1.5,1.5,0,& SOGLE118,IC1611
"H86-186,SOGLE119",14.9875,-72.37333333,C,0.600000024,0.600000024,0,"mP,att DEMS114",[H86] 186
BS97,14.99583333,-73.895,CA,1.200000048,0.850000024,30,,[BS95] 97
"IC1612,K41,L62,ESO29SC28,",15.00416667,-72.36888889,C,1.200000048,0.800000012,20,"mP, att DEMS114 & SOGLE120",IC1612
"H86-188,SOGLE121",15.05416667,-72.46222222,C,1.299999952,0.699999988,50,in DEMS114,[H86] 188
B98sw,15.0875,-73.88083333,C,0.600000024,0.449999988,40,mP,Name Bruck 98SW
B100,15.09583333,-72.08472222,C,0.649999976,0.649999976,0,,Bruck 100
HW40,15.10416667,-71.29472222,C,0.899999976,0.899999976,0,,HW 40
"B99,SOGLE122",15.1125,-73.08666667,C,0.75,0.75,0,,Bruck 99
B98ne,15.11666667,-73.87555556,C,0.550000012,0.449999988,130,mP,NAME Bruck 98NE
"H86-189,SOGLE123",15.1375,-72.23972222,C,0.400000006,0.400000006,0,mP,[H86] 189
"H86-190,SOGLE230",15.1375,-72.25861111,C,0.400000006,0.400000006,0,mP,[H86] 190
"K42,L63,SOGLE124",15.14166667,-72.36555556,C,0.850000024,0.850000024,0,att DEMS114,Cl Kron 42
HW41,15.14583333,-71.46083333,C,1.200000048,1.200000048,0,,HW 41
SOGLE125,15.19583333,-72.92805556,CA,0.800000012,0.699999988,10,,OGLE-Cl SMC 125
B102,15.20416667,-71.58777778,C,0.5,0.400000006,80,in DEMS108,Bruck 102
"K43,L64",15.20416667,-73.34888889,C,1.200000048,1.200000048,0,,Cl Kron 43
B103,15.23333333,-73.1525,C,0.899999976,0.649999976,160,,Bruck 103
"H86-191,SOGLE231",15.24166667,-72.54027778,C,0.800000012,0.800000012,0,"mP,in? DEMS114",[H86] 191
"L65,H86-192,SOGLE126",15.25833333,-72.75138889,C,1.100000024,1.100000024,0,,Cl Lindsay 65
HW43,15.28333333,-71.75472222,C,0.800000012,0.800000012,0,,HW 43
HW42,15.28333333,-74.07361111,CA,1,0.699999988,60,,HW 42
BS102,15.30833333,-73.79583333,C,0.5,0.349999994,100,mP,[BS95] 102
"H86-194,SOGLE232",15.30833333,-72.55083333,C,0.850000024,0.850000024,0,"mP,in? DEMS114",[H86] 194
"H86-193,SOGLE127",15.325,-72.22833333,C,0.550000012,0.550000012,0,in B-OB19,[H86] 193
HW44,15.34166667,-73.7875,C,0.75,0.75,0,mP,HW 44
B106,15.375,-71.84638889,DCN,0.5,0.400000006,150,in DEMS112 DC SMC-N72,Bruck 106
"B105,SOGLE128",15.40416667,-72.40694444,C,0.75,0.75,0,in?DEMS114,Bruck 105
B107,15.43333333,-71.66222222,CA,0.75,0.649999976,50,,Bruck 107
"L66,SOGLE129",15.4375,-72.56444444,C,1.100000024,1.100000024,0,att DEMS114,Cl Lindsay 66
"B108,SOGLE130",15.46666667,-72.18277778,C,0.800000012,0.800000012,0,in B-OB19,Bruck 108
B109,15.48333333,-73.61277778,C,0.699999988,0.699999988,0,,Bruck 109
B111,15.49583333,-71.02111111,C,0.5,0.449999988,0,,Bruck 111
SOGLE131,15.5125,-72.52194444,CA,0.699999988,0.699999988,0,,OGLE-Cl SMC 131
"K44,L68",15.51666667,-73.92583333,C,2.900000095,2.900000095,0,,Cl Kron 44
B110,15.54583333,-72.00305556,C,0.550000012,0.449999988,70,"mP, br*in,in H-A49",Bruck 110
"NGC361,K46,L67,ESO51SC12",15.54583333,-71.60583333,C,2.599999905,2.599999905,0,Old IAC,NGC 361
SOGLE132,15.55416667,-72.96638889,C,0.649999976,0.649999976,0,,OGLE-Cl SMC 132
B112,15.59583333,-72.00305556,C,0.850000024,0.75,60,"mP, br*in,in H-A49",Bruck 112
BS105,15.625,-72.62805556,CA,1.100000024,1.100000024,0,,[BS95] 105
SOGLE133,15.62916667,-72.31833333,C,0.800000012,0.800000012,0,mP,OGLE-Cl SMC 133
SOGLE233,15.66666667,-72.39722222,DCN,0.550000012,0.550000012,0,"in DEMS118, mP DC BS106",OGLE-Cl SMC 233
"K45w,L69w",15.6875,-73.73861111,C,0.550000012,0.449999988,40,mP,Name Cl Kron 45W
BS108,15.69166667,-74.55777778,CA,1.100000024,0.899999976,40,,[BS95] 108
"K45e,L69e",15.70416667,-73.74027778,C,0.400000006,0.400000006,0,mP,Name Cl Kron 45E
"B114,SOGLE234",15.72083333,-72.41472222,CN,0.850000024,0.850000024,0,"in DEMS118,mP",Bruck 114
B113,15.73333333,-73.33611111,C,0.600000024,0.600000024,0,,Bruck 113
"K47,L70,SOGLE134",15.8,-72.2725,C,0.75,0.75,0,,Cl Kron 47
SOGLE136,15.84166667,-72.46583333,CA,0.800000012,0.5,100,,OGLE-Cl SMC 136
"B115,SOGLE137",15.84583333,-72.65166667,C,0.899999976,0.800000012,100,in H-A52,Bruck 115
BS110,15.87083333,-73.04416667,CA,0.800000012,0.600000024,50,,[BS95] 110
BS111,15.87083333,-71.77277778,CA,0.899999976,0.649999976,150,,[BS95] 111
BS113,15.94583333,-73.69416667,CA,0.75,0.550000012,100,,[BS95] 113
SOGLE138,15.97083333,-72.10305556,CA,0.600000024,0.600000024,0,"mP,in H-A53",OGLE-Cl SMC 138
"NGC376,K49,L72,ESO29SC29,",15.97083333,-72.82611111,C,1.799999952,1.799999952,0,mP & SOGLE139,NGC 376
HW46,15.99583333,-73.69916667,C,0.5,0.449999988,120,,HW 46
HW47,16.01666667,-74.61916667,C,1.600000024,1.600000024,0,,HW 47
"SOGLE144,SOGLE236",16.02083333,-72.12083333,CA,0.600000024,0.600000024,0,mP,OGLE-Cl SMC 144
BS116,16.02916667,-71.32583333,C,1.200000048,1.200000048,0,,[BS95] 116
BS120,16.05,-73.71583333,CA,1,0.899999976,20,,[BS95] 120
B117,16.05,-73.25527778,C,0.649999976,0.649999976,0,,Bruck 117
B118,16.05416667,-73.03194444,C,0.449999988,0.449999988,0,,Bruck 118
BS122,16.075,-73.1725,C,0.349999994,0.349999994,0,mP,[BS95] 122
B122,16.075,-71.715,C,0.899999976,0.899999976,0,,Bruck 122
B119,16.07916667,-73.165,C,0.600000024,0.600000024,0,mP,Bruck 119
"BS121,SOGLE237",16.09166667,-72.84777778,C,1.600000024,1.299999952,140,,[BS95] 121
B123,16.1,-71.39916667,CA,0.449999988,0.349999994,140,,Bruck 123
L73,16.10416667,-70.34527778,C,0.949999988,0.949999988,0,,Cl Lindsay 73
BS123,16.11666667,-72.185,CA,1.100000024,0.850000024,140,in H-A54,[BS95] 123
"B121,SOGLE141",16.125,-72.61916667,C,0.649999976,0.649999976,0,,Bruck 121
B120,16.12916667,-73.03777778,C,0.449999988,0.349999994,60,,Bruck 120
"K50,L74,ESO51SC15,SOGLE142",16.15,-72.16055556,C,1,1,0,in H-A54,Cl Kron 50
BS126,16.20416667,-71.545,C,0.600000024,0.600000024,0,,[BS95] 126
B125,16.23333333,-72.04555556,C,0.600000024,0.600000024,0,"br*in,in DEMS124",Bruck 125
HW48,16.24166667,-73.6375,C,0.649999976,0.649999976,0,,HW 48
BS127,16.25,-71.14277778,CA,1,1,0,,[BS95] 127
B124,16.25833333,-73.04277778,C,0.550000012,0.550000012,0,,Bruck 124
SOGLE145,16.26666667,-71.99027778,C,0.600000024,0.600000024,0,"m5,in SMC-N78B",OGLE-Cl SMC 145
SOGLE147,16.28333333,-71.99583333,C,0.730000019,0.730000019,0,"m5,in MA1520,in NGC395",OGLE-Cl SMC 147
SOGLE148,16.29166667,-72.60222222,CA,0.949999988,0.949999988,0,,OGLE-Cl SMC 148
"IC1624,K52,L76,ESO51SC17,",16.34166667,-72.04305556,C,0.899999976,0.899999976,0,in SMC-N78 & SOGLE149,IC1624
B127,16.375,-71.53444444,CA,0.949999988,0.75,60,,Bruck 127
BS128,16.39166667,-73.48722222,C,1.100000024,1.100000024,0,,[BS95] 128
B128,16.45833333,-71.95111111,C,0.699999988,0.449999988,30,in DEMS132,Bruck 128
HW49,16.4875,-73.38888889,C,0.400000006,0.400000006,0,,HW 49
"BS131,SOGLE150",16.5,-72.34138889,C,0.550000012,0.5,150,in B-OB29,[BS95] 131
BS132,16.50416667,-72.06027778,CA,0.699999988,0.550000012,150,"mP,att SMC-N78",[BS95] 132
HW50,16.5125,-71.71138889,C,1,1,0,,HW 50
"IC1626,K53,L77,ESO29SC30",16.55416667,-73.29694444,C,1,1,0,,IC1626
SOGLE152,16.5875,-72.83,CA,0.649999976,0.649999976,0,,OGLE-Cl SMC 152
BS135,16.66666667,-71.92027778,CA,0.649999976,0.649999976,0,"mT,in BS134",[BS95] 135
"K54,L79,ESO29SC31,SOGLE153",16.7,-72.27361111,C,0.899999976,0.899999976,0,in B-OB29,Cl Kron 54
BS136,16.7,-71.91527778,CA,0.699999988,0.699999988,0,"mT,in DEMS132",[BS95] 136
L78,16.72083333,-71.69111111,C,1.600000024,1.600000024,0,,Cl Lindsay 78
HW52,16.7375,-73.23583333,C,0.5,0.5,0,,HW 52
HW53,16.74166667,-73.57833333,C,0.649999976,0.649999976,0,,HW 53
"B129,SOGLE154",16.75833333,-72.62166667,CA,1.100000024,1.100000024,0,,Bruck 129
HW54,16.81666667,-72.10194444,C,0.5,0.400000006,0,in BS138,HW 54
HW55,16.83333333,-73.3775,C,1,1,0,,HW 55
"L80,SOGLE156",16.86666667,-72.76944444,C,1.200000048,1.200000048,0,,Cl Lindsay 80
"K56,SOGLE155",16.86666667,-72.49333333,C,1.100000024,0.899999976,130,,Cl Kron 56
"K55,L81,SOGLE157",16.88333333,-73.11972222,C,0.949999988,0.949999988,0,,Cl Kron 55
HW56,16.92083333,-70.93611111,C,0.649999976,0.649999976,0,,HW 56
HW57,16.93333333,-71.88083333,C,1.399999976,1.399999976,0,,HW 57
SOGLE238,16.96666667,-72.53194444,CA,0.349999994,0.349999994,0,,OGLE-Cl SMC 238
"NGC411,K60,L82,ESO51SC19",16.97916667,-71.76888889,C,2.099999905,1.899999976,150,,NGC 411
"NGC416,K59,L83,ESO29SC32,",16.99583333,-72.35555556,C,1.700000048,1.700000048,0,&SOGLE158  Old IAC,NGC 416
B132,17.02083333,-73.52361111,CA,0.550000012,0.550000012,0,,Bruck 132
"K57,L86",17.05833333,-73.25722222,C,1.200000048,1.100000024,50,,Cl Kron 57
"NGC419,K58,L85,ESO29SC33,",17.07916667,-72.88416667,C,2.799999952,2.799999952,0,& SOGLE159,NGC 419
H86-196,17.10416667,-71.83805556,C,0.649999976,0.649999976,0,,[H86] 196
BS140,17.14583333,-73.70472222,CA,0.800000012,0.699999988,30,,[BS95] 140
SOGLE160,17.15416667,-72.43916667,CA,0.649999976,0.649999976,0,,OGLE-Cl SMC 160
B136,17.17083333,-71.76277778,C,0.850000024,0.800000012,120,,Bruck 136
HW59,17.225,-73.24166667,CA,0.550000012,0.5,150,,HW 59
B134,17.25416667,-73.20666667,CA,0.800000012,0.550000012,80,"m4,in H-A60",Bruck 134
"K61,SOGLE161",17.2625,-73.08666667,C,0.949999988,0.949999988,0,,Cl Kron 61
BS142,17.27916667,-73.20027778,C,0.400000006,0.349999994,70,"m4,in H-A60",[BS95] 142
B135,17.32916667,-73.1875,C,0.550000012,0.400000006,60,"m4,in H-A60",Bruck 135
"NGC422,K62,L87,ESO51SC22",17.35416667,-71.76666667,C,1,1,0,mP,NGC 422
"IC1641,HW62,ESO51SC21",17.4125,-71.76861111,C,0.75,0.649999976,40,mP,IC1641
HW61,17.42916667,-72.29527778,C,0.649999976,0.649999976,0,,HW 61
BS276,17.5375,-72.74027778,C,0.800000012,0.75,10,in DEMS140,[BS95] 276
HW63,17.55416667,-73.20916667,C,0.75,0.75,0,,HW 63
B139,17.61666667,-71.56138889,C,0.649999976,0.550000012,160,,Bruck 139
B137,17.625,-72.95638889,C,0.600000024,0.600000024,0,,Bruck 137
HW64,17.6875,-71.33833333,C,0.899999976,0.899999976,0,in BS153,HW 64
"K63,L88",17.7,-72.79361111,C,0.899999976,0.899999976,0,in DEMS140,Cl Kron 63
B142,17.70833333,-71.47694444,C,0.550000012,0.550000012,0,in BS153,Bruck 142
BS146,17.74166667,-72.34777778,C,0.449999988,0.349999994,130,in DEMS141,[BS95] 146
BS148,17.775,-72.33555556,CA,0.5,0.400000006,50,in DEMS141,[BS95] 148
BS150,17.95,-71.41694444,CA,0.649999976,0.550000012,10,in BS153,[BS95] 150
"IC1655,L90,ESO51SC23",17.97083333,-71.33138889,C,1.700000048,1.5,50,in BS153,IC1655
HW65,17.99166667,-72.27083333,C,0.699999988,0.699999988,0,,HW 65
"HW66,ESO29SC36",18.01666667,-75.1975,C,1.799999952,1.799999952,0,,HW 66
BS152,18.08333333,-72.44777778,CA,0.850000024,0.649999976,160,,[BS95] 152
"IC1662,L92,ESO29SC37",18.1375,-73.45666667,C,1.200000048,1.200000048,0,,IC1662
"IC1660,K64,L89,ESO51SC24",18.15833333,-71.76138889,C,1.100000024,1.100000024,0,,IC1660
B143,18.175,-72.75194444,C,0.5,0.5,0,,Bruck 143
L93,18.2,-73.47388889,C,1.100000024,1.100000024,0,,Cl Lindsay 93
L91,18.2125,-73.11944444,C,1.200000048,1.200000048,0,,Cl Lindsay 91
HW67,18.25833333,-70.96277778,C,0.949999988,0.949999988,0,,HW 67
HW68,18.46666667,-73.41638889,C,0.550000012,0.550000012,0,,HW 68
B151,18.49583333,-71.75305556,CA,0.899999976,0.600000024,160,in BS153,Bruck 151
HW69,18.56666667,-73.37805556,C,0.550000012,0.550000012,0,,HW 69
B149,18.62916667,-72.99833333,C,0.5,0.5,0,,Bruck 149
L95,18.6875,-71.34694444,C,1,1,0,,Cl Lindsay 95
"NGC458,K69,L96,ESO51SC26",18.71666667,-71.55,C,2.599999905,2.299999952,140,in BS153,NGC 458
HW70,18.72916667,-72.20583333,C,0.649999976,0.550000012,150,,HW 70
BS279,18.8125,-72.33638889,CN,0.449999988,0.349999994,140,in DEMS154,[BS95] 279
BS280,18.84166667,-72.34861111,C,0.300000012,0.300000012,0,,[BS95] 280
HW71nw,18.875,-72.37666667,C,0.300000012,0.300000012,0,mP,Name HW 71NW
H86-197,18.875,-71.17888889,C,0.349999994,0.349999994,0,in BS281,[H86] 197
"K68,L98",18.8875,-72.62361111,C,1,1,0,,Cl Kron 68
HW71se,18.8875,-72.38055556,C,0.649999976,0.550000012,170,mP,Name HW 71SE
HW72,18.925,-73.16638889,CN,0.550000012,0.449999988,80,in DEMS157,HW 72
Sk157,18.95416667,-73.34444444,C,0.600000024,0.600000024,0,in NGC465,Sk157
Sk158,18.96666667,-73.31555556,C,0.699999988,0.600000024,150,in NGC465,Sk158
HW73,19.10833333,-71.32611111,C,1,0.899999976,60,,HW 73
HW74,19.2,-73.16,C,0.550000012,0.5,150,in DEMS158,HW 74
HW75,19.37083333,-73.56916667,CA,0.899999976,0.800000012,170,,HW 75
"L100,ESO51SC27",19.56666667,-72.00166667,C,1,1,0,,Cl Lindsay 100
B156,19.875,-73.09388889,C,0.649999976,0.449999988,110,,Bruck 156
"HW77,B158",20.04166667,-72.62,C,1.399999976,1.200000048,50,,HW 77
B155,20.09166667,-73.99861111,C,0.550000012,0.550000012,0,,Bruck 155
HW78,20.3375,-73.09472222,C,0.449999988,0.349999994,60,in BS172,HW 78
HW79,20.7,-75.00166667,C,2.700000048,2.700000048,0,,HW 79
HW80,20.85833333,-73.22388889,C,0.699999988,0.449999988,60,br*in,HW 80
B162,20.96666667,-73.43861111,CA,0.550000012,0.400000006,110,,Bruck 162
BS173,21.01666667,-70.3275,CA,1,0.850000024,30,,[BS95] 173
HW81,21.04166667,-73.15416667,CN,1,0.800000012,120,in DEMS161n,HW 81
HCD99-1,21.05833333,-73.17,C,0.330000013,0.330000013,0,in H-A64,NONAME
BS176,21.06666667,-73.16638889,C,0.5,0.5,0,in H-A64,[BS95] 176
HW82,21.11666667,-73.17083333,C,0.800000012,0.600000024,40,in H-A64,HW 82
H86-211,21.18333333,-73.41694444,C,0.449999988,0.449999988,0,,[H86] 211
"IC1708,L102,ESO52SC2",21.23333333,-71.18361111,C,1.200000048,1.200000048,0,,IC1708
H86-212,21.31666667,-73.50138889,C,0.600000024,0.550000012,70,,[H86] 212
BS282,21.37083333,-73.38944444,C,0.400000006,0.349999994,90,in L104,[BS95] 282
B168,21.67916667,-70.78027778,C,0.449999988,0.449999988,0,,Bruck 168
GHK51,22.275,-73.56361111,C,0.079999998,0.050000001,0,,[GQH2007] 51
SGDH-cluster A,22.30833333,-73.53083333,C,0.150000006,0.119999997,20,in NGC602,[SGD2008] Cluster A
B164,22.375,-73.53333333,C,0.649999976,0.449999988,50,att NGC602,Bruck 164
GHK54/57,22.4,-73.55055556,C,0.100000001,0.07,0,NGC602,[GQH2007] 54
GHK29,22.4,-73.55833333,C,0.100000001,0.07,0,in NGC602,[GQH2007] 29
GHK24,22.4125,-73.55527778,C,0.050000001,0.050000001,0,in NGC602,[GQH2007] 24
GKH22,22.4375,-73.55833333,C,0.100000001,0.100000001,0,in NGC602,[GQH2007] 22
BS184,22.54166667,-71.33,CA,1.399999976,1.399999976,0,,[BS95] 184
"L106,ESO29SC44",22.65833333,-76.05444444,C,1.799999952,1.799999952,0,,Cl Lindsay 106
B165,22.70833333,-73.43472222,C,0.449999988,0.449999988,0,in BS186,Bruck 165
