#@int,string,string,string,string,ra,dec,string,string,string,string,string,string,string,string,string,string,string,float,float,float,string
idx,instrument_x,detector,propid,target,s_ra,s_dec,filter1,filter2,pr_inv,exptime,date-obs,rootname,filename,obs_id,instrument_y,filters,wavelength_region,t_min,t_max,t_exptime,s_region
119,WFC3,UVIS,13282,LMC-FIELD-NE-2,76.42375,-67.87775,F475W,...,Chu,350,2014-03-04,icco04oqq,WFC3/13282_LMC-FIELD-NE-2/icco04oqq_flc.fits,ICCO04OHQ,WFC3/UVIS,F475W,OPTICAL,56720.96999,56720.97022,20.0,POLYGON ICRS  76.48847647 -67.86935578  76.40322680 -67.90122290  76.35859684 -67.88617734  76.44385696 -67.85469225  76.48847647 -67.86935578
120,WFC3,UVIS,13282,LMC-FIELD-NE-2,76.42375,-67.87775,F475W,...,Chu,350,2014-03-04,icco04oqq,WFC3/13282_LMC-FIELD-NE-2/icco04oqq_flc.fits,ICCO04OXQ,WFC3/UVIS,F555W,OPTICAL,56721.00727,56721.0075,20.0,POLYGON ICRS  76.48847647 -67.86935578  76.40322680 -67.90122290  76.35859684 -67.88617734  76.44385696 -67.85469225  76.48847647 -67.86935578
121,WFC3,UVIS,13282,LMC-FIELD-NE-2,76.42375,-67.87775,F475W,...,Chu,350,2014-03-04,icco04oqq,WFC3/13282_LMC-FIELD-NE-2/icco04oqq_flc.fits,ICCO04PIQ,WFC3/UVIS,F814W,OPTICAL,56721.06078,56721.06101,20.0,POLYGON ICRS  76.48847647 -67.86935578  76.40322680 -67.90122290  76.35859684 -67.88617734  76.44385696 -67.85469225  76.48847647 -67.86935578
122,WFC3,UVIS,13282,LMC-FIELD-NE-2,76.42375,-67.87775,F555W,...,Chu,417,2014-03-05,icco04ovq,WFC3/13282_LMC-FIELD-NE-2/icco04ovq_flc.fits,ICCO04OHQ,WFC3/UVIS,F475W,OPTICAL,56720.96999,56720.97022,20.0,POLYGON ICRS  76.48847647 -67.86935578  76.40322680 -67.90122290  76.35859684 -67.88617734  76.44385696 -67.85469225  76.48847647 -67.86935578
123,WFC3,UVIS,13282,LMC-FIELD-NE-2,76.42375,-67.87775,F555W,...,Chu,417,2014-03-05,icco04ovq,WFC3/13282_LMC-FIELD-NE-2/icco04ovq_flc.fits,ICCO04OXQ,WFC3/UVIS,F555W,OPTICAL,56721.00727,56721.0075,20.0,POLYGON ICRS  76.48847647 -67.86935578  76.40322680 -67.90122290  76.35859684 -67.88617734  76.44385696 -67.85469225  76.48847647 -67.86935578
124,WFC3,UVIS,13282,LMC-FIELD-NE-2,76.42375,-67.87775,F555W,...,Chu,417,2014-03-05,icco04ovq,WFC3/13282_LMC-FIELD-NE-2/icco04ovq_flc.fits,ICCO04PIQ,WFC3/UVIS,F814W,OPTICAL,56721.06078,56721.06101,20.0,POLYGON ICRS  76.48847647 -67.86935578  76.40322680 -67.90122290  76.35859684 -67.88617734  76.44385696 -67.85469225  76.48847647 -67.86935578
125,WFC3,UVIS,13282,LMC-FIELD-NE-2,76.42375,-67.87775,F555W,...,Chu,20,2014-03-05,icco04oxq,WFC3/13282_LMC-FIELD-NE-2/icco04oxq_flc.fits,ICCO04OHQ,WFC3/UVIS,F475W,OPTICAL,56720.96999,56720.97022,20.0,POLYGON ICRS  76.48847647 -67.86935578  76.40322680 -67.90122290  76.35859684 -67.88617734  76.44385696 -67.85469225  76.48847647 -67.86935578
126,WFC3,UVIS,13282,LMC-FIELD-NE-2,76.42375,-67.87775,F555W,...,Chu,20,2014-03-05,icco04oxq,WFC3/13282_LMC-FIELD-NE-2/icco04oxq_flc.fits,ICCO04OXQ,WFC3/UVIS,F555W,OPTICAL,56721.00727,56721.0075,20.0,POLYGON ICRS  76.48847647 -67.86935578  76.40322680 -67.90122290  76.35859684 -67.88617734  76.44385696 -67.85469225  76.48847647 -67.86935578
127,WFC3,UVIS,13282,LMC-FIELD-NE-2,76.42375,-67.87775,F555W,...,Chu,20,2014-03-05,icco04oxq,WFC3/13282_LMC-FIELD-NE-2/icco04oxq_flc.fits,ICCO04PIQ,WFC3/UVIS,F814W,OPTICAL,56721.06078,56721.06101,20.0,POLYGON ICRS  76.48847647 -67.86935578  76.40322680 -67.90122290  76.35859684 -67.88617734  76.44385696 -67.85469225  76.48847647 -67.86935578
128,WFC3,UVIS,13282,LMC-FIELD-NE-2,76.42375,-67.87775,F814W,...,Chu,350,2014-03-05,icco04p7q,WFC3/13282_LMC-FIELD-NE-2/icco04p7q_flc.fits,ICCO04OHQ,WFC3/UVIS,F475W,OPTICAL,56720.96999,56720.97022,20.0,POLYGON ICRS  76.48847647 -67.86935578  76.40322680 -67.90122290  76.35859684 -67.88617734  76.44385696 -67.85469225  76.48847647 -67.86935578
129,WFC3,UVIS,13282,LMC-FIELD-NE-2,76.42375,-67.87775,F814W,...,Chu,350,2014-03-05,icco04p7q,WFC3/13282_LMC-FIELD-NE-2/icco04p7q_flc.fits,ICCO04OXQ,WFC3/UVIS,F555W,OPTICAL,56721.00727,56721.0075,20.0,POLYGON ICRS  76.48847647 -67.86935578  76.40322680 -67.90122290  76.35859684 -67.88617734  76.44385696 -67.85469225  76.48847647 -67.86935578
130,WFC3,UVIS,13282,LMC-FIELD-NE-2,76.42375,-67.87775,F814W,...,Chu,350,2014-03-05,icco04p7q,WFC3/13282_LMC-FIELD-NE-2/icco04p7q_flc.fits,ICCO04PIQ,WFC3/UVIS,F814W,OPTICAL,56721.06078,56721.06101,20.0,POLYGON ICRS  76.48847647 -67.86935578  76.40322680 -67.90122290  76.35859684 -67.88617734  76.44385696 -67.85469225  76.48847647 -67.86935578
131,WFC3,UVIS,13282,LMC-FIELD-NE-2,76.42375,-67.87775,F814W,...,Chu,350,2014-03-05,icco04pcq,WFC3/13282_LMC-FIELD-NE-2/icco04pcq_flc.fits,ICCO04OHQ,WFC3/UVIS,F475W,OPTICAL,56720.96999,56720.97022,20.0,POLYGON ICRS  76.48847647 -67.86935578  76.40322680 -67.90122290  76.35859684 -67.88617734  76.44385696 -67.85469225  76.48847647 -67.86935578
132,WFC3,UVIS,13282,LMC-FIELD-NE-2,76.42375,-67.87775,F814W,...,Chu,350,2014-03-05,icco04pcq,WFC3/13282_LMC-FIELD-NE-2/icco04pcq_flc.fits,ICCO04OXQ,WFC3/UVIS,F555W,OPTICAL,56721.00727,56721.0075,20.0,POLYGON ICRS  76.48847647 -67.86935578  76.40322680 -67.90122290  76.35859684 -67.88617734  76.44385696 -67.85469225  76.48847647 -67.86935578
133,WFC3,UVIS,13282,LMC-FIELD-NE-2,76.42375,-67.87775,F814W,...,Chu,350,2014-03-05,icco04pcq,WFC3/13282_LMC-FIELD-NE-2/icco04pcq_flc.fits,ICCO04PIQ,WFC3/UVIS,F814W,OPTICAL,56721.06078,56721.06101,20.0,POLYGON ICRS  76.48847647 -67.86935578  76.40322680 -67.90122290  76.35859684 -67.88617734  76.44385696 -67.85469225  76.48847647 -67.86935578
134,WFC3,UVIS,13282,LMC-FIELD-NE-2,76.42375,-67.87775,F814W,...,Chu,350,2014-03-05,icco04pgq,WFC3/13282_LMC-FIELD-NE-2/icco04pgq_flc.fits,ICCO04OHQ,WFC3/UVIS,F475W,OPTICAL,56720.96999,56720.97022,20.0,POLYGON ICRS  76.48847647 -67.86935578  76.40322680 -67.90122290  76.35859684 -67.88617734  76.44385696 -67.85469225  76.48847647 -67.86935578
135,WFC3,UVIS,13282,LMC-FIELD-NE-2,76.42375,-67.87775,F814W,...,Chu,350,2014-03-05,icco04pgq,WFC3/13282_LMC-FIELD-NE-2/icco04pgq_flc.fits,ICCO04OXQ,WFC3/UVIS,F555W,OPTICAL,56721.00727,56721.0075,20.0,POLYGON ICRS  76.48847647 -67.86935578  76.40322680 -67.90122290  76.35859684 -67.88617734  76.44385696 -67.85469225  76.48847647 -67.86935578
136,WFC3,UVIS,13282,LMC-FIELD-NE-2,76.42375,-67.87775,F814W,...,Chu,350,2014-03-05,icco04pgq,WFC3/13282_LMC-FIELD-NE-2/icco04pgq_flc.fits,ICCO04PIQ,WFC3/UVIS,F814W,OPTICAL,56721.06078,56721.06101,20.0,POLYGON ICRS  76.48847647 -67.86935578  76.40322680 -67.90122290  76.35859684 -67.88617734  76.44385696 -67.85469225  76.48847647 -67.86935578
137,WFC3,UVIS,13282,LMC-FIELD-NE-2,76.42375,-67.87775,F814W,...,Chu,20,2014-03-05,icco04piq,WFC3/13282_LMC-FIELD-NE-2/icco04piq_flc.fits,ICCO04OHQ,WFC3/UVIS,F475W,OPTICAL,56720.96999,56720.97022,20.0,POLYGON ICRS  76.48847647 -67.86935578  76.40322680 -67.90122290  76.35859684 -67.88617734  76.44385696 -67.85469225  76.48847647 -67.86935578
138,WFC3,UVIS,13282,LMC-FIELD-NE-2,76.42375,-67.87775,F814W,...,Chu,20,2014-03-05,icco04piq,WFC3/13282_LMC-FIELD-NE-2/icco04piq_flc.fits,ICCO04OXQ,WFC3/UVIS,F555W,OPTICAL,56721.00727,56721.0075,20.0,POLYGON ICRS  76.48847647 -67.86935578  76.40322680 -67.90122290  76.35859684 -67.88617734  76.44385696 -67.85469225  76.48847647 -67.86935578
139,WFC3,UVIS,13282,LMC-FIELD-NE-2,76.42375,-67.87775,F814W,...,Chu,20,2014-03-05,icco04piq,WFC3/13282_LMC-FIELD-NE-2/icco04piq_flc.fits,ICCO04PIQ,WFC3/UVIS,F814W,OPTICAL,56721.06078,56721.06101,20.0,POLYGON ICRS  76.48847647 -67.86935578  76.40322680 -67.90122290  76.35859684 -67.88617734  76.44385696 -67.85469225  76.48847647 -67.86935578
140,WFC3,UVIS,13901,LMC-FIELD-NE-3,80.35375,-66.07025,F555W,...,Stephens,400,2012-10-29,ic2o04f2q,multiband//13901_LMC-FIELD-NE-3/ic2o04f2q_flc.fits,IC2O04040,WFC3/UVIS,F555W,OPTICAL,56229.6976,56229.77167,1193.0,POLYGON 80.41024249 -66.04578487 80.29844821 -66.04290629 80.29858424 -66.08825123 80.40922375 -66.09161751 80.41024249 -66.04578487 80.41024249 -66.04578487
141,WFC3,UVIS,13901,LMC-FIELD-NE-3,80.35375,-66.07025,F555W,...,Stephens,400,2012-10-29,ic2o04f2q,multiband//13901_LMC-FIELD-NE-3/ic2o04f2q_flc.fits,IC2O04050,WFC3/UVIS,F656N,OPTICAL,56229.70388,56229.79244,1470.0,POLYGON 80.41024258 -66.04578491 80.2984483 -66.04290625 80.29858416 -66.08825119 80.40922366 -66.09161754 80.41024258 -66.04578491 80.41024258 -66.04578491
142,WFC3,UVIS,13901,LMC-FIELD-NE-3,80.35375,-66.07025,F555W,...,Stephens,400,2012-10-29,ic2o04f2q,multiband//13901_LMC-FIELD-NE-3/ic2o04f2q_flc.fits,IC2O04060,WFC3/UVIS,F814W,OPTICAL,56229.7104,56229.79062,2666.0,POLYGON 80.41024258 -66.04578491 80.2984483 -66.04290625 80.29858416 -66.08825119 80.40922366 -66.09161754 80.41024258 -66.04578491 80.41024258 -66.04578491
143,WFC3,UVIS,13901,LMC-FIELD-NE-3,80.35375,-66.07025,F555W,...,Stephens,400,2012-10-29,ic2o04f2q,multiband//13901_LMC-FIELD-NE-3/ic2o04f2q_flc.fits,IC2O04070,WFC3/IR,F110W,INFRARED,56229.81059,56229.8352,897.693786,POLYGON 80.40219873 -66.05130877 80.30938022 -66.05115988 80.30808458 -66.08522571 80.40335818 -66.08537505 80.40219873 -66.05130877 80.40219873 -66.05130877
144,WFC3,UVIS,13901,LMC-FIELD-NE-3,80.35375,-66.07025,F555W,...,Stephens,400,2012-10-29,ic2o04f2q,multiband//13901_LMC-FIELD-NE-3/ic2o04f2q_flc.fits,IC2O04080,WFC3/IR,F160W,INFRARED,56229.81441,56229.84133,1497.695619,POLYGON 80.40219873 -66.05130877 80.30938022 -66.05115988 80.30808458 -66.08522571 80.40335818 -66.08537505 80.40219873 -66.05130877 80.40219873 -66.05130877
145,WFC3,UVIS,13901,LMC-FIELD-NE-3,80.35375,-66.07025,F814W,...,Stephens,1000,2012-10-29,ic2o04f5q,multiband//13901_LMC-FIELD-NE-3/ic2o04f5q_flc.fits,IC2O04040,WFC3/UVIS,F555W,OPTICAL,56229.6976,56229.77167,1193.0,POLYGON 80.41024249 -66.04578487 80.29844821 -66.04290629 80.29858424 -66.08825123 80.40922375 -66.09161751 80.41024249 -66.04578487 80.41024249 -66.04578487
146,WFC3,UVIS,13901,LMC-FIELD-NE-3,80.35375,-66.07025,F814W,...,Stephens,1000,2012-10-29,ic2o04f5q,multiband//13901_LMC-FIELD-NE-3/ic2o04f5q_flc.fits,IC2O04050,WFC3/UVIS,F656N,OPTICAL,56229.70388,56229.79244,1470.0,POLYGON 80.41024258 -66.04578491 80.2984483 -66.04290625 80.29858416 -66.08825119 80.40922366 -66.09161754 80.41024258 -66.04578491 80.41024258 -66.04578491
147,WFC3,UVIS,13901,LMC-FIELD-NE-3,80.35375,-66.07025,F814W,...,Stephens,1000,2012-10-29,ic2o04f5q,multiband//13901_LMC-FIELD-NE-3/ic2o04f5q_flc.fits,IC2O04060,WFC3/UVIS,F814W,OPTICAL,56229.7104,56229.79062,2666.0,POLYGON 80.41024258 -66.04578491 80.2984483 -66.04290625 80.29858416 -66.08825119 80.40922366 -66.09161754 80.41024258 -66.04578491 80.41024258 -66.04578491
148,WFC3,UVIS,13901,LMC-FIELD-NE-3,80.35375,-66.07025,F814W,...,Stephens,1000,2012-10-29,ic2o04f5q,multiband//13901_LMC-FIELD-NE-3/ic2o04f5q_flc.fits,IC2O04070,WFC3/IR,F110W,INFRARED,56229.81059,56229.8352,897.693786,POLYGON 80.40219873 -66.05130877 80.30938022 -66.05115988 80.30808458 -66.08522571 80.40335818 -66.08537505 80.40219873 -66.05130877 80.40219873 -66.05130877
149,WFC3,UVIS,13901,LMC-FIELD-NE-3,80.35375,-66.07025,F814W,...,Stephens,1000,2012-10-29,ic2o04f5q,multiband//13901_LMC-FIELD-NE-3/ic2o04f5q_flc.fits,IC2O04080,WFC3/IR,F160W,INFRARED,56229.81441,56229.84133,1497.695619,POLYGON 80.40219873 -66.05130877 80.30938022 -66.05115988 80.30808458 -66.08522571 80.40335818 -66.08537505 80.40219873 -66.05130877 80.40219873 -66.05130877
150,WFC3,UVIS,13901,LMC-FIELD-NE-3,80.35375,-66.07025,F555W,...,Stephens,393,2012-10-29,ic2o04fbq,multiband//13901_LMC-FIELD-NE-3/ic2o04fbq_flc.fits,IC2O04040,WFC3/UVIS,F555W,OPTICAL,56229.6976,56229.77167,1193.0,POLYGON 80.41024249 -66.04578487 80.29844821 -66.04290629 80.29858424 -66.08825123 80.40922375 -66.09161751 80.41024249 -66.04578487 80.41024249 -66.04578487
151,WFC3,UVIS,13901,LMC-FIELD-NE-3,80.35375,-66.07025,F555W,...,Stephens,393,2012-10-29,ic2o04fbq,multiband//13901_LMC-FIELD-NE-3/ic2o04fbq_flc.fits,IC2O04050,WFC3/UVIS,F656N,OPTICAL,56229.70388,56229.79244,1470.0,POLYGON 80.41024258 -66.04578491 80.2984483 -66.04290625 80.29858416 -66.08825119 80.40922366 -66.09161754 80.41024258 -66.04578491 80.41024258 -66.04578491
152,WFC3,UVIS,13901,LMC-FIELD-NE-3,80.35375,-66.07025,F555W,...,Stephens,393,2012-10-29,ic2o04fbq,multiband//13901_LMC-FIELD-NE-3/ic2o04fbq_flc.fits,IC2O04060,WFC3/UVIS,F814W,OPTICAL,56229.7104,56229.79062,2666.0,POLYGON 80.41024258 -66.04578491 80.2984483 -66.04290625 80.29858416 -66.08825119 80.40922366 -66.09161754 80.41024258 -66.04578491 80.41024258 -66.04578491
153,WFC3,UVIS,13901,LMC-FIELD-NE-3,80.35375,-66.07025,F555W,...,Stephens,393,2012-10-29,ic2o04fbq,multiband//13901_LMC-FIELD-NE-3/ic2o04fbq_flc.fits,IC2O04070,WFC3/IR,F110W,INFRARED,56229.81059,56229.8352,897.693786,POLYGON 80.40219873 -66.05130877 80.30938022 -66.05115988 80.30808458 -66.08522571 80.40335818 -66.08537505 80.40219873 -66.05130877 80.40219873 -66.05130877
154,WFC3,UVIS,13901,LMC-FIELD-NE-3,80.35375,-66.07025,F555W,...,Stephens,393,2012-10-29,ic2o04fbq,multiband//13901_LMC-FIELD-NE-3/ic2o04fbq_flc.fits,IC2O04080,WFC3/IR,F160W,INFRARED,56229.81441,56229.84133,1497.695619,POLYGON 80.40219873 -66.05130877 80.30938022 -66.05115988 80.30808458 -66.08522571 80.40335818 -66.08537505 80.40219873 -66.05130877 80.40219873 -66.05130877
155,WFC3,UVIS,13901,LMC-FIELD-NE-3,80.35375,-66.07025,F814W,...,Stephens,1000,2012-10-29,ic2o04fcq,multiband//13901_LMC-FIELD-NE-3/ic2o04fcq_flc.fits,IC2O04040,WFC3/UVIS,F555W,OPTICAL,56229.6976,56229.77167,1193.0,POLYGON 80.41024249 -66.04578487 80.29844821 -66.04290629 80.29858424 -66.08825123 80.40922375 -66.09161751 80.41024249 -66.04578487 80.41024249 -66.04578487
156,WFC3,UVIS,13901,LMC-FIELD-NE-3,80.35375,-66.07025,F814W,...,Stephens,1000,2012-10-29,ic2o04fcq,multiband//13901_LMC-FIELD-NE-3/ic2o04fcq_flc.fits,IC2O04050,WFC3/UVIS,F656N,OPTICAL,56229.70388,56229.79244,1470.0,POLYGON 80.41024258 -66.04578491 80.2984483 -66.04290625 80.29858416 -66.08825119 80.40922366 -66.09161754 80.41024258 -66.04578491 80.41024258 -66.04578491
157,WFC3,UVIS,13901,LMC-FIELD-NE-3,80.35375,-66.07025,F814W,...,Stephens,1000,2012-10-29,ic2o04fcq,multiband//13901_LMC-FIELD-NE-3/ic2o04fcq_flc.fits,IC2O04060,WFC3/UVIS,F814W,OPTICAL,56229.7104,56229.79062,2666.0,POLYGON 80.41024258 -66.04578491 80.2984483 -66.04290625 80.29858416 -66.08825119 80.40922366 -66.09161754 80.41024258 -66.04578491 80.41024258 -66.04578491
158,WFC3,UVIS,13901,LMC-FIELD-NE-3,80.35375,-66.07025,F814W,...,Stephens,1000,2012-10-29,ic2o04fcq,multiband//13901_LMC-FIELD-NE-3/ic2o04fcq_flc.fits,IC2O04070,WFC3/IR,F110W,INFRARED,56229.81059,56229.8352,897.693786,POLYGON 80.40219873 -66.05130877 80.30938022 -66.05115988 80.30808458 -66.08522571 80.40335818 -66.08537505 80.40219873 -66.05130877 80.40219873 -66.05130877
159,WFC3,UVIS,13901,LMC-FIELD-NE-3,80.35375,-66.07025,F814W,...,Stephens,1000,2012-10-29,ic2o04fcq,multiband//13901_LMC-FIELD-NE-3/ic2o04fcq_flc.fits,IC2O04080,WFC3/IR,F160W,INFRARED,56229.81441,56229.84133,1497.695619,POLYGON 80.40219873 -66.05130877 80.30938022 -66.05115988 80.30808458 -66.08522571 80.40335818 -66.08537505 80.40219873 -66.05130877 80.40219873 -66.05130877
160,WFC3,UVIS,13901,LMC-FIELD-NE-3,80.35375,-66.07025,F555W,...,Stephens,400,2012-10-29,ic2o04fgq,multiband//13901_LMC-FIELD-NE-3/ic2o04fgq_flc.fits,IC2O04040,WFC3/UVIS,F555W,OPTICAL,56229.6976,56229.77167,1193.0,POLYGON 80.41024249 -66.04578487 80.29844821 -66.04290629 80.29858424 -66.08825123 80.40922375 -66.09161751 80.41024249 -66.04578487 80.41024249 -66.04578487
161,WFC3,UVIS,13901,LMC-FIELD-NE-3,80.35375,-66.07025,F555W,...,Stephens,400,2012-10-29,ic2o04fgq,multiband//13901_LMC-FIELD-NE-3/ic2o04fgq_flc.fits,IC2O04050,WFC3/UVIS,F656N,OPTICAL,56229.70388,56229.79244,1470.0,POLYGON 80.41024258 -66.04578491 80.2984483 -66.04290625 80.29858416 -66.08825119 80.40922366 -66.09161754 80.41024258 -66.04578491 80.41024258 -66.04578491
162,WFC3,UVIS,13901,LMC-FIELD-NE-3,80.35375,-66.07025,F555W,...,Stephens,400,2012-10-29,ic2o04fgq,multiband//13901_LMC-FIELD-NE-3/ic2o04fgq_flc.fits,IC2O04060,WFC3/UVIS,F814W,OPTICAL,56229.7104,56229.79062,2666.0,POLYGON 80.41024258 -66.04578491 80.2984483 -66.04290625 80.29858416 -66.08825119 80.40922366 -66.09161754 80.41024258 -66.04578491 80.41024258 -66.04578491
163,WFC3,UVIS,13901,LMC-FIELD-NE-3,80.35375,-66.07025,F555W,...,Stephens,400,2012-10-29,ic2o04fgq,multiband//13901_LMC-FIELD-NE-3/ic2o04fgq_flc.fits,IC2O04070,WFC3/IR,F110W,INFRARED,56229.81059,56229.8352,897.693786,POLYGON 80.40219873 -66.05130877 80.30938022 -66.05115988 80.30808458 -66.08522571 80.40335818 -66.08537505 80.40219873 -66.05130877 80.40219873 -66.05130877
164,WFC3,UVIS,13901,LMC-FIELD-NE-3,80.35375,-66.07025,F555W,...,Stephens,400,2012-10-29,ic2o04fgq,multiband//13901_LMC-FIELD-NE-3/ic2o04fgq_flc.fits,IC2O04080,WFC3/IR,F160W,INFRARED,56229.81441,56229.84133,1497.695619,POLYGON 80.40219873 -66.05130877 80.30938022 -66.05115988 80.30808458 -66.08522571 80.40335818 -66.08537505 80.40219873 -66.05130877 80.40219873 -66.05130877
165,WFC3,UVIS,13901,LMC-FIELD-NE-3,80.35375,-66.07025,F814W,...,Stephens,666,2012-10-29,ic2o04flq,multiband//13901_LMC-FIELD-NE-3/ic2o04flq_flc.fits,IC2O04040,WFC3/UVIS,F555W,OPTICAL,56229.6976,56229.77167,1193.0,POLYGON 80.41024249 -66.04578487 80.29844821 -66.04290629 80.29858424 -66.08825123 80.40922375 -66.09161751 80.41024249 -66.04578487 80.41024249 -66.04578487
166,WFC3,UVIS,13901,LMC-FIELD-NE-3,80.35375,-66.07025,F814W,...,Stephens,666,2012-10-29,ic2o04flq,multiband//13901_LMC-FIELD-NE-3/ic2o04flq_flc.fits,IC2O04050,WFC3/UVIS,F656N,OPTICAL,56229.70388,56229.79244,1470.0,POLYGON 80.41024258 -66.04578491 80.2984483 -66.04290625 80.29858416 -66.08825119 80.40922366 -66.09161754 80.41024258 -66.04578491 80.41024258 -66.04578491
167,WFC3,UVIS,13901,LMC-FIELD-NE-3,80.35375,-66.07025,F814W,...,Stephens,666,2012-10-29,ic2o04flq,multiband//13901_LMC-FIELD-NE-3/ic2o04flq_flc.fits,IC2O04060,WFC3/UVIS,F814W,OPTICAL,56229.7104,56229.79062,2666.0,POLYGON 80.41024258 -66.04578491 80.2984483 -66.04290625 80.29858416 -66.08825119 80.40922366 -66.09161754 80.41024258 -66.04578491 80.41024258 -66.04578491
168,WFC3,UVIS,13901,LMC-FIELD-NE-3,80.35375,-66.07025,F814W,...,Stephens,666,2012-10-29,ic2o04flq,multiband//13901_LMC-FIELD-NE-3/ic2o04flq_flc.fits,IC2O04070,WFC3/IR,F110W,INFRARED,56229.81059,56229.8352,897.693786,POLYGON 80.40219873 -66.05130877 80.30938022 -66.05115988 80.30808458 -66.08522571 80.40335818 -66.08537505 80.40219873 -66.05130877 80.40219873 -66.05130877
169,WFC3,UVIS,13901,LMC-FIELD-NE-3,80.35375,-66.07025,F814W,...,Stephens,666,2012-10-29,ic2o04flq,multiband//13901_LMC-FIELD-NE-3/ic2o04flq_flc.fits,IC2O04080,WFC3/IR,F160W,INFRARED,56229.81441,56229.84133,1497.695619,POLYGON 80.40219873 -66.05130877 80.30938022 -66.05115988 80.30808458 -66.08522571 80.40335818 -66.08537505 80.40219873 -66.05130877 80.40219873 -66.05130877
170,WFC3,UVIS,13901,NGC376,16.01918,-72.831,F656N,...,De Marchi,700,2013-08-01,ibyy91agq,multiband//13901_NGC376/ibyy91agq_flc.fits,IBYY91020,WFC3/UVIS,F656N,OPTICAL,56505.8341,56505.91272,2389.0,POLYGON 16.12313393 -72.84350545 16.05713707 -72.80206727 15.91447702 -72.8191158 15.98120246 -72.85992099 16.12313393 -72.84350545 16.12313393 -72.84350545
171,WFC3,UVIS,13901,NGC376,16.01918,-72.831,F656N,...,De Marchi,707,2013-08-01,ibyy91akq,multiband//13901_NGC376/ibyy91akq_flc.fits,IBYY91020,WFC3/UVIS,F656N,OPTICAL,56505.8341,56505.91272,2389.0,POLYGON 16.12313393 -72.84350545 16.05713707 -72.80206727 15.91447702 -72.8191158 15.98120246 -72.85992099 16.12313393 -72.84350545 16.12313393 -72.84350545
172,WFC3,UVIS,13901,NGC376,16.01918,-72.831,F656N,...,De Marchi,982,2013-08-01,ibyy91aoq,multiband//13901_NGC376/ibyy91aoq_flc.fits,IBYY91020,WFC3/UVIS,F656N,OPTICAL,56505.8341,56505.91272,2389.0,POLYGON 16.12313393 -72.84350545 16.05713707 -72.80206727 15.91447702 -72.8191158 15.98120246 -72.85992099 16.12313393 -72.84350545 16.12313393 -72.84350545
