Dataset,Target Name,RA (J2000),Dec (J2000),Ref,Start Time,Stop Time,Exp Time,Instrument,Apertures,Filters/Gratings,Central Wavelength,Proposal ID,Release Date,Preview Name,High-Level Science Products,Ang Sep (')
U26M0B01T,NGC330,14.0466791,-72.4624261,21,1994-01-27 04:57:17,1994-01-27 04:58:37,80.000,WFPC2 ,PC1,F450W,4556.000,5475,1995-05-27 00:00:00,U26M0B01T,,0.366
U26M0B02T,NGC330,14.0466791,-72.4624261,21,1994-01-27 05:01:17,1994-01-27 05:01:57,40.000,WFPC2 ,PC1,F555W,5439.000,5475,1995-05-27 00:00:00,U26M0B02T,,0.366
ICK003010,NGC-330,14.0843141,-72.4680822,0,2015-07-26 16:34:52,2015-07-26 18:49:36,4860.000,WFC3  ,UVIS-CENTER,F225W,2365.801,13727,2016-07-26 22:50:57,ICK003010,,0.679
ICK003020,NGC-330,14.0843141,-72.4680822,0,2015-07-26 19:28:06,2015-07-26 21:22:51,3795.000,WFC3  ,UVIS-CENTER,F336W,3354.874,13727,2016-07-27 00:10:04,ICK003020,,0.679
U5AY1001R,NGC330,14.0919045,-72.4703378,9,1999-09-04 06:16:13,1999-09-04 06:22:03,350.000,WFPC2 ,PC1,F555W,5439.000,8134,2000-09-04 20:44:57,U5AY1001R,,0.823
U5AY1002R,NGC330,14.0919045,-72.4703378,9,1999-09-04 06:25:13,1999-09-04 06:31:03,350.000,WFPC2 ,PC1,F555W,5439.000,8134,2000-09-04 20:53:23,U5AY1002R,,0.823
U5AY1003R,NGC330,14.0919045,-72.4703378,9,1999-09-04 06:34:13,1999-09-04 06:34:23,10.000,WFPC2 ,PC1,F555W,5439.000,8134,2000-09-04 20:50:09,U5AY1003R,,0.823
U5AY1004R,NGC330,14.0919045,-72.4703378,9,1999-09-04 06:39:13,1999-09-04 06:45:03,350.000,WFPC2 ,PC1,F814W,8012.000,8134,2000-09-04 20:46:55,U5AY1004R,,0.823
U5AY1005R,NGC330,14.0919045,-72.4703378,9,1999-09-04 06:48:13,1999-09-04 06:54:03,350.000,WFPC2 ,PC1,F814W,8012.000,8134,2000-09-04 20:47:29,U5AY1005R,,0.823
U5AY1006R,NGC330,14.0919045,-72.4703378,9,1999-09-04 06:57:13,1999-09-04 06:57:23,10.000,WFPC2 ,PC1,F814W,8012.000,8134,2000-09-04 20:54:53,U5AY1006R,,0.823
U5AY1007R,NGC330,14.0920866,-72.4704193,9,1999-09-04 07:02:13,1999-09-04 07:08:03,350.000,WFPC2 ,PC1,F814W,8012.000,8134,2000-09-04 20:49:25,U5AY1007R,,0.827
U5AY1008R,NGC330,14.0920866,-72.4704193,9,1999-09-04 07:11:13,1999-09-04 07:17:03,350.000,WFPC2 ,PC1,F814W,8012.000,8134,2000-09-04 20:52:09,U5AY1008R,,0.827
U5AY1009R,NGC330,14.0920866,-72.4704193,9,1999-09-04 07:23:13,1999-09-04 07:29:03,350.000,WFPC2 ,PC1,F555W,5439.000,8134,2000-09-04 21:11:45,U5AY1009R,,0.827
U5AY100AR,NGC330,14.0920866,-72.4704193,9,1999-09-04 07:32:13,1999-09-04 07:38:03,350.000,WFPC2 ,PC1,F555W,5439.000,8134,2000-09-04 20:53:11,U5AY100AR,,0.827
ICK003010,NGC-330,14.0843141,-72.4680822,0,2015-07-26 16:34:52,2015-07-26 18:49:36,4860.000,WFC3  ,UVIS-CENTER,F225W,2365.801,13727,2016-07-26 22:50:57,ICK003010,,0.308
ICK003020,NGC-330,14.0843141,-72.4680822,0,2015-07-26 19:28:06,2015-07-26 21:22:51,3795.000,WFC3  ,UVIS-CENTER,F336W,3354.874,13727,2016-07-27 00:10:04,ICK003020,,0.308
U26M0B01T,NGC330,14.0466791,-72.4624261,21,1994-01-27 04:57:17,1994-01-27 04:58:37,80.000,WFPC2 ,PC1,F450W,4556.000,5475,1995-05-27 00:00:00,U26M0B01T,,0.483
U26M0B02T,NGC330,14.0466791,-72.4624261,21,1994-01-27 05:01:17,1994-01-27 05:01:57,40.000,WFPC2 ,PC1,F555W,5439.000,5475,1995-05-27 00:00:00,U26M0B02T,,0.483
U5AY1001R,NGC330,14.0919045,-72.4703378,9,1999-09-04 06:16:13,1999-09-04 06:22:03,350.000,WFPC2 ,PC1,F555W,5439.000,8134,2000-09-04 20:44:57,U5AY1001R,,0.500
U5AY1002R,NGC330,14.0919045,-72.4703378,9,1999-09-04 06:25:13,1999-09-04 06:31:03,350.000,WFPC2 ,PC1,F555W,5439.000,8134,2000-09-04 20:53:23,U5AY1002R,,0.500
U5AY1003R,NGC330,14.0919045,-72.4703378,9,1999-09-04 06:34:13,1999-09-04 06:34:23,10.000,WFPC2 ,PC1,F555W,5439.000,8134,2000-09-04 20:50:09,U5AY1003R,,0.500
U5AY1004R,NGC330,14.0919045,-72.4703378,9,1999-09-04 06:39:13,1999-09-04 06:45:03,350.000,WFPC2 ,PC1,F814W,8012.000,8134,2000-09-04 20:46:55,U5AY1004R,,0.500
U5AY1005R,NGC330,14.0919045,-72.4703378,9,1999-09-04 06:48:13,1999-09-04 06:54:03,350.000,WFPC2 ,PC1,F814W,8012.000,8134,2000-09-04 20:47:29,U5AY1005R,,0.500
U5AY1006R,NGC330,14.0919045,-72.4703378,9,1999-09-04 06:57:13,1999-09-04 06:57:23,10.000,WFPC2 ,PC1,F814W,8012.000,8134,2000-09-04 20:54:53,U5AY1006R,,0.500
U5AY1007R,NGC330,14.0920866,-72.4704193,9,1999-09-04 07:02:13,1999-09-04 07:08:03,350.000,WFPC2 ,PC1,F814W,8012.000,8134,2000-09-04 20:49:25,U5AY1007R,,0.506
U5AY1008R,NGC330,14.0920866,-72.4704193,9,1999-09-04 07:11:13,1999-09-04 07:17:03,350.000,WFPC2 ,PC1,F814W,8012.000,8134,2000-09-04 20:52:09,U5AY1008R,,0.506
U5AY1009R,NGC330,14.0920866,-72.4704193,9,1999-09-04 07:23:13,1999-09-04 07:29:03,350.000,WFPC2 ,PC1,F555W,5439.000,8134,2000-09-04 21:11:45,U5AY1009R,,0.506
U5AY100AR,NGC330,14.0920866,-72.4704193,9,1999-09-04 07:32:13,1999-09-04 07:38:03,350.000,WFPC2 ,PC1,F555W,5439.000,8134,2000-09-04 20:53:11,U5AY100AR,,0.506
U3JS0101M,NGC330,14.0999168,-72.4592308,5,1997-06-17 20:41:14,1997-06-17 20:41:16,1.600,WFPC2 ,PC1-FIX,F555W,5439.000,6425,1998-06-18 02:19:16,U3JS0101M,,0.582
U3JS0102M,NGC330,14.0999168,-72.4592308,5,1997-06-17 20:43:14,1997-06-17 20:43:24,10.000,WFPC2 ,PC1-FIX,F555W,5439.000,6425,1998-06-18 02:22:53,U3JS0102M,,0.582
ICK003010,NGC-330,14.0843141,-72.4680822,0,2015-07-26 16:34:52,2015-07-26 18:49:36,4860.000,WFC3  ,UVIS-CENTER,F225W,2365.801,13727,2016-07-26 22:50:57,ICK003010,,0.330
ICK003020,NGC-330,14.0843141,-72.4680822,0,2015-07-26 19:28:06,2015-07-26 21:22:51,3795.000,WFC3  ,UVIS-CENTER,F336W,3354.874,13727,2016-07-27 00:10:04,ICK003020,,0.330
U3JS0101M,NGC330,14.0999168,-72.4592308,5,1997-06-17 20:41:14,1997-06-17 20:41:16,1.600,WFPC2 ,PC1-FIX,F555W,5439.000,6425,1998-06-18 02:19:16,U3JS0101M,,0.483
U3JS0102M,NGC330,14.0999168,-72.4592308,5,1997-06-17 20:43:14,1997-06-17 20:43:24,10.000,WFPC2 ,PC1-FIX,F555W,5439.000,6425,1998-06-18 02:22:53,U3JS0102M,,0.483
U5AY1001R,NGC330,14.0919045,-72.4703378,9,1999-09-04 06:16:13,1999-09-04 06:22:03,350.000,WFPC2 ,PC1,F555W,5439.000,8134,2000-09-04 20:44:57,U5AY1001R,,0.516
U5AY1002R,NGC330,14.0919045,-72.4703378,9,1999-09-04 06:25:13,1999-09-04 06:31:03,350.000,WFPC2 ,PC1,F555W,5439.000,8134,2000-09-04 20:53:23,U5AY1002R,,0.516
U5AY1003R,NGC330,14.0919045,-72.4703378,9,1999-09-04 06:34:13,1999-09-04 06:34:23,10.000,WFPC2 ,PC1,F555W,5439.000,8134,2000-09-04 20:50:09,U5AY1003R,,0.516
U5AY1004R,NGC330,14.0919045,-72.4703378,9,1999-09-04 06:39:13,1999-09-04 06:45:03,350.000,WFPC2 ,PC1,F814W,8012.000,8134,2000-09-04 20:46:55,U5AY1004R,,0.516
U5AY1005R,NGC330,14.0919045,-72.4703378,9,1999-09-04 06:48:13,1999-09-04 06:54:03,350.000,WFPC2 ,PC1,F814W,8012.000,8134,2000-09-04 20:47:29,U5AY1005R,,0.516
U5AY1006R,NGC330,14.0919045,-72.4703378,9,1999-09-04 06:57:13,1999-09-04 06:57:23,10.000,WFPC2 ,PC1,F814W,8012.000,8134,2000-09-04 20:54:53,U5AY1006R,,0.516
U5AY1007R,NGC330,14.0920866,-72.4704193,9,1999-09-04 07:02:13,1999-09-04 07:08:03,350.000,WFPC2 ,PC1,F814W,8012.000,8134,2000-09-04 20:49:25,U5AY1007R,,0.521
U5AY1008R,NGC330,14.0920866,-72.4704193,9,1999-09-04 07:11:13,1999-09-04 07:17:03,350.000,WFPC2 ,PC1,F814W,8012.000,8134,2000-09-04 20:52:09,U5AY1008R,,0.521
U5AY1009R,NGC330,14.0920866,-72.4704193,9,1999-09-04 07:23:13,1999-09-04 07:29:03,350.000,WFPC2 ,PC1,F555W,5439.000,8134,2000-09-04 21:11:45,U5AY1009R,,0.521
U5AY100AR,NGC330,14.0920866,-72.4704193,9,1999-09-04 07:32:13,1999-09-04 07:38:03,350.000,WFPC2 ,PC1,F555W,5439.000,8134,2000-09-04 20:53:11,U5AY100AR,,0.521
U26M0B01T,NGC330,14.0466791,-72.4624261,21,1994-01-27 04:57:17,1994-01-27 04:58:37,80.000,WFPC2 ,PC1,F450W,4556.000,5475,1995-05-27 00:00:00,U26M0B01T,,0.541
U26M0B02T,NGC330,14.0466791,-72.4624261,21,1994-01-27 05:01:17,1994-01-27 05:01:57,40.000,WFPC2 ,PC1,F555W,5439.000,5475,1995-05-27 00:00:00,U26M0B02T,,0.541
ICK003010,NGC-330,14.0843141,-72.4680822,0,2015-07-26 16:34:52,2015-07-26 18:49:36,4860.000,WFC3  ,UVIS-CENTER,F225W,2365.801,13727,2016-07-26 22:50:57,ICK003010,,0.136
ICK003020,NGC-330,14.0843141,-72.4680822,0,2015-07-26 19:28:06,2015-07-26 21:22:51,3795.000,WFC3  ,UVIS-CENTER,F336W,3354.874,13727,2016-07-27 00:10:04,ICK003020,,0.136
U5AY1001R,NGC330,14.0919045,-72.4703378,9,1999-09-04 06:16:13,1999-09-04 06:22:03,350.000,WFPC2 ,PC1,F555W,5439.000,8134,2000-09-04 20:44:57,U5AY1001R,,0.322
U5AY1002R,NGC330,14.0919045,-72.4703378,9,1999-09-04 06:25:13,1999-09-04 06:31:03,350.000,WFPC2 ,PC1,F555W,5439.000,8134,2000-09-04 20:53:23,U5AY1002R,,0.322
U5AY1003R,NGC330,14.0919045,-72.4703378,9,1999-09-04 06:34:13,1999-09-04 06:34:23,10.000,WFPC2 ,PC1,F555W,5439.000,8134,2000-09-04 20:50:09,U5AY1003R,,0.322
U5AY1004R,NGC330,14.0919045,-72.4703378,9,1999-09-04 06:39:13,1999-09-04 06:45:03,350.000,WFPC2 ,PC1,F814W,8012.000,8134,2000-09-04 20:46:55,U5AY1004R,,0.322
U5AY1005R,NGC330,14.0919045,-72.4703378,9,1999-09-04 06:48:13,1999-09-04 06:54:03,350.000,WFPC2 ,PC1,F814W,8012.000,8134,2000-09-04 20:47:29,U5AY1005R,,0.322
U5AY1006R,NGC330,14.0919045,-72.4703378,9,1999-09-04 06:57:13,1999-09-04 06:57:23,10.000,WFPC2 ,PC1,F814W,8012.000,8134,2000-09-04 20:54:53,U5AY1006R,,0.322
U5AY1007R,NGC330,14.0920866,-72.4704193,9,1999-09-04 07:02:13,1999-09-04 07:08:03,350.000,WFPC2 ,PC1,F814W,8012.000,8134,2000-09-04 20:49:25,U5AY1007R,,0.328
U5AY1008R,NGC330,14.0920866,-72.4704193,9,1999-09-04 07:11:13,1999-09-04 07:17:03,350.000,WFPC2 ,PC1,F814W,8012.000,8134,2000-09-04 20:52:09,U5AY1008R,,0.328
U5AY1009R,NGC330,14.0920866,-72.4704193,9,1999-09-04 07:23:13,1999-09-04 07:29:03,350.000,WFPC2 ,PC1,F555W,5439.000,8134,2000-09-04 21:11:45,U5AY1009R,,0.328
U5AY100AR,NGC330,14.0920866,-72.4704193,9,1999-09-04 07:32:13,1999-09-04 07:38:03,350.000,WFPC2 ,PC1,F555W,5439.000,8134,2000-09-04 20:53:11,U5AY100AR,,0.328
U26M0B01T,NGC330,14.0466791,-72.4624261,21,1994-01-27 04:57:17,1994-01-27 04:58:37,80.000,WFPC2 ,PC1,F450W,4556.000,5475,1995-05-27 00:00:00,U26M0B01T,,0.625
U26M0B02T,NGC330,14.0466791,-72.4624261,21,1994-01-27 05:01:17,1994-01-27 05:01:57,40.000,WFPC2 ,PC1,F555W,5439.000,5475,1995-05-27 00:00:00,U26M0B02T,,0.625
U3JS0101M,NGC330,14.0999168,-72.4592308,5,1997-06-17 20:41:14,1997-06-17 20:41:16,1.600,WFPC2 ,PC1-FIX,F555W,5439.000,6425,1998-06-18 02:19:16,U3JS0101M,,0.632
U3JS0102M,NGC330,14.0999168,-72.4592308,5,1997-06-17 20:43:14,1997-06-17 20:43:24,10.000,WFPC2 ,PC1-FIX,F555W,5439.000,6425,1998-06-18 02:22:53,U3JS0102M,,0.632
ICK003010,NGC-330,14.0843141,-72.4680822,0,2015-07-26 16:34:52,2015-07-26 18:49:36,4860.000,WFC3  ,UVIS-CENTER,F225W,2365.801,13727,2016-07-26 22:50:57,ICK003010,,0.147
ICK003020,NGC-330,14.0843141,-72.4680822,0,2015-07-26 19:28:06,2015-07-26 21:22:51,3795.000,WFC3  ,UVIS-CENTER,F336W,3354.874,13727,2016-07-27 00:10:04,ICK003020,,0.147
U5AY1001R,NGC330,14.0919045,-72.4703378,9,1999-09-04 06:16:13,1999-09-04 06:22:03,350.000,WFPC2 ,PC1,F555W,5439.000,8134,2000-09-04 20:44:57,U5AY1001R,,0.338
U5AY1002R,NGC330,14.0919045,-72.4703378,9,1999-09-04 06:25:13,1999-09-04 06:31:03,350.000,WFPC2 ,PC1,F555W,5439.000,8134,2000-09-04 20:53:23,U5AY1002R,,0.338
U5AY1003R,NGC330,14.0919045,-72.4703378,9,1999-09-04 06:34:13,1999-09-04 06:34:23,10.000,WFPC2 ,PC1,F555W,5439.000,8134,2000-09-04 20:50:09,U5AY1003R,,0.338
U5AY1004R,NGC330,14.0919045,-72.4703378,9,1999-09-04 06:39:13,1999-09-04 06:45:03,350.000,WFPC2 ,PC1,F814W,8012.000,8134,2000-09-04 20:46:55,U5AY1004R,,0.338
U5AY1005R,NGC330,14.0919045,-72.4703378,9,1999-09-04 06:48:13,1999-09-04 06:54:03,350.000,WFPC2 ,PC1,F814W,8012.000,8134,2000-09-04 20:47:29,U5AY1005R,,0.338
U5AY1006R,NGC330,14.0919045,-72.4703378,9,1999-09-04 06:57:13,1999-09-04 06:57:23,10.000,WFPC2 ,PC1,F814W,8012.000,8134,2000-09-04 20:54:53,U5AY1006R,,0.338
U5AY1007R,NGC330,14.0920866,-72.4704193,9,1999-09-04 07:02:13,1999-09-04 07:08:03,350.000,WFPC2 ,PC1,F814W,8012.000,8134,2000-09-04 20:49:25,U5AY1007R,,0.344
U5AY1008R,NGC330,14.0920866,-72.4704193,9,1999-09-04 07:11:13,1999-09-04 07:17:03,350.000,WFPC2 ,PC1,F814W,8012.000,8134,2000-09-04 20:52:09,U5AY1008R,,0.344
U5AY1009R,NGC330,14.0920866,-72.4704193,9,1999-09-04 07:23:13,1999-09-04 07:29:03,350.000,WFPC2 ,PC1,F555W,5439.000,8134,2000-09-04 21:11:45,U5AY1009R,,0.344
U5AY100AR,NGC330,14.0920866,-72.4704193,9,1999-09-04 07:32:13,1999-09-04 07:38:03,350.000,WFPC2 ,PC1,F555W,5439.000,8134,2000-09-04 20:53:11,U5AY100AR,,0.344
U3JS0101M,NGC330,14.0999168,-72.4592308,5,1997-06-17 20:41:14,1997-06-17 20:41:16,1.600,WFPC2 ,PC1-FIX,F555W,5439.000,6425,1998-06-18 02:19:16,U3JS0101M,,0.551
U3JS0102M,NGC330,14.0999168,-72.4592308,5,1997-06-17 20:43:14,1997-06-17 20:43:24,10.000,WFPC2 ,PC1-FIX,F555W,5439.000,6425,1998-06-18 02:22:53,U3JS0102M,,0.551
U26M0B01T,NGC330,14.0466791,-72.4624261,21,1994-01-27 04:57:17,1994-01-27 04:58:37,80.000,WFPC2 ,PC1,F450W,4556.000,5475,1995-05-27 00:00:00,U26M0B01T,,0.635
U26M0B02T,NGC330,14.0466791,-72.4624261,21,1994-01-27 05:01:17,1994-01-27 05:01:57,40.000,WFPC2 ,PC1,F555W,5439.000,5475,1995-05-27 00:00:00,U26M0B02T,,0.635
U3JS0101M,NGC330,14.0999168,-72.4592308,5,1997-06-17 20:41:14,1997-06-17 20:41:16,1.600,WFPC2 ,PC1-FIX,F555W,5439.000,6425,1998-06-18 02:19:16,U3JS0101M,,1.214e-9
U3JS0102M,NGC330,14.0999168,-72.4592308,5,1997-06-17 20:43:14,1997-06-17 20:43:24,10.000,WFPC2 ,PC1-FIX,F555W,5439.000,6425,1998-06-18 02:22:53,U3JS0102M,,1.214e-9
ICK003010,NGC-330,14.0843141,-72.4680822,0,2015-07-26 16:34:52,2015-07-26 18:49:36,4860.000,WFC3  ,UVIS-CENTER,F225W,2365.801,13727,2016-07-26 22:50:57,ICK003010,,0.601
ICK003020,NGC-330,14.0843141,-72.4680822,0,2015-07-26 19:28:06,2015-07-26 21:22:51,3795.000,WFC3  ,UVIS-CENTER,F336W,3354.874,13727,2016-07-27 00:10:04,ICK003020,,0.601
U5AY1001R,NGC330,14.0919045,-72.4703378,9,1999-09-04 06:16:13,1999-09-04 06:22:03,350.000,WFPC2 ,PC1,F555W,5439.000,8134,2000-09-04 20:44:57,U5AY1001R,,0.682
U5AY1002R,NGC330,14.0919045,-72.4703378,9,1999-09-04 06:25:13,1999-09-04 06:31:03,350.000,WFPC2 ,PC1,F555W,5439.000,8134,2000-09-04 20:53:23,U5AY1002R,,0.682
U5AY1003R,NGC330,14.0919045,-72.4703378,9,1999-09-04 06:34:13,1999-09-04 06:34:23,10.000,WFPC2 ,PC1,F555W,5439.000,8134,2000-09-04 20:50:09,U5AY1003R,,0.682
U5AY1004R,NGC330,14.0919045,-72.4703378,9,1999-09-04 06:39:13,1999-09-04 06:45:03,350.000,WFPC2 ,PC1,F814W,8012.000,8134,2000-09-04 20:46:55,U5AY1004R,,0.682
U5AY1005R,NGC330,14.0919045,-72.4703378,9,1999-09-04 06:48:13,1999-09-04 06:54:03,350.000,WFPC2 ,PC1,F814W,8012.000,8134,2000-09-04 20:47:29,U5AY1005R,,0.682
U5AY1006R,NGC330,14.0919045,-72.4703378,9,1999-09-04 06:57:13,1999-09-04 06:57:23,10.000,WFPC2 ,PC1,F814W,8012.000,8134,2000-09-04 20:54:53,U5AY1006R,,0.682
U5AY1007R,NGC330,14.0920866,-72.4704193,9,1999-09-04 07:02:13,1999-09-04 07:08:03,350.000,WFPC2 ,PC1,F814W,8012.000,8134,2000-09-04 20:49:25,U5AY1007R,,0.686
U5AY1008R,NGC330,14.0920866,-72.4704193,9,1999-09-04 07:11:13,1999-09-04 07:17:03,350.000,WFPC2 ,PC1,F814W,8012.000,8134,2000-09-04 20:52:09,U5AY1008R,,0.686
U5AY1009R,NGC330,14.0920866,-72.4704193,9,1999-09-04 07:23:13,1999-09-04 07:29:03,350.000,WFPC2 ,PC1,F555W,5439.000,8134,2000-09-04 21:11:45,U5AY1009R,,0.686
U5AY100AR,NGC330,14.0920866,-72.4704193,9,1999-09-04 07:32:13,1999-09-04 07:38:03,350.000,WFPC2 ,PC1,F555W,5439.000,8134,2000-09-04 20:53:11,U5AY100AR,,0.686
U26M0B01T,NGC330,14.0466791,-72.4624261,21,1994-01-27 04:57:17,1994-01-27 04:58:37,80.000,WFPC2 ,PC1,F450W,4556.000,5475,1995-05-27 00:00:00,U26M0B01T,,0.982
U26M0B02T,NGC330,14.0466791,-72.4624261,21,1994-01-27 05:01:17,1994-01-27 05:01:57,40.000,WFPC2 ,PC1,F555W,5439.000,5475,1995-05-27 00:00:00,U26M0B02T,,0.982
U5AY1001R,NGC330,14.0919045,-72.4703378,9,1999-09-04 06:16:13,1999-09-04 06:22:03,350.000,WFPC2 ,PC1,F555W,5439.000,8134,2000-09-04 20:44:57,U5AY1001R,,0.375
U5AY1002R,NGC330,14.0919045,-72.4703378,9,1999-09-04 06:25:13,1999-09-04 06:31:03,350.000,WFPC2 ,PC1,F555W,5439.000,8134,2000-09-04 20:53:23,U5AY1002R,,0.375
U5AY1003R,NGC330,14.0919045,-72.4703378,9,1999-09-04 06:34:13,1999-09-04 06:34:23,10.000,WFPC2 ,PC1,F555W,5439.000,8134,2000-09-04 20:50:09,U5AY1003R,,0.375
U5AY1004R,NGC330,14.0919045,-72.4703378,9,1999-09-04 06:39:13,1999-09-04 06:45:03,350.000,WFPC2 ,PC1,F814W,8012.000,8134,2000-09-04 20:46:55,U5AY1004R,,0.375
U5AY1005R,NGC330,14.0919045,-72.4703378,9,1999-09-04 06:48:13,1999-09-04 06:54:03,350.000,WFPC2 ,PC1,F814W,8012.000,8134,2000-09-04 20:47:29,U5AY1005R,,0.375
U5AY1006R,NGC330,14.0919045,-72.4703378,9,1999-09-04 06:57:13,1999-09-04 06:57:23,10.000,WFPC2 ,PC1,F814W,8012.000,8134,2000-09-04 20:54:53,U5AY1006R,,0.375
U3JS0101M,NGC330,14.0999168,-72.4592308,5,1997-06-17 20:41:14,1997-06-17 20:41:16,1.600,WFPC2 ,PC1-FIX,F555W,5439.000,6425,1998-06-18 02:19:16,U3JS0101M,,0.375
U3JS0102M,NGC330,14.0999168,-72.4592308,5,1997-06-17 20:43:14,1997-06-17 20:43:24,10.000,WFPC2 ,PC1-FIX,F555W,5439.000,6425,1998-06-18 02:22:53,U3JS0102M,,0.375
U5AY1007R,NGC330,14.0920866,-72.4704193,9,1999-09-04 07:02:13,1999-09-04 07:08:03,350.000,WFPC2 ,PC1,F814W,8012.000,8134,2000-09-04 20:49:25,U5AY1007R,,0.376
U5AY1008R,NGC330,14.0920866,-72.4704193,9,1999-09-04 07:11:13,1999-09-04 07:17:03,350.000,WFPC2 ,PC1,F814W,8012.000,8134,2000-09-04 20:52:09,U5AY1008R,,0.376
U5AY1009R,NGC330,14.0920866,-72.4704193,9,1999-09-04 07:23:13,1999-09-04 07:29:03,350.000,WFPC2 ,PC1,F555W,5439.000,8134,2000-09-04 21:11:45,U5AY1009R,,0.376
U5AY100AR,NGC330,14.0920866,-72.4704193,9,1999-09-04 07:32:13,1999-09-04 07:38:03,350.000,WFPC2 ,PC1,F555W,5439.000,8134,2000-09-04 20:53:11,U5AY100AR,,0.376
ICK003010,NGC-330,14.0843141,-72.4680822,0,2015-07-26 16:34:52,2015-07-26 18:49:36,4860.000,WFC3  ,UVIS-CENTER,F225W,2365.801,13727,2016-07-26 22:50:57,ICK003010,,0.397
ICK003020,NGC-330,14.0843141,-72.4680822,0,2015-07-26 19:28:06,2015-07-26 21:22:51,3795.000,WFC3  ,UVIS-CENTER,F336W,3354.874,13727,2016-07-27 00:10:04,ICK003020,,0.397
U4WODU06R,LIST-1,14.6199787,-72.2502999,27,2000-09-29 21:29:13,2000-09-29 21:33:33,260.000,WFPC2 ,WFALL,F814W,8012.000,8059,2000-09-30 02:53:00,U4WODU06R,,0.438
U4WODV02R,LIST-1,14.6321788,-72.2637242,27,2000-09-30 01:57:13,2000-09-30 02:00:33,200.000,WFPC2 ,WFALL,F606W,5997.000,8059,2000-09-30 16:42:17,U4WODV02R,,0.477
U4WODV03R,LIST-1,14.6321788,-72.2637242,27,2000-09-30 02:04:13,2000-09-30 02:04:53,40.000,WFPC2 ,WFALL,F450W,4556.000,8059,2000-09-30 16:31:34,U4WODV03R,,0.477
U4WODV04R,LIST-1,14.6321788,-72.2637242,27,2000-09-30 02:06:13,2000-09-30 02:12:53,400.000,WFPC2 ,WFALL,F450W,4556.000,8059,2000-09-30 16:44:49,U4WODV04R,,0.477
U4WODV05R,LIST-1,14.6321788,-72.2637242,27,2000-09-30 02:16:13,2000-09-30 02:17:53,100.000,WFPC2 ,WFALL,F814W,8012.000,8059,2000-09-30 16:31:56,U4WODV05R,,0.477
U4WODQ01R,LIST-1,14.6195632,-72.2493492,27,2000-09-28 21:26:13,2000-09-28 21:26:23,10.000,WFPC2 ,WFALL,F606W,5997.000,8059,2000-09-29 02:26:33,U4WODQ01R,,0.487
U4WODQ02R,LIST-1,14.6195632,-72.2493492,27,2000-09-28 21:28:13,2000-09-28 21:28:53,40.000,WFPC2 ,WFALL,F606W,5997.000,8059,2000-09-29 02:29:20,U4WODQ02R,,0.487
U4WODQ03R,LIST-1,14.6195632,-72.2493492,27,2000-09-28 21:30:13,2000-09-28 21:33:33,200.000,WFPC2 ,WFALL,F606W,5997.000,8059,2000-09-29 02:32:50,U4WODQ03R,,0.487
U4WODQ04R,LIST-1,14.6195632,-72.2493492,27,2000-09-28 21:37:13,2000-09-28 21:37:23,10.000,WFPC2 ,WFALL,F450W,4556.000,8059,2000-09-29 02:30:13,U4WODQ04R,,0.487
U4WODQ05R,LIST-1,14.6195632,-72.2493492,27,2000-09-28 21:39:13,2000-09-28 21:40:13,60.000,WFPC2 ,WFALL,F450W,4556.000,8059,2000-09-29 02:34:11,U4WODQ05R,,0.487
U4WODQ06R,LIST-1,14.6195632,-72.2493492,27,2000-09-28 21:42:13,2000-09-28 21:47:13,300.000,WFPC2 ,WFALL,F450W,4556.000,8059,2000-09-29 02:36:15,U4WODQ06R,,0.487
U4WODQ07R,LIST-1,14.6195632,-72.2493492,27,2000-09-28 21:51:13,2000-09-28 21:51:33,20.000,WFPC2 ,WFALL,F814W,8012.000,8059,2000-09-29 02:37:02,U4WODQ07R,,0.487
U4WODQ08R,LIST-1,14.6195632,-72.2493492,27,2000-09-28 21:53:13,2000-09-28 21:54:53,100.000,WFPC2 ,WFALL,F814W,8012.000,8059,2000-09-29 02:39:54,U4WODQ08R,,0.487
U4WODQ09R,LIST-1,14.6195632,-72.2493492,27,2000-09-28 21:56:13,2000-09-28 22:12:53,1000.000,WFPC2 ,WFALL,F814W,8012.000,8059,2000-09-29 02:39:21,U4WODQ09R,,0.487
U4WODS01R,LIST-1,14.6098922,-72.2519055,27,2000-09-29 23:43:13,2000-09-29 23:43:53,40.000,WFPC2 ,WFALL,F606W,5997.000,8059,2000-09-30 16:37:31,U4WODS01R,,0.525
U4WODS02R,LIST-1,14.6098922,-72.2519055,27,2000-09-29 23:45:13,2000-09-29 23:50:13,300.000,WFPC2 ,WFALL,F606W,5997.000,8059,2000-09-30 16:26:17,U4WODS02R,,0.525
U4WODS03R,LIST-1,14.6098922,-72.2519055,27,2000-09-29 23:54:13,2000-09-29 23:54:53,40.000,WFPC2 ,WFALL,F450W,4556.000,8059,2000-09-30 16:40:06,U4WODS03R,,0.525
U4WODS04R,LIST-1,14.6098922,-72.2519055,27,2000-09-29 23:56:13,2000-09-30 00:06:13,600.000,WFPC2 ,WFALL,F450W,4556.000,8059,2000-09-30 16:28:14,U4WODS04R,,0.525
U4WODS05R,LIST-1,14.6098922,-72.2519055,27,2000-09-30 00:10:13,2000-09-30 00:11:53,100.000,WFPC2 ,WFALL,F814W,8012.000,8059,2000-09-30 16:29:04,U4WODS05R,,0.525
