dataproduct_type,obs_collection,instrument_name,project,filters,wavelength_region,target_name,target_classification,obs_id,s_ra,s_dec,proposal_id,proposal_pi,calib_level,t_min,t_max,t_exptime,em_min,em_max,obs_title,t_obs_release,s_region,jpegURL,obsid,objID,distance,group,litidx
image,HST,WFPC2/WFC,HLA,F606W,OPTICAL,LIST-1,,hst_08059_h8_wfpc2_f606w_wf,81.31387694976719,-69.0145628056752,8059,Casertano,3,52305.75295,52305.75874,240.0,510.890014648438,661.1300048828131,,52305.8748,POLYGON J2000 81.29363100 -69.03113800 81.35520900 -69.03271300 81.35522764 -69.03261974 81.35915121 -69.01297456 81.35932813 -69.01208786 81.35961700 -69.01064000 81.32826156 -69.00983876 81.33023400 -69.00110300 81.30752454 -69.00044899 81.31023800 -68.98924700 81.24871000 -68.98733600 81.24337000 -69.00939300 81.24360835 -69.00940045 81.23930500 -69.02944700 81.29366962 -69.03094480 81.29363100 -69.03113800,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08059_h8_wfpc2_f606w_wf&size=ALL&format=jpeg&output_size=256,2004437930,2014818023,2652.41119965686,11.0,148.0
image,HST,WFPC2/WFC,HLA,F814W,OPTICAL,LIST-1,,hst_08059_h8_wfpc2_f814w_wf,81.31387694976719,-69.0145628056752,8059,Casertano,3,52305.76615,52305.7717,400.0,713.510009765625,867.4500122070309,,52305.9761,POLYGON J2000 81.24360835 -69.00940045 81.23930500 -69.02944700 81.29366962 -69.03094480 81.29363100 -69.03113800 81.35520900 -69.03271300 81.35522764 -69.03261974 81.35915121 -69.01297456 81.35932813 -69.01208786 81.35961700 -69.01064000 81.32826156 -69.00983876 81.33023400 -69.00110300 81.30752454 -69.00044899 81.31023800 -68.98924700 81.24871000 -68.98733600 81.24337000 -69.00939300 81.24360835 -69.00940045,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08059_h8_wfpc2_f814w_wf&size=ALL&format=jpeg&output_size=256,2004437932,2014818025,2652.41119965686,11.0,148.0
image,HST,WFPC2/PC,HLA,F606W,OPTICAL,LIST-1,,hst_08059_h8_wfpc2_f606w_pc,81.315029206258,-69.0057391751123,8059,Casertano,3,52305.75295,52305.75874,240.0,510.890014648438,661.1300048828131,,52305.8748,POLYGON J2000 81.29981800 -69.01037400 81.32795700 -69.01118700 81.33023400 -69.00110300 81.30208900 -69.00029200 81.29981800 -69.01037400,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08059_h8_wfpc2_f606w_pc&size=ALL&format=jpeg&output_size=256,2004437929,2014818022,2733.5796384741298,11.0,148.0
image,HST,WFPC2/PC,HLA,F814W,OPTICAL,LIST-1,,hst_08059_h8_wfpc2_f814w_pc,81.315029206258,-69.0057391751123,8059,Casertano,3,52305.76615,52305.7717,400.0,713.510009765625,867.4500122070309,,52305.9761,POLYGON J2000 81.29981800 -69.01037400 81.32795700 -69.01118700 81.33023400 -69.00110300 81.30208900 -69.00029200 81.29981800 -69.01037400,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08059_h8_wfpc2_f814w_pc&size=ALL&format=jpeg&output_size=256,2004437931,2014818024,2733.5796384741298,11.0,148.0
image,HST,WFPC2/WFC,HLA,F814W,OPTICAL,PAR,,hst_06254_64_wfpc2_f814w_wf,80.270367620597,-68.9979991342569,6254,Groth,3,50008.56200000001,50008.56663,400.0,713.510009765625,867.4500122070309,,50375.0717,POLYGON J2000 80.31110500 -68.96830000 80.25070900 -68.97288100 80.25720619 -68.98389695 80.23325200 -68.98563100 80.23776811 -68.99363318 80.20698600 -68.99579100 80.21884900 -69.01749900 80.27474289 -69.01357413 80.27946000 -69.01324200 80.27941492 -69.01315956 80.33434600 -69.00910100 80.32334960 -68.98997242 80.32388100 -68.98993200 80.31110500 -68.96830000,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_06254_64_wfpc2_f814w_wf&size=ALL&format=jpeg&output_size=256,2004402974,2014783067,2781.23341697823,12.0,142.0
image,HST,WFPC2/WFC,HLA,F606W,OPTICAL,PAR,,hst_06254_65_wfpc2_f606w_wf,80.270367620597,-68.9979991342569,6254,Groth,3,50008.49395,50008.49858,400.0,510.890014648438,661.1300048828131,,50375.05958,POLYGON J2000 80.27941492 -69.01315956 80.33434600 -69.00910100 80.32334960 -68.98997242 80.32388100 -68.98993200 80.31110500 -68.96830000 80.25070900 -68.97288100 80.25720619 -68.98389695 80.23325200 -68.98563100 80.23776811 -68.99363318 80.20698600 -68.99579100 80.21884900 -69.01749900 80.27474289 -69.01357413 80.27946000 -69.01324200 80.27941492 -69.01315956,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_06254_65_wfpc2_f606w_wf&size=ALL&format=jpeg&output_size=256,2004402978,2014783071,2781.23341697823,12.0,142.0
image,HST,WFPC2/WFC,HLA,F814W,OPTICAL,PAR,,hst_06254_66_wfpc2_f814w_wf,80.270367620597,-68.9979991342569,6254,Groth,3,50008.54811,50008.55737,800.0,713.510009765625,867.4500122070309,,50375.06774,POLYGON J2000 80.27941492 -69.01315956 80.33434600 -69.00910100 80.32334960 -68.98997242 80.32388100 -68.98993200 80.31110500 -68.96830000 80.25070900 -68.97288100 80.25720619 -68.98389695 80.23325200 -68.98563100 80.23776811 -68.99363318 80.20698600 -68.99579100 80.21884900 -69.01749900 80.27474289 -69.01357413 80.27946000 -69.01324200 80.27941492 -69.01315956,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_06254_66_wfpc2_f814w_wf&size=ALL&format=jpeg&output_size=256,2004402982,2014783075,2781.23341697823,12.0,142.0
image,HST,WFPC2/PC,HLA,F814W,OPTICAL,PAR,,hst_06254_64_wfpc2_f814w_pc,80.249876012075,-68.9895863074792,6254,Groth,3,50008.56200000001,50008.56663,400.0,713.510009765625,867.4500122070309,,50375.0717,POLYGON J2000 80.23325200 -68.98563100 80.23884700 -68.99554400 80.26650600 -68.99354000 80.26091700 -68.98362800 80.23325200 -68.98563100,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_06254_64_wfpc2_f814w_pc&size=ALL&format=jpeg&output_size=256,2004402973,2014783066,2858.23319009981,12.0,142.0
image,HST,WFPC2/PC,HLA,F606W,OPTICAL,PAR,,hst_06254_65_wfpc2_f606w_pc,80.249876012075,-68.9895863074792,6254,Groth,3,50008.49395,50008.49858,400.0,510.890014648438,661.1300048828131,,50375.05958,POLYGON J2000 80.23884700 -68.99554400 80.26650600 -68.99354000 80.26091700 -68.98362800 80.23325200 -68.98563100 80.23884700 -68.99554400,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_06254_65_wfpc2_f606w_pc&size=ALL&format=jpeg&output_size=256,2004402977,2014783070,2858.23319009981,12.0,142.0
image,HST,WFPC2/PC,HLA,F814W,OPTICAL,PAR,,hst_06254_66_wfpc2_f814w_pc,80.249876012075,-68.9895863074792,6254,Groth,3,50008.54811,50008.55737,800.0,713.510009765625,867.4500122070309,,50375.06774,POLYGON J2000 80.26091700 -68.98362800 80.23325200 -68.98563100 80.23884700 -68.99554400 80.26650600 -68.99354000 80.26091700 -68.98362800,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_06254_66_wfpc2_f814w_pc&size=ALL&format=jpeg&output_size=256,2004402981,2014783074,2858.23319009981,12.0,142.0
image,HST,WFPC2/WFC,HST,F555W,OPTICAL,NGC2019,GLOBULAR CLUSTER;STELLAR CLUSTER,U9YV0P03M,82.9745857581,-70.16027659024,11218,Bond,3,54704.30784,54704.30817999999,30.0,472.260009765625,595.0999755859381,Snapshot Survey for Planetary Nebulae in Globular Clusters of the Local Group,55069.53638,POLYGON ICRS  82.88390813 -70.17236075  82.93830106 -70.13214460  83.05665721 -70.15053602  83.00245698 -70.19078965  82.88390813 -70.17236075,http://archive.stsci.edu/hst/previews/U9YV/U9YV0P03M_256.jpg,2003751822,2012882989,2863.88683188296,13.0,168.0
image,HST,WFPC2/WFC,HST,F555W,OPTICAL,NGC2019,GLOBULAR CLUSTER;STELLAR CLUSTER,U9YV0P01M,82.97512958819999,-70.16020796028,11218,Bond,3,54704.2995,54704.29985,30.0,472.260009765625,595.0999755859381,Snapshot Survey for Planetary Nebulae in Globular Clusters of the Local Group,55069.52895,POLYGON ICRS  82.88445258 -70.17229239  82.93884427 -70.13207608  83.05720051 -70.15046714  83.00300152 -70.19072094  82.88445258 -70.17229239,http://archive.stsci.edu/hst/previews/U9YV/U9YV0P01M_256.jpg,2003751820,2012882987,2864.36484883432,13.0,168.0
image,HST,WFPC2/WFC,HLA,F555W,OPTICAL,NGC2019,,hst_11218_0p_wfpc2_f555w_wf,83.0005174943857,-70.15928497961329,11218,Bond,3,54704.2995,54704.30817999999,60.0,472.260009765625,595.0999755859381,,55069.53638,POLYGON J2000 83.05276800 -70.15073600 83.00044415 -70.14260802 83.00051411 -70.14255537 83.00068200 -70.14242900 82.94129700 -70.13333400 82.94113002 -70.13345968 82.94075400 -70.13340200 82.91392600 -70.15357200 82.94415906 -70.15820860 82.93332300 -70.16615700 82.95515589 -70.16958211 82.94106300 -70.17975700 83.00005800 -70.18916200 83.00023461 -70.18903452 83.00060200 -70.18909300 83.02602132 -70.17072719 83.02619556 -70.17060117 83.02833600 -70.16905300 83.02811037 -70.16901708 83.05259721 -70.15086275 83.05276800 -70.15073600,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_11218_0p_wfpc2_f555w_wf&size=ALL&format=jpeg&output_size=256,2004542512,2014922605,2868.6282195547997,13.0,168.0
image,HST,WFPC2/PC,HLA,F555W,OPTICAL,NGC2019,,hst_11218_0p_wfpc2_f555w_pc,82.9468447323579,-70.1644866773427,11218,Bond,3,54704.2995,54704.30817999999,60.0,472.260009765625,595.0999755859381,,55069.53638,POLYGON J2000 82.94621068 -70.15703321 82.94584000 -70.15697500 82.93332300 -70.16615700 82.93369470 -70.16621534 82.96037300 -70.17040000 82.96054515 -70.17027371 82.96091700 -70.17033200 82.97342600 -70.16115000 82.94638400 -70.15690600 82.94621068 -70.15703321,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_11218_0p_wfpc2_f555w_pc&size=ALL&format=jpeg&output_size=256,2004542511,2014922604,2913.9681776667303,13.0,168.0
image,HST,WFPC2/WFC,HLA,F555W,OPTICAL,NGC2019,,hst_05916_06_wfpc2_f555w_wf,83.01054938806949,-70.1679710587817,5916,Suntzeff,3,50008.29949,50008.32334,1540.0,472.260009765625,595.0999755859381,,50375.01991,POLYGON J2000 83.06536765 -70.15907726 83.06592400 -70.15902800 83.04950000 -70.13762900 82.98638900 -70.14320500 82.99474266 -70.15410208 82.96970100 -70.15623000 82.97555401 -70.16414857 82.94336400 -70.16681300 82.95883400 -70.18830200 83.01729079 -70.18345625 83.02221600 -70.18304700 83.02215737 -70.18296562 83.07957300 -70.17800300 83.06536765 -70.15907726,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_05916_06_wfpc2_f555w_wf&size=ALL&format=jpeg&output_size=256,2004392934,2014773027,2928.51253110291,13.0,168.0
image,HST,WFPC2/WFC,HLA,F814W,OPTICAL,NGC2019,,hst_05916_06_wfpc2_f814w_wf,83.01054938806949,-70.1679710587817,5916,Suntzeff,3,50008.32588,50008.35506,1860.0,713.510009765625,867.4500122070309,,50375.04576,POLYGON J2000 82.97555401 -70.16414857 82.94336400 -70.16681300 82.95883400 -70.18830200 83.01729079 -70.18345625 83.02221600 -70.18304700 83.02215737 -70.18296562 83.07957300 -70.17800300 83.06536765 -70.15907726 83.06592400 -70.15902800 83.04950000 -70.13762900 82.98638900 -70.14320500 82.99474266 -70.15410208 82.96970100 -70.15623000 82.97555401 -70.16414857,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_05916_06_wfpc2_f814w_wf&size=ALL&format=jpeg&output_size=256,2004392936,2014773029,2928.51253110291,13.0,168.0
image,HST,WFPC2/PC,HLA,F555W,OPTICAL,NGC2019,,hst_05916_06_wfpc2_f555w_pc,82.98778128533729,-70.15990591105461,5916,Suntzeff,3,50008.29949,50008.32334,1540.0,472.260009765625,595.0999755859381,,50375.01991,POLYGON J2000 82.96970100 -70.15623000 82.97695200 -70.16603900 83.00586800 -70.16358000 82.99862300 -70.15377200 82.96970100 -70.15623000,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_05916_06_wfpc2_f555w_pc&size=ALL&format=jpeg&output_size=256,2004392933,2014773026,2938.30105397635,13.0,168.0
image,HST,WFPC2/PC,HLA,F814W,OPTICAL,NGC2019,,hst_05916_06_wfpc2_f814w_pc,82.98778128533729,-70.15990591105461,5916,Suntzeff,3,50008.32588,50008.35506,1860.0,713.510009765625,867.4500122070309,,50375.04576,POLYGON J2000 82.99862300 -70.15377200 82.96970100 -70.15623000 82.97695200 -70.16603900 83.00586800 -70.16358000 82.99862300 -70.15377200,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_05916_06_wfpc2_f814w_pc&size=ALL&format=jpeg&output_size=256,2004392935,2014773028,2938.30105397635,13.0,168.0
image,HST,WFPC2/WFC,HLA,F606W,OPTICAL,LIST-1,,hst_08059_hk_wfpc2_f606w_wf,82.8260778536123,-70.3734659319197,8059,Casertano,3,52333.63559,52333.63929,240.0,510.890014648438,661.1300048828131,,52333.82446,POLYGON J2000 82.83903981 -70.35984877 82.85669700 -70.35029700 82.80077100 -70.33862300 82.76599400 -70.35743000 82.76621073 -70.35747531 82.73512700 -70.37465500 82.78479909 -70.38480054 82.78450300 -70.38496600 82.84092900 -70.39634800 82.84107514 -70.39626633 82.87126164 -70.37938133 82.87261987 -70.37862082 82.87484100 -70.37737700 82.84610756 -70.37158215 82.85974600 -70.36411100 82.83903981 -70.35984877,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08059_hk_wfpc2_f606w_wf&size=ALL&format=jpeg&output_size=256,2004438032,2014818125,3143.7988160768896,14.0,165.0
image,HST,WFPC2/WFC,HLA,F814W,OPTICAL,LIST-1,,hst_08059_hk_wfpc2_f814w_wf,82.8260778536123,-70.3734659319197,8059,Casertano,3,52333.65017,52333.65411,260.0,713.510009765625,867.4500122070309,,52333.82068,POLYGON J2000 82.78479909 -70.38480054 82.78450300 -70.38496600 82.84092900 -70.39634800 82.84107514 -70.39626633 82.87126164 -70.37938133 82.87261987 -70.37862082 82.87484100 -70.37737700 82.84610756 -70.37158215 82.85974600 -70.36411100 82.83903981 -70.35984877 82.85669700 -70.35029700 82.80077100 -70.33862300 82.76599400 -70.35743000 82.76621073 -70.35747531 82.73512700 -70.37465500 82.78479909 -70.38480054,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08059_hk_wfpc2_f814w_wf&size=ALL&format=jpeg&output_size=256,2004438034,2014818127,3143.7988160768896,14.0,165.0
image,HST,WFPC2/PC,HLA,F606W,OPTICAL,LIST-1,,hst_08059_hk_wfpc2_f606w_pc,82.83904619130999,-70.365782183569,8059,Casertano,3,52333.63559,52333.63929,240.0,510.890014648438,661.1300048828131,,52333.82446,POLYGON J2000 82.81834300 -70.36745100 82.84400200 -70.37273500 82.85974600 -70.36411100 82.83407900 -70.35882700 82.81834300 -70.36745100,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08059_hk_wfpc2_f606w_pc&size=ALL&format=jpeg&output_size=256,2004438031,2014818124,3222.03631874685,14.0,165.0
image,HST,WFPC2/PC,HLA,F814W,OPTICAL,LIST-1,,hst_08059_hk_wfpc2_f814w_pc,82.83904619130999,-70.365782183569,8059,Casertano,3,52333.65017,52333.65411,260.0,713.510009765625,867.4500122070309,,52333.82068,POLYGON J2000 82.85974600 -70.36411100 82.83407900 -70.35882700 82.81834300 -70.36745100 82.84400200 -70.37273500 82.85974600 -70.36411100,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_08059_hk_wfpc2_f814w_pc&size=ALL&format=jpeg&output_size=256,2004438033,2014818126,3222.03631874685,14.0,165.0
image,HST,WFPC2/WFC,HLA,F606W,OPTICAL,LIST-1,,hst_09634_ad_wfpc2_f606w_wf,78.3371087145903,-69.4709409694501,9634,Rhoads,3,52576.4217,52576.48791,240.0,510.890014648438,661.1300048828131,,52576.57802,POLYGON J2000 78.33474012 -69.48642167 78.39195300 -69.48765000 78.39535669 -69.46815625 78.39591000 -69.46816700 78.39942200 -69.44608900 78.33642900 -69.44485400 78.33463549 -69.45609610 78.30970900 -69.45552600 78.30820284 -69.46367258 78.27622900 -69.46287200 78.27175900 -69.48493700 78.32979413 -69.48638400 78.33472300 -69.48650600 78.33474012 -69.48642167,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_09634_ad_wfpc2_f606w_wf&size=ALL&format=jpeg&output_size=256,2004483408,2014863501,3281.59585173485,15.0,102.0
image,HST,WFPC2/WFC,HLA,F814W,OPTICAL,LIST-1,,hst_09634_ad_wfpc2_f814w_wf,78.3371087145903,-69.4709409694501,9634,Rhoads,3,52576.49809,52576.50365,400.0,713.510009765625,867.4500122070309,,52576.57512,POLYGON J2000 78.39535669 -69.46815625 78.39591000 -69.46816700 78.39942200 -69.44608900 78.33642900 -69.44485400 78.33463549 -69.45609610 78.30970900 -69.45552600 78.30820284 -69.46367258 78.27622900 -69.46287200 78.27175900 -69.48493700 78.32979413 -69.48638400 78.33472300 -69.48650600 78.33474012 -69.48642167 78.39195300 -69.48765000 78.39535669 -69.46815625,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_09634_ad_wfpc2_f814w_wf&size=ALL&format=jpeg&output_size=256,2004483410,2014863503,3281.59585173485,15.0,102.0
image,HST,WFPC2/PC,HLA,F606W,OPTICAL,LIST-1,,hst_09634_ad_wfpc2_f606w_pc,78.3231621312645,-69.4609005191657,9634,Rhoads,3,52576.4217,52576.48791,240.0,510.890014648438,661.1300048828131,,52576.57802,POLYGON J2000 78.33662200 -69.46627400 78.33849300 -69.45618400 78.30970900 -69.45552600 78.30784300 -69.46561800 78.33662200 -69.46627400,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_09634_ad_wfpc2_f606w_pc&size=ALL&format=jpeg&output_size=256,2004483407,2014863500,3372.4686970346197,15.0,102.0
image,HST,WFPC2/PC,HLA,F814W,OPTICAL,LIST-1,,hst_09634_ad_wfpc2_f814w_pc,78.3231621312645,-69.4609005191657,9634,Rhoads,3,52576.49809,52576.50365,400.0,713.510009765625,867.4500122070309,,52576.57512,POLYGON J2000 78.30970900 -69.45552600 78.30784300 -69.46561800 78.33662200 -69.46627400 78.33849300 -69.45618400 78.30970900 -69.45552600,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_09634_ad_wfpc2_f814w_pc&size=ALL&format=jpeg&output_size=256,2004483409,2014863502,3372.4686970346197,15.0,102.0
image,HST,WFPC2/WFC,HLA,F606W,OPTICAL,PAR,,hst_07786_pi_wfpc2_f606w_wf,83.71933781048921,-69.3381080618268,7786,Mackenty,3,50795.18209,50795.18534,200.0,510.890014648438,661.1300048828131,,50795.79863000001,POLYGON J2000 83.75625445 -69.34729204 83.79315600 -69.33239500 83.74594900 -69.31782800 83.72495046 -69.32630515 83.70640700 -69.32047500 83.69102545 -69.32657298 83.66736600 -69.31904200 83.62539700 -69.33547200 83.67199900 -69.35029600 83.67215865 -69.35023358 83.71485000 -69.36354800 83.75150217 -69.34891475 83.75191500 -69.34904200 83.75625445 -69.34729204,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_07786_pi_wfpc2_f606w_wf&size=ALL&format=jpeg&output_size=256,2004431414,2014811507,3754.87407928561,17.0,200.0
image,HST,WFPC2/WFC,HLA,F606W,OPTICAL,LMC-SN1987A,,hst_07587_04_wfpc2_f606w_wf,83.72742503292109,-69.3355139485167,7587,Maran,3,50791.16404,50791.17677,400.0,510.890014648438,661.1300048828131,,51156.57573,POLYGON J2000 83.71539306 -69.32421197 83.71508300 -69.32412700 83.70090327 -69.33057704 83.67615917 -69.32371382 83.67585000 -69.32362800 83.63711600 -69.34102200 83.63742700 -69.34110700 83.68676900 -69.35478600 83.68691703 -69.35471960 83.73206600 -69.36698500 83.76583948 -69.35151210 83.76627500 -69.35162900 83.77027085 -69.34977911 83.80424100 -69.33403600 83.80392792 -69.33395197 83.80393000 -69.33395100 83.75434582 -69.32062716 83.75403300 -69.32054300 83.73470292 -69.32950154 83.71539306 -69.32421197,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_07587_04_wfpc2_f606w_wf&size=ALL&format=jpeg&output_size=256,2004427534,2014807627,3759.97382612416,17.0,200.0
image,HST,WFPC2/WFC,HLA,F814W,OPTICAL,LMC-SN1987A,,hst_07587_04_wfpc2_f814w_wf,83.7337900791906,-69.3372721136521,7587,Maran,3,50791.18071,50791.18997,400.0,713.510009765625,867.4500122070309,,51156.57475,POLYGON J2000 83.76689700 -69.35179900 83.77089147 -69.34994975 83.80486300 -69.33420600 83.80454991 -69.33412197 83.80455200 -69.33412100 83.76024134 -69.32221726 83.75496682 -69.32079715 83.75465400 -69.32071300 83.73532382 -69.32967209 83.71601467 -69.32438215 83.71570400 -69.32429700 83.70152190 -69.33074812 83.67647100 -69.32379800 83.63773700 -69.34119200 83.68708115 -69.35487048 83.68739000 -69.35495600 83.68753719 -69.35488999 83.73268900 -69.36715500 83.76646154 -69.35168212 83.76689700 -69.35179900 POLYGON J2000 83.72152457 -69.33629082 83.72612500 -69.33756500 83.72581400 -69.33748000 83.70183264 -69.33083368 83.72152457 -69.33629082,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_07587_04_wfpc2_f814w_wf&size=ALL&format=jpeg&output_size=256,2004427538,2014807631,3760.43480263141,17.0,200.0
image,HST,WFPC2/PC,HLA,F606W,OPTICAL,PAR,,hst_07786_pi_wfpc2_f606w_pc,83.70758269640629,-69.3276170227125,7786,Mackenty,3,50795.18209,50795.18534,200.0,510.890014648438,661.1300048828131,,50795.79863000001,POLYGON J2000 83.68735100 -69.32802900 83.70875700 -69.33475600 83.72781400 -69.32720500 83.70640700 -69.32047500 83.68735100 -69.32802900,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_07786_pi_wfpc2_f606w_pc&size=ALL&format=jpeg&output_size=256,2004431413,2014811506,3837.5409730060296,17.0,200.0
image,HST,WFPC2/PC,HLA,F606W,OPTICAL,LMC-SN1987A,,hst_07587_04_wfpc2_f606w_pc,83.72336380543992,-69.3327964884335,7587,Maran,3,50791.16404,50791.17677,400.0,510.890014648438,661.1300048828131,,51156.57573,POLYGON J2000 83.72047300 -69.33840500 83.73804300 -69.33041600 83.73773300 -69.33033100 83.71508300 -69.32412700 83.69751400 -69.33211800 83.72016279 -69.33832010 83.72047300 -69.33840500,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_07587_04_wfpc2_f606w_pc&size=ALL&format=jpeg&output_size=256,2004427533,2014807626,3843.075424544721,17.0,200.0
image,HST,WFPC2/PC,HLA,F814W,OPTICAL,LMC-SN1987A,,hst_07587_04_wfpc2_f814w_pc,83.71281555917508,-69.3299076046064,7587,Maran,3,50791.18071,50791.18997,400.0,713.510009765625,867.4500122070309,,51156.57475,POLYGON J2000 83.72109500 -69.33857500 83.73866500 -69.33058700 83.71601467 -69.32438215 83.71570400 -69.32429700 83.69813500 -69.33228800 83.69844500 -69.33237400 83.72109500 -69.33857500,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_07587_04_wfpc2_f814w_pc&size=ALL&format=jpeg&output_size=256,2004427537,2014807630,3843.536506553521,17.0,200.0
image,HST,WFPC2/WFC,HLA,F606W,OPTICAL,ANY,,hst_09244_kq_wfpc2_f606w_wf,80.88552256348271,-68.43006188190061,9244,Casertano,3,52135.92309,52135.94439,1700.0,510.890014648438,661.1300048828131,,52136.24227,POLYGON J2000 80.92523567 -68.43570131 80.92650500 -68.43405300 80.92628215 -68.43402982 80.94067600 -68.41463400 80.88942885 -68.40949395 80.88956600 -68.40930500 80.83146100 -68.40360000 80.81592600 -68.42498000 80.84550926 -68.42788963 80.83914700 -68.43633000 80.86054408 -68.43850705 80.85220000 -68.44932400 80.91008600 -68.45535500 80.92523567 -68.43570131,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_09244_kq_wfpc2_f606w_wf&size=ALL&format=jpeg&output_size=256,2004470632,2014850725,4682.83629765543,23.0,146.0
image,HST,WFPC2/WFC,HLA,F555W,OPTICAL,2003-LMC-101,,hst_10903_08_wfpc2_f555w_wf,80.8199025048823,-68.4382650572223,10903,Rest,3,54239.97935,54239.99277999999,1000.0,472.260009765625,595.0999755859381,,54240.75183,POLYGON J2000 80.78319360 -68.42648422 80.78269900 -68.42641300 80.76079100 -68.44700700 80.76094764 -68.44702955 80.81085013 -68.45420526 80.81315590 -68.45453635 80.81685900 -68.45506800 80.82802438 -68.44458362 80.85013700 -68.44785000 80.85840666 -68.44027961 80.88672300 -68.44453100 80.90949000 -68.42405400 80.85373100 -68.41567800 80.85364142 -68.41575863 80.80281000 -68.40833400 80.78319360 -68.42648422,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_10903_08_wfpc2_f555w_wf&size=ALL&format=jpeg&output_size=256,2004529703,2014909796,4684.865498886379,23.0,146.0
image,HST,WFPC2/WFC,HLA,F814W,OPTICAL,2003-LMC-101,,hst_10903_08_wfpc2_f814w_wf,80.8199025048823,-68.4382650572223,10903,Rest,3,54239.99671,54240.01014,1000.0,713.510009765625,867.4500122070309,,54240.7536,POLYGON J2000 80.78269900 -68.42641300 80.76079100 -68.44700700 80.76094764 -68.44702955 80.81085013 -68.45420526 80.81315590 -68.45453635 80.81685900 -68.45506800 80.82802438 -68.44458362 80.85013700 -68.44785000 80.85840666 -68.44027961 80.88672300 -68.44453100 80.90949000 -68.42405400 80.85373100 -68.41567800 80.85364142 -68.41575863 80.80281000 -68.40833400 80.78319360 -68.42648422 80.78269900 -68.42641300,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_10903_08_wfpc2_f814w_wf&size=ALL&format=jpeg&output_size=256,2004529705,2014909798,4684.865498886379,23.0,146.0
image,HST,WFPC2/PC,HLA,F555W,OPTICAL,2003-LMC-101,,hst_10903_08_wfpc2_f555w_pc,80.8424917790777,-68.44127217421371,10903,Rest,3,54239.97935,54239.99277999999,1000.0,472.260009765625,595.0999755859381,,54240.75183,POLYGON J2000 80.82459700 -68.44407700 80.85013700 -68.44785000 80.86038800 -68.43846500 80.83485100 -68.43469400 80.82459700 -68.44407700,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_10903_08_wfpc2_f555w_pc&size=ALL&format=jpeg&output_size=256,2004529702,2014909795,4710.14234023772,23.0,146.0
image,HST,WFPC2/PC,HLA,F814W,OPTICAL,2003-LMC-101,,hst_10903_08_wfpc2_f814w_pc,80.8424917790777,-68.44127217421371,10903,Rest,3,54239.99671,54240.01014,1000.0,713.510009765625,867.4500122070309,,54240.7536,POLYGON J2000 80.83485100 -68.43469400 80.82459700 -68.44407700 80.85013700 -68.44785000 80.86038800 -68.43846500 80.83485100 -68.43469400,http://hla.stsci.edu/cgi-bin/fitscut.cgi?red=hst_10903_08_wfpc2_f814w_pc&size=ALL&format=jpeg&output_size=256,2004529704,2014909797,4710.14234023772,23.0,146.0
