#@string, string, string, string, ra, dec, string, string, string, string, string, string, string, int, string, string, string, ra, dec, float, float, float, string, string, string, string, float, string, string, string, string, string, string, string, string, float
instrument,detector,propid,target,ra,dec,filter1,filter2,pr_inv,exptime,date-obs,filename,dataproduct_type,calib_level,obs_collection,obs_id,target_name,s_ra,s_dec,t_min,t_max,t_exptime,wavelength_region,filters,target_classification,obs_title,t_obs_release,instrument_,proposal_pi,proposal_id,objID,s_region,jpegURL,obsid,project,distance
ACS,WFC,12257,ANY,74.813586,-66.092641,CLEAR1L,F814W,Girardi,80,2011-10-12,lmc_fields/ACS/12257_ANY/jbhy50syq_flt.fits,image,3,HST,JBHY50010,ANY,74.81358570327,-66.09264097713,55846.91622,55846.95667,720,OPTICAL,F814W,PARALLEL FIELD;UNIDENTIFIED,The Nature of Multiple Main Sequence Turn-offs and Dual Red Clumps in Magellanic Cloud Star Clusters,56213.12922,ACS/WFC,GIRARDI,12257,2012943551,POLYGON 74.80151254 -66.05748821 74.72103347 -66.10241602 74.84230397 -66.13243249 74.92158012 -66.08551097 74.80151254 -66.05748821 74.80151254 -66.05748821,http://archive.stsci.edu/hst/previews/JBHY/JBHY50010_256.jpg,2003878187,DADS,0
ACS,WFC,12257,ANY,74.813586,-66.092641,CLEAR1L,F814W,Girardi,80,2011-10-12,lmc_fields/ACS/12257_ANY/jbhy50syq_flt.fits,image,3,HST,JBHY50020,ANY,74.81358570327,-66.09264097713,55846.919,55846.95088,700,OPTICAL,F435W,PARALLEL FIELD;UNIDENTIFIED,The Nature of Multiple Main Sequence Turn-offs and Dual Red Clumps in Magellanic Cloud Star Clusters,56213.1269,ACS/WFC,GIRARDI,12257,2012943552,POLYGON 74.80151254 -66.05748821 74.72103347 -66.10241602 74.84230397 -66.13243249 74.92158012 -66.08551097 74.80151254 -66.05748821 74.80151254 -66.05748821,http://archive.stsci.edu/hst/previews/JBHY/JBHY50020_256.jpg,2003878188,DADS,0
ACS,WFC,12257,ANY,74.813586,-66.092641,CLEAR1L,F814W,Girardi,80,2011-10-12,lmc_fields/ACS/12257_ANY/jbhy50syq_flt.fits,image,3,HST,JBHY50030,ANY,74.81358570327,-66.09264097713,55846.92521,55846.93515,700,OPTICAL,F555W,PARALLEL FIELD;UNIDENTIFIED,The Nature of Multiple Main Sequence Turn-offs and Dual Red Clumps in Magellanic Cloud Star Clusters,56213.05052,ACS/WFC,GIRARDI,12257,2012943553,POLYGON 74.80151254 -66.05748821 74.72103347 -66.10241602 74.84230397 -66.13243249 74.92158012 -66.08551097 74.80151254 -66.05748821 74.80151254 -66.05748821,http://archive.stsci.edu/hst/previews/JBHY/JBHY50030_256.jpg,2003878189,DADS,0
ACS,WFC,12257,ANY,74.813586,-66.092641,CLEAR1L,F435W,Girardi,350,2011-10-12,lmc_fields/ACS/12257_ANY/jbhy50szq_flt.fits,image,3,HST,JBHY50010,ANY,74.81358570327,-66.09264097713,55846.91622,55846.95667,720,OPTICAL,F814W,PARALLEL FIELD;UNIDENTIFIED,The Nature of Multiple Main Sequence Turn-offs and Dual Red Clumps in Magellanic Cloud Star Clusters,56213.12922,ACS/WFC,GIRARDI,12257,2012943551,POLYGON 74.80151254 -66.05748821 74.72103347 -66.10241602 74.84230397 -66.13243249 74.92158012 -66.08551097 74.80151254 -66.05748821 74.80151254 -66.05748821,http://archive.stsci.edu/hst/previews/JBHY/JBHY50010_256.jpg,2003878187,DADS,0
ACS,WFC,12257,ANY,74.813586,-66.092641,CLEAR1L,F435W,Girardi,350,2011-10-12,lmc_fields/ACS/12257_ANY/jbhy50szq_flt.fits,image,3,HST,JBHY50020,ANY,74.81358570327,-66.09264097713,55846.919,55846.95088,700,OPTICAL,F435W,PARALLEL FIELD;UNIDENTIFIED,The Nature of Multiple Main Sequence Turn-offs and Dual Red Clumps in Magellanic Cloud Star Clusters,56213.1269,ACS/WFC,GIRARDI,12257,2012943552,POLYGON 74.80151254 -66.05748821 74.72103347 -66.10241602 74.84230397 -66.13243249 74.92158012 -66.08551097 74.80151254 -66.05748821 74.80151254 -66.05748821,http://archive.stsci.edu/hst/previews/JBHY/JBHY50020_256.jpg,2003878188,DADS,0
ACS,WFC,12257,ANY,74.813586,-66.092641,CLEAR1L,F435W,Girardi,350,2011-10-12,lmc_fields/ACS/12257_ANY/jbhy50szq_flt.fits,image,3,HST,JBHY50030,ANY,74.81358570327,-66.09264097713,55846.92521,55846.93515,700,OPTICAL,F555W,PARALLEL FIELD;UNIDENTIFIED,The Nature of Multiple Main Sequence Turn-offs and Dual Red Clumps in Magellanic Cloud Star Clusters,56213.05052,ACS/WFC,GIRARDI,12257,2012943553,POLYGON 74.80151254 -66.05748821 74.72103347 -66.10241602 74.84230397 -66.13243249 74.92158012 -66.08551097 74.80151254 -66.05748821 74.80151254 -66.05748821,http://archive.stsci.edu/hst/previews/JBHY/JBHY50030_256.jpg,2003878189,DADS,0
ACS,WFC,12257,ANY,74.813586,-66.092641,F555W,CLEAR2L,Girardi,350,2011-10-12,lmc_fields/ACS/12257_ANY/jbhy50t1q_flt.fits,image,3,HST,JBHY50010,ANY,74.81358570327,-66.09264097713,55846.91622,55846.95667,720,OPTICAL,F814W,PARALLEL FIELD;UNIDENTIFIED,The Nature of Multiple Main Sequence Turn-offs and Dual Red Clumps in Magellanic Cloud Star Clusters,56213.12922,ACS/WFC,GIRARDI,12257,2012943551,POLYGON 74.80151254 -66.05748821 74.72103347 -66.10241602 74.84230397 -66.13243249 74.92158012 -66.08551097 74.80151254 -66.05748821 74.80151254 -66.05748821,http://archive.stsci.edu/hst/previews/JBHY/JBHY50010_256.jpg,2003878187,DADS,0
ACS,WFC,12257,ANY,74.813586,-66.092641,F555W,CLEAR2L,Girardi,350,2011-10-12,lmc_fields/ACS/12257_ANY/jbhy50t1q_flt.fits,image,3,HST,JBHY50020,ANY,74.81358570327,-66.09264097713,55846.919,55846.95088,700,OPTICAL,F435W,PARALLEL FIELD;UNIDENTIFIED,The Nature of Multiple Main Sequence Turn-offs and Dual Red Clumps in Magellanic Cloud Star Clusters,56213.1269,ACS/WFC,GIRARDI,12257,2012943552,POLYGON 74.80151254 -66.05748821 74.72103347 -66.10241602 74.84230397 -66.13243249 74.92158012 -66.08551097 74.80151254 -66.05748821 74.80151254 -66.05748821,http://archive.stsci.edu/hst/previews/JBHY/JBHY50020_256.jpg,2003878188,DADS,0
ACS,WFC,12257,ANY,74.813586,-66.092641,F555W,CLEAR2L,Girardi,350,2011-10-12,lmc_fields/ACS/12257_ANY/jbhy50t1q_flt.fits,image,3,HST,JBHY50030,ANY,74.81358570327,-66.09264097713,55846.92521,55846.93515,700,OPTICAL,F555W,PARALLEL FIELD;UNIDENTIFIED,The Nature of Multiple Main Sequence Turn-offs and Dual Red Clumps in Magellanic Cloud Star Clusters,56213.05052,ACS/WFC,GIRARDI,12257,2012943553,POLYGON 74.80151254 -66.05748821 74.72103347 -66.10241602 74.84230397 -66.13243249 74.92158012 -66.08551097 74.80151254 -66.05748821 74.80151254 -66.05748821,http://archive.stsci.edu/hst/previews/JBHY/JBHY50030_256.jpg,2003878189,DADS,0
ACS,WFC,12257,ANY,74.81347,-66.092634,F555W,CLEAR2L,Girardi,350,2011-10-12,lmc_fields/ACS/12257_ANY/jbhy50t4q_flt.fits,image,3,HST,JBHY50010,ANY,74.81358570327,-66.09264097713,55846.91622,55846.95667,720,OPTICAL,F814W,PARALLEL FIELD;UNIDENTIFIED,The Nature of Multiple Main Sequence Turn-offs and Dual Red Clumps in Magellanic Cloud Star Clusters,56213.12922,ACS/WFC,GIRARDI,12257,2012943551,POLYGON 74.80151254 -66.05748821 74.72103347 -66.10241602 74.84230397 -66.13243249 74.92158012 -66.08551097 74.80151254 -66.05748821 74.80151254 -66.05748821,http://archive.stsci.edu/hst/previews/JBHY/JBHY50010_256.jpg,2003878187,DADS,0
